pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,294.7,308.9,14.4,37.0,2.2,316.3,60.0,90.0,5.0,5.9,3.09,6.7
0.0,294.5,309.3,17.2,43.2,2.0,312.2,58.0,89.0,5.2,5.9,3.16,6.5
0.0,293.7,308.1,18.2,45.2,2.6,312.6,63.0,89.0,5.4,5.9,2.86,6.9
0.0,292.3,308.9,18.6,50.0,1.6,308.7,53.0,88.0,5.7,5.9,2.99,5.9
0.0,291.6,306.5,18.9,49.0,1.7,310.8,54.0,87.0,5.9,5.9,2.59,5.8
0.0,291.2,307.5,18.1,49.5,2.4,291.8,60.0,87.0,6.0,5.9,2.83,6.3
0.0,290.5,304.9,18.4,46.5,3.1,307.3,66.0,87.0,6.0,5.9,2.63,6.7
0.0,289.7,305.8,13.0,37.6,1.9,311.8,57.0,89.0,5.7,5.9,2.8,5.8
0.0,291.3,307.0,10.1,29.8,2.3,308.1,63.0,91.0,5.2,5.9,2.91,6.3
0.0,290.0,305.5,14.7,41.0,2.6,306.0,64.0,90.0,5.2,5.8,2.56,6.4
0.0,288.8,304.6,16.7,45.6,2.7,304.4,64.0,89.0,5.5,5.8,2.41,6.2
0.0,288.6,305.3,14.9,44.2,3.5,302.8,72.0,89.0,5.5,5.8,2.57,7.0
0.0,291.1,305.4,13.2,34.7,3.9,274.5,77.0,90.0,5.3,5.7,2.67,7.2
0.0,289.2,305.1,15.1,42.2,4.1,279.3,78.0,90.0,5.4,5.7,2.32,7.2
0.0,289.8,304.1,19.3,53.9,3.7,296.0,71.0,88.0,5.8,5.8,2.28,6.6
0.0,288.0,303.4,18.9,55.6,2.9,278.5,64.0,87.0,6.2,5.9,2.11,5.8
0.0,289.1,303.7,18.1,52.1,2.3,256.2,58.0,86.0,6.3,5.9,2.37,5.3
0.0,285.9,301.5,16.5,52.2,3.2,282.7,67.0,86.0,6.4,5.9,1.95,5.8
0.0,284.7,298.3,20.3,54.5,2.8,284.0,62.0,85.0,6.7,6.0,1.66,5.1
0.0,288.7,302.8,12.1,39.4,4.0,281.8,76.0,88.0,6.2,5.9,2.45,6.8
0.0,290.3,303.7,8.8,31.3,3.1,273.6,71.0,90.0,5.5,5.9,2.25,6.3
0.0,291.9,306.7,15.3,46.1,3.0,271.5,67.0,89.0,5.6,5.9,2.91,6.3
0.0,292.5,306.3,12.5,38.2,1.4,272.1,53.0,90.0,5.5,5.8,2.97,4.7
0.0,293.0,308.1,9.4,33.4,3.7,270.1,77.0,92.0,5.1,5.8,3.35,7.3
0.0,291.7,307.1,8.7,32.6,2.9,267.7,70.0,93.0,4.8,5.7,3.01,6.4
0.0,287.7,303.9,13.5,46.6,3.0,264.5,68.0,91.0,5.1,5.6,2.28,5.8
0.3,283.4,298.2,22.4,63.2,3.3,264.0,67.0,86.0,6.1,5.8,1.42,4.9
0.0,281.8,294.9,28.0,70.4,2.2,261.0,53.0,82.0,7.1,5.9,1.08,3.9
0.0,283.9,298.6,22.0,61.6,1.5,260.3,49.0,83.0,7.4,6.0,1.58,3.9
0.0,287.8,302.2,14.8,45.3,2.3,258.3,58.0,85.0,6.9,6.1,2.29,4.9
