pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.5,303.9,21.0,94.3,2.8,340.1,32.0,39.0,14.8,15.4,1.64,6.4
0.0,285.0,302.7,25.5,86.9,3.2,294.1,34.0,40.0,13.6,15.2,1.5,6.0
0.0,285.4,298.7,38.0,92.5,4.7,333.2,39.0,39.0,13.6,15.1,0.97,5.7
0.0,282.8,297.5,34.6,94.3,2.6,338.8,31.0,40.0,13.6,15.0,0.93,5.2
0.0,284.0,297.9,34.6,89.4,3.3,325.1,34.0,40.0,13.2,14.9,0.99,5.4
0.0,285.1,295.6,46.2,92.6,3.4,339.8,33.0,39.0,13.6,14.9,0.7,5.0
0.0,284.9,297.0,44.0,97.7,2.6,334.8,30.0,38.0,14.1,14.8,0.75,5.0
0.0,285.5,298.7,39.2,94.4,2.7,338.5,31.0,39.0,14.0,14.8,0.93,5.4
0.0,284.2,299.7,37.2,100.0,2.7,339.6,31.0,39.0,14.4,14.8,0.94,5.4
0.0,284.6,299.7,38.7,100.0,3.1,339.6,32.0,38.0,14.6,14.9,0.91,5.4
0.0,284.3,299.5,39.5,100.0,3.8,339.6,35.0,38.0,14.9,14.9,0.87,5.5
0.0,284.1,302.4,30.6,100.0,3.7,338.3,36.0,39.0,14.7,14.9,1.24,6.2
0.0,284.7,300.8,32.0,97.7,3.6,338.4,35.0,39.0,14.5,14.8,1.16,6.0
0.0,285.3,295.9,47.7,98.0,3.6,337.5,33.0,37.0,14.8,14.8,0.66,4.9
0.0,285.5,291.5,66.5,98.8,3.4,279.1,30.0,33.0,15.7,14.9,0.31,3.6
0.0,283.8,297.0,46.7,100.0,3.1,338.7,30.0,36.0,15.8,15.0,0.62,4.8
0.0,281.7,297.6,38.7,100.0,3.4,338.8,32.0,37.0,15.6,15.0,0.76,5.1
0.0,281.7,297.3,32.3,97.3,3.3,354.5,33.0,38.0,15.1,15.0,0.94,5.5
0.0,283.2,300.4,26.0,89.5,2.6,347.4,32.0,41.0,14.0,14.9,1.3,5.9
0.0,283.9,303.9,21.2,89.6,2.8,331.9,34.0,43.0,13.1,14.7,1.68,6.4
0.0,283.4,304.4,24.2,100.0,3.6,338.3,38.0,43.0,13.3,14.6,1.56,6.7
0.0,286.8,305.7,25.0,93.0,3.3,332.2,37.0,43.0,12.9,14.5,1.75,6.9
0.0,288.6,309.4,21.0,89.5,4.4,299.6,43.0,45.0,12.2,14.3,2.29,8.0
0.0,288.4,303.8,31.6,90.9,4.2,323.6,41.0,44.0,12.2,14.2,1.46,6.7
0.0,287.7,305.4,29.2,97.4,3.5,340.5,38.0,44.0,12.6,14.1,1.58,6.9
0.0,288.4,302.0,36.8,92.7,3.5,337.7,37.0,43.0,12.8,14.1,1.2,6.2
0.0,286.7,301.9,37.8,100.0,4.0,340.8,39.0,42.0,13.5,14.2,1.07,6.1
0.0,286.3,300.6,39.6,100.0,3.6,344.2,36.0,41.0,14.0,14.2,0.97,5.8
0.0,286.1,302.2,34.2,100.0,3.8,343.3,38.0,42.0,14.2,14.2,1.19,6.2
0.0,288.9,301.0,37.1,85.6,3.8,287.1,38.0,42.0,13.4,14.1,1.2,5.7
