pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,284.7,295.5,48.2,100.0,3.4,342.3,28.0,31.0,17.9,16.1,0.62,4.9
0.0,285.7,295.8,49.8,100.0,3.9,343.7,30.0,31.0,17.4,16.1,0.62,5.0
0.0,286.8,297.0,48.8,100.0,3.7,340.8,30.0,32.0,17.0,16.1,0.69,5.2
0.0,287.7,299.7,42.6,100.0,3.5,339.6,30.0,33.0,16.5,16.1,0.93,5.7
0.0,287.3,304.4,32.4,100.0,2.9,339.3,29.0,35.0,15.8,16.0,1.38,6.4
0.0,285.4,300.2,38.6,100.0,3.9,344.3,33.0,35.0,15.6,15.9,0.95,5.8
0.0,284.3,297.4,46.0,100.0,3.9,342.0,32.0,34.0,15.6,15.9,0.65,5.1
0.0,283.7,299.6,31.2,100.0,2.8,345.6,29.0,36.0,15.2,15.9,1.11,5.7
0.0,283.5,300.7,22.9,86.4,2.6,352.0,31.0,39.0,13.8,15.6,1.43,6.1
0.0,283.5,296.6,33.0,90.0,3.2,350.4,33.0,39.0,13.3,15.4,0.98,5.5
0.0,283.6,297.5,32.3,92.5,2.5,356.3,30.0,40.0,13.2,15.3,1.02,5.5
0.0,282.9,300.2,29.5,100.0,2.0,294.5,28.0,39.0,13.5,15.3,1.16,5.0
0.0,283.2,300.3,27.4,97.6,2.7,350.0,32.0,40.0,13.5,15.2,1.25,5.9
0.0,283.9,300.7,25.9,92.0,3.5,349.2,36.0,42.0,13.0,15.0,1.34,6.3
0.0,284.4,301.5,25.8,93.0,3.2,350.6,35.0,42.0,12.8,14.9,1.4,6.4
0.0,285.5,300.9,28.5,90.5,3.8,348.8,38.0,43.0,12.5,14.7,1.33,6.5
0.0,285.8,303.9,25.0,94.8,2.8,348.1,34.0,43.0,12.5,14.6,1.6,6.6
0.0,288.3,309.5,19.2,90.9,2.6,346.6,35.0,45.0,12.0,14.5,2.39,7.4
0.0,289.6,311.7,19.6,91.6,2.8,345.4,36.0,46.0,11.7,14.3,2.72,7.9
0.0,290.6,309.7,22.2,85.8,2.6,345.1,36.0,47.0,11.2,14.0,2.44,7.5
0.0,289.6,309.4,20.2,83.6,3.3,346.9,41.0,49.0,10.7,13.8,2.48,8.0
0.0,286.4,306.1,21.1,87.7,3.3,349.0,41.0,49.0,10.7,13.7,2.0,7.4
0.0,285.7,305.9,16.7,77.2,2.8,358.7,40.0,52.0,10.0,13.4,2.16,7.3
0.0,284.7,303.8,19.3,80.8,2.8,354.9,40.0,52.0,9.8,13.2,1.85,6.8
0.0,284.1,303.2,23.2,92.4,3.1,352.7,41.0,51.0,10.4,13.1,1.62,6.7
0.0,284.6,304.1,22.2,91.0,3.0,350.3,41.0,51.0,10.8,13.0,1.74,6.8
0.0,285.5,304.2,25.7,96.5,2.5,348.9,37.0,50.0,11.5,13.0,1.64,6.4
0.0,286.6,308.6,19.1,91.5,2.7,342.6,40.0,51.0,11.4,12.9,2.31,7.3
0.0,290.6,309.1,18.3,72.9,2.9,338.4,42.0,54.0,10.3,12.7,2.62,7.7
0.0,292.6,308.4,21.5,70.6,3.0,333.6,43.0,55.0,9.5,12.5,2.52,7.6
