pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,295.6,311.8,17.2,52.1,3.0,292.8,54.0,69.0,6.9,9.8,3.37,7.9
0.0,294.3,308.9,22.3,58.9,2.7,336.7,51.0,69.0,6.9,9.6,2.69,7.6
1.0,294.1,305.7,27.8,59.9,2.4,315.7,47.0,68.0,7.1,9.5,2.18,6.7
0.3,291.4,301.3,40.5,75.7,2.5,129.7,43.0,62.0,8.0,9.5,1.32,3.7
4.3,291.3,304.0,36.9,81.7,2.3,267.6,43.0,63.0,8.8,9.5,1.51,5.5
0.0,291.3,304.1,37.7,83.7,2.0,232.7,39.0,60.0,9.6,9.7,1.47,4.9
0.0,291.2,306.0,31.8,80.9,2.5,336.5,45.0,62.0,9.8,9.7,1.8,6.7
0.0,292.3,306.4,29.9,73.5,2.7,335.1,47.0,63.0,9.7,9.7,1.98,6.9
0.0,292.3,306.3,30.5,74.3,2.2,333.6,43.0,63.0,9.6,9.7,1.95,6.6
0.0,292.0,305.6,29.8,71.4,2.5,328.9,46.0,64.0,9.5,9.7,1.93,6.6
0.0,292.1,306.8,29.6,75.3,2.4,330.3,45.0,64.0,9.5,9.6,2.01,6.7
0.0,292.8,305.0,36.7,78.6,2.3,283.7,42.0,61.0,9.8,9.7,1.64,5.8
0.0,290.9,305.5,38.0,93.3,2.4,330.0,42.0,59.0,10.9,9.8,1.47,6.3
0.0,290.5,302.2,44.0,90.4,3.3,331.0,46.0,56.0,11.7,10.0,1.14,6.0
0.0,290.2,305.3,35.5,90.7,2.7,324.8,43.0,57.0,11.9,10.1,1.54,6.3
0.0,291.4,307.0,30.1,80.6,3.1,328.2,47.0,59.0,11.3,10.1,1.94,7.0
0.0,292.9,310.6,19.9,64.0,3.1,333.1,51.0,63.0,9.9,10.0,2.87,8.0
0.0,295.2,311.7,19.0,57.1,2.3,333.9,47.0,66.0,8.9,9.9,3.21,7.6
0.0,295.6,311.6,18.6,54.8,2.6,332.8,50.0,68.0,8.1,9.7,3.26,7.8
0.0,293.7,308.8,22.9,61.9,2.4,332.3,48.0,68.0,7.9,9.6,2.6,7.2
0.0,293.2,310.3,20.7,63.8,2.3,333.6,48.0,69.0,7.7,9.4,2.82,7.3
0.0,293.3,307.2,27.6,67.8,3.0,329.3,52.0,68.0,7.9,9.3,2.21,7.2
0.0,293.0,306.7,31.3,74.5,2.6,321.2,48.0,67.0,8.3,9.3,1.98,6.7
0.0,293.0,306.9,30.6,73.9,1.8,319.8,42.0,66.0,8.5,9.3,2.02,6.2
0.0,294.0,308.3,25.8,65.3,2.2,320.4,46.0,68.0,8.3,9.3,2.43,6.7
0.0,293.5,308.1,26.6,69.3,2.4,305.7,48.0,68.0,8.3,9.2,2.34,6.7
0.0,292.6,306.1,30.6,73.6,2.4,311.2,47.0,66.0,8.6,9.2,1.96,6.4
0.0,292.1,307.7,26.3,73.0,2.3,314.3,47.0,67.0,8.7,9.2,2.23,6.6
0.0,291.4,308.7,22.7,71.4,2.4,317.5,49.0,68.0,8.5,9.1,2.44,6.8
0.0,290.2,308.8,19.0,67.1,2.2,322.5,48.0,70.0,8.3,9.0,2.58,6.8
