pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,286.3,301.0,35.4,98.7,4.0,276.5,35.0,39.0,15.3,14.5,1.11,5.1
0.0,285.6,297.3,48.6,100.0,4.8,238.5,36.0,36.0,15.9,14.5,0.63,3.9
0.0,285.1,301.4,36.5,100.0,4.3,269.6,36.0,37.0,16.0,14.7,1.02,4.9
0.0,285.5,301.9,32.0,100.0,4.6,268.8,37.0,38.0,16.0,14.7,1.21,5.4
0.0,284.7,300.6,35.4,100.0,4.0,266.5,34.0,37.0,16.0,14.8,1.02,4.8
0.0,285.6,304.5,24.5,94.8,2.7,264.4,31.0,40.0,15.1,14.8,1.62,5.2
0.0,287.8,308.0,16.2,75.4,1.9,265.0,30.0,44.0,12.9,14.5,2.37,5.2
0.0,290.0,310.4,12.1,62.7,2.5,260.8,35.0,48.0,10.9,14.1,2.96,6.2
0.0,285.7,307.0,19.3,91.4,3.8,261.6,40.0,47.0,11.6,14.0,2.02,6.4
0.6,286.2,301.5,34.2,99.5,5.3,240.8,41.0,41.0,13.2,14.1,1.15,5.2
0.3,285.0,298.5,46.1,100.0,4.7,200.6,0.0,28.0,14.7,14.3,0.67,3.6
0.0,284.9,300.2,29.6,89.8,2.4,248.8,30.0,42.0,14.1,14.2,1.22,4.2
0.0,285.0,298.8,43.8,100.0,4.3,198.5,35.0,38.0,15.1,14.4,0.74,3.7
0.0,284.1,300.1,32.4,100.0,2.9,248.4,31.0,39.0,15.4,14.5,1.09,4.2
0.0,286.7,303.3,22.3,77.6,2.7,246.0,32.0,42.0,13.7,14.4,1.7,4.9
0.0,286.7,305.4,18.7,77.1,2.5,243.9,33.0,45.0,12.4,14.2,1.99,5.1
0.0,285.4,302.9,29.6,100.0,4.1,235.0,38.0,43.0,13.2,14.1,1.33,5.0
0.0,287.2,305.1,24.4,88.5,3.2,238.9,35.0,44.0,13.1,14.0,1.74,5.2
0.0,291.6,310.4,10.9,54.1,2.3,238.2,34.0,50.0,10.9,13.7,3.13,5.6
0.0,291.2,310.3,15.4,67.3,2.2,234.6,34.0,51.0,9.9,13.3,2.82,5.4
0.0,288.5,300.9,39.1,92.7,4.8,230.7,42.0,45.0,11.8,13.4,1.09,4.7
0.0,284.5,294.8,60.8,100.0,4.6,224.1,37.0,39.0,14.0,13.7,0.29,2.7
0.0,280.6,297.6,35.6,100.0,5.1,234.6,41.0,41.0,14.9,13.9,0.8,4.0
0.0,280.4,295.1,38.4,100.0,3.9,226.4,35.0,39.0,15.7,14.0,0.68,3.4
0.0,281.0,293.4,42.8,100.0,3.1,228.8,31.0,38.0,16.2,14.1,0.59,3.0
0.0,281.0,295.8,27.0,87.7,2.7,228.2,31.0,41.0,15.2,14.2,0.96,3.5
0.0,281.5,298.5,19.1,78.6,1.9,226.8,29.0,44.0,13.6,14.0,1.3,3.5
0.0,282.0,296.8,28.9,91.4,3.7,224.1,36.0,42.0,13.8,14.0,0.97,3.9
0.0,282.4,298.4,23.4,84.4,3.2,221.9,35.0,44.0,13.3,14.0,1.2,4.1
0.0,284.2,301.6,14.2,66.3,2.3,217.5,33.0,48.0,11.7,13.7,1.73,4.1
