pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,282.7,302.3,26.1,97.9,2.3,358.1,34.0,44.0,14.4,13.8,1.39,6.0
0.0,284.0,307.7,18.0,91.5,2.8,357.9,39.0,47.0,13.3,13.7,2.15,7.3
0.0,284.5,308.7,18.2,94.5,4.0,357.1,47.0,48.0,12.7,13.6,2.24,8.3
0.0,281.2,296.8,40.4,100.0,4.9,360.4,46.0,44.0,13.6,13.7,0.72,5.2
0.0,279.2,294.5,29.9,87.0,3.2,368.5,40.0,46.0,13.1,13.5,0.88,5.3
0.0,278.4,303.2,17.8,100.0,3.4,351.0,43.0,48.0,13.1,13.5,1.63,6.8
0.0,282.2,310.7,10.8,86.0,3.2,354.0,45.0,51.0,11.8,13.3,2.81,8.5
0.0,285.4,311.7,13.0,83.5,2.9,349.3,44.0,53.0,10.8,13.1,2.93,8.2
0.0,283.8,307.3,15.2,81.2,3.2,341.6,46.0,54.0,10.2,13.0,2.27,7.6
0.0,281.6,302.2,14.1,67.1,3.4,348.0,49.0,56.0,9.2,12.7,1.82,7.0
0.0,282.1,297.8,29.5,87.9,3.5,354.2,45.0,53.0,10.1,12.6,1.09,5.8
0.0,281.6,302.0,22.4,92.8,2.8,353.3,42.0,53.0,10.8,12.5,1.49,6.3
0.0,281.6,305.5,12.0,72.4,4.5,355.0,57.0,57.0,9.8,12.2,2.17,8.4
0.0,282.2,299.7,27.1,90.9,5.4,352.0,57.0,53.0,10.5,12.2,1.24,6.7
0.0,280.3,301.5,13.0,66.4,5.1,350.2,61.0,58.0,9.4,12.0,1.76,7.8
0.0,283.0,306.6,14.4,79.1,4.0,344.2,54.0,59.0,9.2,11.9,2.22,8.1
0.0,284.6,310.6,12.4,80.4,2.9,350.1,48.0,60.0,9.0,11.8,2.8,8.1
0.0,285.3,310.7,13.7,82.5,4.0,351.8,56.0,60.0,9.1,11.6,2.76,9.0
0.0,283.6,306.3,18.7,90.6,4.9,355.5,59.0,58.0,9.8,11.5,2.0,8.3
0.0,282.8,301.5,28.8,100.0,5.4,354.9,58.0,54.0,11.1,11.6,1.27,6.9
0.0,283.4,295.1,47.0,100.0,6.2,351.6,56.0,49.0,12.6,11.7,0.63,5.0
0.0,284.1,296.4,42.3,95.9,4.7,352.2,48.0,48.0,13.5,12.0,0.79,5.4
0.0,283.8,303.7,24.0,93.4,2.4,351.5,38.0,50.0,13.4,12.1,1.6,6.3
0.0,285.0,307.7,17.7,85.6,3.1,350.5,45.0,53.0,12.4,12.1,2.23,7.6
0.0,285.4,307.1,16.9,78.3,2.9,353.7,45.0,55.0,11.4,11.9,2.24,7.4
0.0,285.0,308.6,6.6,49.0,3.1,356.6,51.0,61.0,9.3,11.6,2.92,8.3
0.0,285.6,312.2,5.2,51.0,3.3,362.1,55.0,65.0,7.9,11.3,3.52,9.3
0.0,285.6,313.3,9.7,74.4,4.0,353.7,59.0,65.0,7.8,11.0,3.37,9.9
0.0,285.8,305.6,29.9,100.0,5.7,349.6,62.0,58.0,9.7,11.1,1.53,7.6
0.0,285.8,304.2,32.1,100.0,4.7,348.0,54.0,55.0,11.1,11.2,1.37,6.9
