pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,285.3,303.2,31.4,92.5,2.5,348.6,31.0,42.0,11.8,15.2,1.44,6.1
0.0,285.7,303.6,33.0,96.6,2.8,350.7,32.0,41.0,12.4,15.2,1.41,6.3
0.0,284.5,300.6,40.8,100.0,2.2,350.5,28.0,38.0,13.4,15.3,0.98,5.4
0.0,284.4,300.1,40.3,100.0,1.7,354.8,25.0,38.0,14.0,15.3,0.98,5.3
0.0,284.3,299.5,42.2,100.0,2.2,354.1,28.0,38.0,14.5,14.9,0.91,5.3
0.0,283.7,299.5,36.1,94.0,2.2,357.6,29.0,39.0,14.1,14.9,1.08,5.5
0.0,283.6,300.2,29.7,82.5,4.0,361.4,38.0,42.0,13.0,14.8,1.31,6.5
0.0,283.6,303.1,21.6,74.0,3.7,365.2,40.0,45.0,11.6,14.6,1.76,7.3
0.0,285.6,301.9,27.0,73.6,3.1,360.6,37.0,46.0,10.8,14.4,1.57,6.6
0.0,284.7,301.5,26.9,75.9,3.6,361.9,40.0,47.0,10.3,14.2,1.51,6.8
0.0,283.9,296.9,36.4,79.8,3.3,358.0,38.0,46.0,10.4,14.0,1.02,5.6
0.0,282.6,296.0,42.3,94.7,2.7,362.1,34.0,45.0,11.6,13.7,0.79,5.1
0.0,282.4,300.5,33.3,100.0,2.5,362.7,34.0,45.0,12.5,13.7,1.15,5.8
0.0,284.5,303.8,30.0,96.9,2.5,361.8,34.0,45.0,12.8,13.8,1.49,6.4
0.0,284.6,303.2,31.0,95.8,2.7,359.0,35.0,45.0,12.9,13.8,1.43,6.3
0.0,285.2,303.5,28.2,86.2,3.6,367.3,40.0,46.0,12.3,13.8,1.58,7.0
0.0,286.4,305.6,23.8,77.4,3.5,361.6,41.0,48.0,11.2,13.6,1.95,7.5
0.0,288.8,307.1,23.3,76.6,3.2,365.9,41.0,50.0,10.5,13.4,2.2,7.8
0.0,286.7,302.3,33.3,90.3,3.2,354.6,40.0,49.0,11.0,13.1,1.39,6.4
0.0,286.5,302.4,35.1,96.0,3.3,348.4,40.0,48.0,11.8,13.0,1.32,6.3
0.0,288.2,300.4,44.8,95.8,3.7,310.2,39.0,44.0,12.6,13.1,1.01,5.5
0.0,288.8,310.1,24.1,92.1,5.4,350.7,52.0,49.0,12.2,13.1,2.39,9.3
0.0,293.3,311.1,27.2,82.3,2.9,351.1,39.0,50.0,11.5,13.0,2.56,8.0
0.0,291.8,310.9,26.6,87.0,2.8,352.1,39.0,50.0,11.2,13.0,2.49,7.8
0.0,286.8,307.3,28.7,100.0,2.5,346.9,36.0,49.0,12.0,13.0,1.83,6.8
0.0,286.4,302.6,34.7,96.8,2.4,343.9,35.0,47.0,12.5,12.9,1.33,6.0
0.0,286.5,303.3,30.6,89.7,2.4,346.1,36.0,49.0,12.2,12.8,1.53,6.2
0.0,287.6,306.6,26.7,89.7,2.7,352.1,38.0,50.0,11.9,12.7,1.93,7.0
0.0,292.6,310.6,23.5,74.1,2.3,352.5,38.0,53.0,10.7,12.5,2.7,7.6
0.0,287.8,308.3,25.5,93.2,2.6,355.9,39.0,52.0,11.1,12.5,2.12,7.2
