pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,284.7,292.5,57.4,98.5,3.7,295.3,27.0,29.0,15.7,17.3,0.5,3.8
0.0,284.9,293.1,54.9,93.7,4.1,289.3,29.0,29.0,15.7,17.3,0.5,3.9
2.8,285.8,290.4,69.5,92.3,3.1,213.0,0.0,18.0,17.1,17.4,0.39,2.8
0.0,282.6,291.0,67.2,100.0,1.8,143.4,18.0,24.0,17.5,17.5,0.22,2.0
0.0,282.1,295.0,55.7,100.0,2.1,208.8,20.0,26.0,17.4,17.5,0.45,2.9
0.0,283.7,292.8,60.8,100.0,2.4,341.0,22.0,27.0,17.4,17.5,0.4,4.0
0.0,283.9,294.5,52.5,100.0,1.8,346.0,21.0,28.0,17.3,17.6,0.45,4.4
0.0,284.6,294.1,52.2,100.0,1.7,332.1,20.0,28.0,17.1,17.6,0.47,4.4
0.0,285.2,293.5,51.9,100.0,2.3,344.1,22.0,28.0,17.0,17.6,0.59,4.6
0.0,283.0,292.5,55.8,100.0,3.5,336.7,26.0,28.0,17.0,17.3,0.44,4.0
0.0,282.2,296.5,47.2,100.0,4.2,316.4,29.0,29.0,16.8,17.3,0.68,4.3
0.0,283.3,296.7,46.3,100.0,4.5,350.8,31.0,30.0,16.6,17.3,0.73,4.8
0.0,282.7,299.1,40.9,100.0,3.9,351.8,30.0,31.0,16.3,17.2,0.97,5.2
0.0,282.7,304.2,28.6,100.0,3.6,354.0,30.0,33.0,15.7,17.1,1.54,6.4
0.0,285.1,302.5,29.8,91.8,4.2,347.8,33.0,34.0,14.6,16.9,1.48,6.5
0.0,284.2,295.3,50.3,93.6,6.1,343.5,38.0,32.0,14.8,16.9,0.92,4.7
0.0,283.9,290.9,51.8,81.0,7.8,300.1,44.0,32.0,14.2,16.5,0.6,4.3
0.0,281.7,292.7,49.6,92.4,5.0,289.5,34.0,33.0,14.3,16.4,0.66,3.9
0.0,280.8,294.5,42.4,95.0,3.8,313.3,31.0,34.0,14.4,16.3,0.69,4.3
0.0,281.0,294.1,45.6,100.0,4.2,224.4,31.0,32.0,14.9,16.3,0.61,3.6
0.0,286.2,294.5,47.1,74.2,5.2,287.9,37.0,35.0,13.7,16.1,0.77,4.7
0.0,285.3,293.0,55.5,86.9,5.0,344.4,36.0,34.0,13.8,16.0,0.56,4.5
0.0,282.4,294.9,50.2,100.0,3.6,357.2,30.0,34.0,14.6,16.1,0.56,4.6
0.0,283.8,300.8,36.5,99.6,2.6,358.1,28.0,36.0,14.7,15.9,1.17,5.5
0.0,283.3,302.1,32.0,100.0,2.8,349.6,30.0,37.0,14.6,15.8,1.25,5.8
0.0,283.5,293.9,48.7,100.0,3.8,360.7,32.0,34.0,15.1,15.8,0.42,4.9
0.0,282.6,300.3,36.8,100.0,2.9,361.0,30.0,36.0,15.0,15.8,0.89,5.7
0.0,282.4,304.9,29.7,100.0,3.0,361.3,31.0,37.0,14.7,15.8,1.48,6.3
0.0,283.1,300.4,34.2,100.0,2.7,355.5,29.0,37.0,14.7,15.7,1.07,5.8
0.0,283.3,304.2,26.8,100.0,2.6,358.6,30.0,38.0,14.4,15.6,1.6,6.3
