pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,279.5,292.6,43.3,97.0,2.5,239.6,30.0,34.0,15.1,16.2,0.6,3.5
0.0,280.6,294.3,40.4,94.0,4.9,354.8,42.0,36.0,14.8,16.2,0.72,5.1
0.0,280.4,298.4,27.3,85.9,2.7,361.2,35.0,40.0,13.5,15.9,1.17,5.7
0.0,283.1,302.3,20.0,68.9,1.6,360.3,32.0,45.0,11.7,15.5,1.73,5.9
0.0,286.2,304.1,21.3,65.9,1.6,357.1,34.0,47.0,10.3,15.1,1.93,6.1
0.0,287.1,306.1,20.0,66.2,1.4,358.7,34.0,50.0,9.4,14.7,2.18,6.2
0.0,288.3,308.4,18.6,65.6,1.3,360.7,34.0,52.0,8.6,14.3,2.5,6.4
0.0,290.0,309.3,20.0,65.8,1.1,357.8,34.0,54.0,8.2,13.9,2.61,6.3
0.0,286.0,305.7,25.8,86.3,1.6,331.1,35.0,52.0,8.9,13.8,1.82,5.9
0.0,282.6,297.9,36.9,94.1,2.0,363.4,35.0,49.0,10.5,13.7,0.95,5.3
0.0,281.9,292.4,60.5,100.0,1.4,358.0,28.0,43.0,12.5,13.8,0.32,4.4
0.0,285.1,299.1,39.8,91.9,2.3,360.1,35.0,45.0,12.8,13.8,0.99,5.6
0.0,285.3,303.9,29.2,91.0,2.1,362.4,35.0,47.0,12.5,13.8,1.54,6.3
0.0,287.6,304.2,26.8,73.9,2.6,352.4,40.0,50.0,11.2,13.5,1.77,6.7
0.0,287.9,302.5,28.2,68.7,2.6,360.4,41.0,51.0,10.3,13.3,1.64,6.6
0.0,284.8,295.6,47.3,88.9,2.3,202.1,34.0,45.0,11.4,13.3,0.73,3.6
0.0,284.4,300.2,39.4,100.0,2.8,352.9,39.0,47.0,12.5,13.3,1.0,5.7
0.0,287.0,305.0,29.4,88.4,1.8,359.9,35.0,49.0,12.3,13.2,1.68,6.3
0.0,289.5,306.6,27.0,76.7,1.5,338.4,34.0,51.0,11.4,13.0,2.02,6.2
0.0,287.1,305.3,24.4,76.0,2.6,354.0,42.0,53.0,10.6,12.9,1.93,6.9
0.0,286.4,305.1,23.2,75.3,1.9,363.1,38.0,54.0,10.1,12.7,1.93,6.5
0.0,286.9,306.7,22.2,76.8,1.6,362.9,37.0,56.0,9.7,12.6,2.12,6.5
0.0,286.3,305.4,24.0,79.1,1.9,355.4,39.0,56.0,9.6,12.4,1.91,6.4
0.0,285.9,298.0,38.0,79.6,2.2,185.4,37.0,52.0,10.1,12.2,1.07,3.9
0.0,284.4,297.2,48.3,100.0,2.2,286.1,35.0,48.0,11.9,12.3,0.69,4.4
0.0,282.1,296.8,37.9,94.5,3.2,356.2,42.0,49.0,12.8,12.4,0.89,5.4
9.9,277.1,291.7,44.6,100.0,3.7,296.7,0.0,29.0,16.2,13.6,0.5,3.9
0.0,277.0,293.8,38.2,100.0,2.4,335.3,34.0,42.0,15.8,13.7,0.66,4.4
0.0,280.9,299.6,28.5,93.8,2.9,364.2,38.0,44.0,15.0,13.8,1.21,6.0
0.0,285.4,303.9,25.7,81.9,2.1,362.8,35.0,46.0,13.5,13.8,1.7,6.4
