pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,295.5,312.0,19.4,63.3,3.7,324.4,66.0,78.0,7.5,7.5,3.22,8.7
0.0,293.4,311.4,23.7,79.9,4.9,324.9,73.0,76.0,8.1,7.5,2.72,9.1
0.0,292.5,310.1,21.9,74.3,3.5,326.7,62.0,76.0,8.2,7.5,2.66,8.0
0.0,291.9,312.2,10.9,53.4,4.4,326.0,74.0,80.0,7.4,7.4,3.54,9.7
0.0,293.9,313.5,5.5,36.3,5.0,312.6,85.0,84.0,6.3,7.3,4.25,10.9
0.0,293.6,310.3,12.2,47.7,5.6,322.8,87.0,83.0,6.0,7.2,3.34,10.4
0.0,292.1,310.8,19.4,72.1,5.7,321.3,84.0,80.0,6.6,7.3,2.85,9.7
0.0,291.1,310.2,14.5,60.7,4.9,296.1,78.0,81.0,6.6,7.2,3.02,9.2
0.0,293.8,310.8,12.8,49.9,4.8,286.6,79.0,82.0,6.3,7.1,3.38,9.4
0.0,290.7,307.9,18.9,66.2,4.6,315.1,75.0,81.0,6.6,7.1,2.53,8.4
0.0,289.3,307.0,18.4,67.2,4.8,318.9,76.0,80.0,6.9,7.1,2.39,8.3
0.0,290.4,307.0,21.4,70.3,5.8,321.4,82.0,79.0,7.3,7.2,2.31,8.8
0.0,290.2,306.9,23.1,74.8,5.7,321.4,80.0,77.0,7.8,7.3,2.2,8.5
0.0,289.9,307.9,20.7,74.0,4.4,318.9,70.0,77.0,8.1,7.4,2.38,8.0
0.0,290.2,304.9,32.0,86.6,4.3,311.9,64.0,72.0,9.3,7.6,1.68,6.8
0.0,290.0,304.0,40.5,100.0,4.8,311.7,62.0,65.0,11.3,7.9,1.27,6.2
0.0,289.2,305.7,21.7,71.2,4.1,315.7,63.0,70.0,10.4,7.9,2.13,7.4
0.0,289.1,307.0,18.3,67.7,5.1,301.4,72.0,72.0,9.5,8.0,2.38,8.3
0.0,289.7,306.5,21.6,71.9,4.8,312.5,69.0,72.0,9.2,8.0,2.22,7.9
0.0,288.6,302.6,28.0,75.9,3.8,310.6,59.0,70.0,9.4,8.1,1.65,6.4
0.0,288.0,297.6,46.7,90.3,4.5,296.8,57.0,63.0,10.9,8.4,0.88,5.0
0.0,288.3,299.6,40.5,88.0,5.5,284.0,64.0,62.0,11.6,8.6,1.1,5.6
0.0,287.4,302.0,31.6,86.6,3.8,306.1,54.0,63.0,11.8,8.7,1.42,5.9
0.0,288.3,306.3,20.0,72.9,3.2,305.3,54.0,67.0,10.8,8.8,2.2,6.7
0.0,289.7,310.5,11.7,58.2,3.6,304.7,61.0,71.0,9.4,8.7,3.13,8.1
0.0,290.8,309.3,10.3,48.0,3.4,302.9,62.0,73.0,8.1,8.6,3.14,7.8
0.0,290.4,307.9,14.0,55.2,3.2,302.6,60.0,74.0,7.6,8.5,2.76,7.3
0.0,289.5,308.2,19.5,73.5,3.5,298.6,60.0,73.0,7.9,8.5,2.45,7.2
0.0,290.1,308.6,18.4,67.9,3.9,295.6,64.0,73.0,7.9,8.4,2.58,7.6
0.0,289.6,308.1,19.1,69.9,4.4,287.5,68.0,73.0,8.0,8.3,2.47,7.7
