pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,290.4,303.4,41.7,96.2,2.9,339.4,32.0,39.0,14.8,14.6,1.2,6.1
0.0,290.6,305.0,39.8,100.0,2.8,302.9,31.0,38.0,14.9,14.6,1.32,5.9
0.0,290.9,304.4,40.3,96.0,2.7,337.6,31.0,39.0,14.7,14.6,1.31,6.2
0.0,291.0,302.9,44.6,95.5,2.7,333.2,30.0,39.0,14.7,14.6,1.12,5.9
0.0,290.1,304.1,40.3,99.1,2.8,335.6,31.0,39.0,14.8,14.6,1.25,6.1
0.0,289.7,303.4,43.1,100.0,2.5,326.8,29.0,38.0,15.1,14.7,1.1,5.7
0.0,289.7,305.5,36.9,100.0,2.6,335.9,30.0,39.0,15.0,14.7,1.41,6.3
0.0,290.9,308.7,28.9,92.3,2.3,334.5,31.0,41.0,14.2,14.6,2.01,6.8
0.0,290.6,302.4,46.2,98.1,3.5,331.5,34.0,38.0,14.6,14.6,1.03,5.9
0.0,290.6,303.6,43.8,100.0,2.6,332.0,30.0,38.0,14.9,14.7,1.13,5.9
0.0,292.0,304.8,42.2,95.4,2.4,328.8,29.0,39.0,14.8,14.7,1.3,6.0
0.0,292.6,308.1,33.8,91.7,2.3,318.1,30.0,41.0,14.1,14.6,1.83,6.4
0.0,292.6,310.0,29.7,91.2,2.2,328.9,31.0,42.0,13.5,14.5,2.15,6.8
0.0,289.9,307.0,36.3,100.0,2.9,330.9,33.0,41.0,14.0,14.5,1.49,6.5
0.0,288.3,305.9,35.9,100.0,2.7,335.4,32.0,40.0,14.3,14.5,1.38,6.2
0.0,287.8,305.1,35.0,100.0,2.7,338.5,32.0,40.0,14.6,14.5,1.38,6.2
0.0,287.8,305.4,32.9,100.0,2.0,337.6,29.0,40.0,14.7,14.5,1.48,6.0
0.0,287.7,303.5,37.4,100.0,2.6,339.4,31.0,39.0,14.9,14.6,1.23,5.9
0.0,287.6,304.7,34.9,100.0,2.3,337.2,29.0,39.0,15.0,14.6,1.35,5.9
0.0,290.2,304.1,38.9,96.0,2.2,288.5,28.0,38.0,14.8,14.6,1.32,5.4
0.0,290.7,308.8,29.3,95.5,2.5,315.6,31.0,41.0,14.3,14.6,1.98,6.6
0.0,291.1,309.5,26.4,89.1,1.9,319.1,30.0,43.0,13.5,14.4,2.21,6.4
0.0,290.9,309.0,28.5,93.4,2.0,318.0,30.0,43.0,13.3,14.4,2.05,6.3
0.0,291.3,308.2,30.4,91.9,2.0,314.6,30.0,43.0,13.1,14.3,1.93,6.2
0.0,291.1,307.5,33.2,96.1,3.6,313.6,38.0,43.0,13.4,14.2,1.74,6.8
0.0,290.2,302.9,47.4,100.0,4.1,252.8,37.0,39.0,14.3,14.3,0.96,5.0
0.0,290.0,304.1,40.5,100.0,3.3,313.3,34.0,40.0,14.8,14.4,1.24,5.9
0.0,290.8,303.9,41.0,95.7,2.6,310.6,31.0,40.0,14.7,14.4,1.26,5.7
0.0,290.9,305.3,40.1,100.0,2.6,306.6,31.0,39.0,15.0,14.5,1.33,5.8
0.3,292.3,305.1,40.4,92.4,3.3,256.5,33.0,38.0,14.7,14.5,1.41,5.5
