pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,288.1,307.0,22.9,85.3,4.4,358.5,54.0,65.0,8.4,9.6,2.08,8.2
0.0,293.0,310.0,14.9,55.8,3.6,360.6,52.0,68.0,7.6,9.5,3.09,8.9
0.0,292.1,311.6,12.6,56.9,2.8,360.2,48.0,70.0,7.0,9.4,3.35,8.5
0.0,291.8,310.1,15.3,60.8,3.2,355.7,51.0,70.0,6.8,9.2,2.99,8.5
0.0,291.2,311.9,10.2,53.6,4.1,363.7,59.0,73.0,6.3,9.0,3.48,9.9
0.0,292.4,314.1,12.9,63.9,3.7,357.4,56.0,73.0,6.3,8.8,3.67,9.7
0.0,290.3,308.7,20.5,75.5,4.2,356.0,57.0,71.0,6.9,8.8,2.46,8.6
0.0,289.6,308.8,17.9,71.7,4.2,360.9,57.0,71.0,7.1,8.7,2.57,8.8
0.0,286.6,305.9,19.2,77.2,3.8,358.7,54.0,70.0,7.6,8.7,2.1,7.9
0.0,286.2,310.1,15.9,85.9,2.9,357.7,48.0,69.0,8.2,8.8,2.63,8.0
0.0,293.4,313.1,12.7,57.3,2.8,352.4,49.0,72.0,7.4,8.6,3.62,8.6
0.0,291.5,309.7,16.7,64.4,4.2,314.3,57.0,71.0,7.2,8.6,2.84,8.7
0.0,288.7,302.8,27.3,75.5,3.8,284.2,51.0,68.0,7.8,8.6,1.68,6.4
0.0,292.3,304.2,23.8,59.8,2.9,345.5,47.0,70.0,7.6,8.5,2.12,7.1
0.0,285.0,301.2,30.5,93.8,4.0,347.2,51.0,65.0,9.2,8.6,1.3,6.4
0.0,283.8,298.9,32.1,92.7,4.0,350.6,50.0,63.0,10.4,8.8,1.12,6.0
0.0,283.8,305.5,15.4,76.9,3.4,355.0,50.0,67.0,9.7,8.8,2.12,7.5
0.0,288.0,308.2,13.5,63.2,3.8,353.1,54.0,69.0,8.7,8.8,2.67,8.5
0.0,290.4,309.7,13.6,59.7,3.6,347.6,54.0,71.0,7.9,8.7,2.96,8.6
0.0,287.5,305.7,19.9,74.6,4.1,344.7,55.0,69.0,8.0,8.7,2.1,7.8
0.0,287.0,301.8,29.2,83.2,4.4,346.0,54.0,66.0,8.8,8.7,1.47,6.9
0.0,288.1,307.8,19.2,78.2,3.3,340.9,50.0,68.0,8.8,8.7,2.33,7.6
0.0,294.3,311.6,14.4,54.9,4.0,335.1,57.0,71.0,7.9,8.5,3.39,9.2
0.0,293.5,309.5,18.1,60.3,4.8,333.6,62.0,71.0,7.5,8.4,2.88,9.3
0.0,290.7,309.6,14.4,60.6,4.4,338.7,60.0,73.0,7.1,8.4,2.92,9.1
0.0,283.2,306.2,13.8,76.6,5.1,341.9,65.0,72.0,7.5,8.4,2.23,8.7
0.0,285.3,299.6,27.1,77.2,4.4,345.6,56.0,68.0,8.1,8.5,1.37,6.6
0.0,282.5,297.6,35.0,100.0,3.6,341.5,47.0,63.0,10.3,8.7,0.95,5.4
0.0,286.8,300.6,30.0,80.5,3.8,342.5,49.0,63.0,10.3,8.7,1.39,6.4
0.0,288.2,302.7,30.7,84.6,3.9,342.1,49.0,63.0,10.6,8.8,1.51,6.7
