pr (mm),tmmn (K),tmmx (K),rmin (%),rmax (%),vs (m/s),srad (W/m2),bi (-),erc (-),fm100 (%),fm1000 (%),vpd (kPa),pet (mm)
0.0,278.0,291.5,39.2,94.8,2.3,135.7,21.0,22.0,17.6,20.9,0.6,1.8
0.0,275.6,287.2,41.6,89.4,6.5,129.4,34.0,22.0,17.0,20.7,0.46,2.3
0.0,275.2,284.8,27.5,54.7,7.1,145.7,41.0,27.0,14.3,20.4,0.62,3.1
0.0,275.1,286.6,22.5,52.6,8.4,138.3,49.0,31.0,12.4,19.8,0.72,3.7
0.0,275.3,288.4,34.8,84.5,6.6,124.0,41.0,30.0,12.9,19.5,0.57,2.8
0.0,274.7,293.7,33.1,100.0,7.3,146.2,43.0,29.0,14.6,19.3,0.67,3.3
0.0,274.9,292.9,25.9,90.2,5.7,151.4,39.0,30.0,14.7,19.1,0.82,3.5
0.0,275.2,292.1,25.1,82.0,7.1,152.1,45.0,32.0,14.0,18.5,0.82,3.8
0.0,279.9,289.5,24.6,48.9,10.8,155.9,62.0,35.0,12.0,18.1,0.9,4.9
0.0,280.8,296.0,15.6,48.3,9.5,155.5,62.0,39.0,10.4,17.7,1.37,6.4
0.0,281.2,297.0,17.0,53.5,9.1,156.5,62.0,41.0,9.5,17.3,1.39,6.3
0.0,277.9,296.4,19.9,73.4,7.4,156.1,55.0,41.0,9.7,16.9,1.17,5.1
0.0,276.2,291.9,29.1,85.1,3.2,159.8,34.0,40.0,10.9,16.6,0.76,2.6
0.0,275.8,292.5,30.4,94.4,3.7,162.3,35.0,38.0,12.5,16.5,0.74,2.7
0.0,277.6,291.8,33.1,85.6,2.6,117.6,29.0,37.0,12.9,16.2,0.71,2.2
0.0,281.1,292.2,39.7,80.8,3.5,98.4,33.0,36.0,12.9,16.1,0.7,2.4
0.0,279.4,293.3,21.0,56.7,8.4,170.4,59.0,42.0,11.4,15.9,1.07,5.1
0.0,275.8,292.4,19.2,64.5,4.8,171.0,45.0,44.0,10.5,15.6,0.97,3.8
0.0,275.5,292.7,20.7,71.2,4.0,173.6,41.0,45.0,10.3,15.4,0.94,3.4
0.0,276.7,292.8,24.1,74.4,2.9,160.6,35.0,45.0,10.4,15.0,0.9,2.9
0.0,278.7,296.2,20.3,69.6,4.7,167.3,46.0,47.0,10.1,14.6,1.18,4.3
0.0,277.8,296.7,21.2,79.0,4.3,175.5,45.0,47.0,10.4,14.3,1.15,4.1
0.0,277.3,290.9,38.8,94.8,2.0,167.0,29.0,42.0,12.4,14.4,0.58,2.1
0.0,277.4,296.4,18.3,71.0,8.2,180.5,63.0,46.0,11.4,14.3,1.2,5.7
0.0,279.6,298.3,16.0,61.8,7.8,181.7,63.0,49.0,10.3,14.1,1.44,6.3
0.0,277.2,297.1,21.1,84.2,2.7,172.9,36.0,47.0,10.9,14.0,1.15,3.3
0.0,279.0,299.2,20.3,81.8,3.2,186.7,39.0,48.0,11.1,13.8,1.33,4.0
0.0,279.3,295.7,32.1,94.8,2.5,175.3,33.0,44.0,12.6,13.8,0.87,2.8
0.0,280.7,292.2,36.1,73.7,3.7,180.2,38.0,44.0,12.1,13.6,0.8,3.1
0.0,281.0,289.9,26.9,47.8,9.1,211.5,68.0,49.0,10.7,13.3,0.94,5.0
