County,incident_acres_burned,incident_longitude,incident_latitude,incident_type,Date
fresno,54.0,-119.514348,36.991558,Wildfire,2024-06-07
riverside,14.0,-117.052745,33.487833,Wildfire,2024-06-07
merced,30.0,-120.834941,36.928296,Wildfire,2024-06-07
san bernardino,25.0,-117.451094,34.520882,Wildfire,2024-06-07
siskiyou,11.0,-122.520453,41.474683,Wildfire,2024-06-07
alameda,44.0,-121.702293,37.72154,Wildfire,2024-06-08
kern,903.0,-119.031458,35.64995,Wildfire,2024-06-08
san diego,110.0,-117.08492,32.84445,Wildfire,2024-06-08
san luis obispo,50.0,-120.772339,35.774138,Wildfire,2024-06-08
kern,50.0,-118.386667,35.346667,Wildfire,2024-06-09
contra costa,55.0,-121.91945,38.00994,Wildfire,2024-06-09
los angeles,41.0,-117.785551,34.51346,Wildfire,2024-06-09
tehama,25.0,-122.232365,40.111484,Wildfire,2024-06-10
yuba,23.0,-121.309465,39.133016,Wildfire,2024-06-10
calaveras,15.0,-120.79181,38.1179241,Wildfire,2024-06-10
siskiyou,28.0,-122.444022,41.900664,Wildfire,2024-06-10
alameda,23.0,-121.660326,37.719182,Wildfire,2024-06-11
tehama,17.0,-122.172379,40.354308,Wildfire,2024-06-11
san bernardino,472.0,-117.16739,34.72209,Wildfire,2024-06-11
riverside,64.0,-116.75466,33.91768,Wildfire,2024-06-11
fresno,10.0,-120.102025,36.074598,Wildfire,2024-06-11
los angeles,17.0,-118.09927,34.65729,Wildfire,2024-06-11
san bernardino,126.0,-117.188996,34.89273,Wildfire,2024-06-11
kern,214.0,-119.071667,35.506667,Wildfire,2024-06-11
san luis obispo,1410.0,-119.953932,35.293114,Wildfire,2024-06-12
sacramento,119.0,-121.17954,38.59179,Wildfire,2024-06-12
los angeles,30.0,-117.686469,34.498542,Wildfire,2024-06-12
san joaquin,20.0,-121.033739,38.177683,Wildfire,2024-06-13
lassen,22.0,-120.028888,39.879737,Wildfire,2024-06-13
kern,30.0,-119.53449,35.50256,Wildfire,2024-06-14
santa clara,19.0,-121.73844,37.28197,Wildfire,2024-06-15
los angeles,15563.0,-118.8521,34.79208,Wildfire,2024-06-15
ventura,15563.0,-118.8521,34.79208,Wildfire,2024-06-15
butte,1056.0,-121.518592,39.369439,Wildfire,2024-06-15
san benito,642.0,-120.986676,36.400976,Wildfire,2024-06-15
butte,18.0,-121.355159,39.548761,Wildfire,2024-06-15
madera,15.0,-119.673538,37.207647,Wildfire,2024-06-15
los angeles,300.0,-118.29017,34.73279,Wildfire,2024-06-15
san bernardino,1078.0,-117.28811,34.30769,Wildfire,2024-06-15
sacramento,877.0,-121.28408,38.52658,Wildfire,2024-06-16
riverside,890.0,-117.06443,33.943389,Wildfire,2024-06-16
sonoma,1207.0,-123.012253,38.705475,Wildfire,2024-06-16
imperial,30.0,-116.099983,32.655183,Wildfire,2024-06-16
san bernardino,13.0,-117.335667,34.369667,Wildfire,2024-06-16
merced,86.0,-120.635371,37.097775,Wildfire,2024-06-16
los angeles,338.0,-118.27108,34.67529,Wildfire,2024-06-16
shasta,45.0,-122.23967,40.72052,Wildfire,2024-06-16
riverside,13.0,-116.583039,33.984079,Wildfire,2024-06-16
riverside,126.0,-116.569117,33.847642,Wildfire,2024-06-17
riverside,33.0,-120.383187,36.996139,Wildfire,2024-06-17
madera,13.0,-120.056215,37.010829,Wildfire,2024-06-17
colusa,19195.0,-122.46934,39.31646,Wildfire,2024-06-17
tulare,81.0,-118.946399,35.942249,Wildfire,2024-06-17
monterey,15.0,-121.855352,36.311477,Wildfire,2024-06-17
sacramento,585.0,-121.24438,38.54166,Wildfire,2024-06-17
calaveras,5285.0,-120.684174,38.031684,Wildfire,2024-06-17
merced,12.0,-120.968478,37.15858,Wildfire,2024-06-17
tuolumne,51.0,-120.50804,37.843349,Wildfire,2024-06-18
kern,528.0,-119.462711,35.32752,Wildfire,2024-06-19
lake,38.0,-122.984408,39.118221,Wildfire,2024-06-19
kern,123.0,-118.878444,35.382,Wildfire,2024-06-19
merced,25.0,-120.653749,36.960029,Wildfire,2024-06-19
tulare,137.0,-118.828001,36.016118,Wildfire,2024-06-19
solano,20.0,-122.234173,38.220139,Wildfire,2024-06-20
yuba,13.0,-121.303342,39.458459,Wildfire,2024-06-20
placer,15.0,-121.392475,38.728881,Wildfire,2024-06-20
merced,58.0,-121.057483,37.060845,Wildfire,2024-06-21
madera,11.0,-119.791537,37.313117,Wildfire,2024-06-21
kern,546.0,-119.96709,35.60366,Wildfire,2024-06-21
monterey,10.0,-120.835545,35.87405,Wildfire,2024-06-21
madera,213.0,-119.91267,37.154953,Wildfire,2024-06-22
san diego,137.0,-116.894511,32.58748,Wildfire,2024-06-22
fresno,90.0,-119.419517,36.91237,Wildfire,2024-06-22
san bernardino,70.0,-114.61131,34.85092,Wildfire,2024-06-22
tulare,2.0,-119.090599,36.274399,Wildfire,2024-06-22
riverside,13.0,-116.927015,33.653953,Wildfire,2024-06-23
kern,133.0,-118.137537,34.974609,Wildfire,2024-06-24
riverside,12.0,-117.55522,33.89433,Wildfire,2024-06-24
fresno,142.0,-119.35579,36.68179,Wildfire,2024-06-24
mariposa,52.0,-120.00789,37.42087,Wildfire,2024-06-24
tuolumne,12.0,-120.656478,37.814796,Wildfire,2024-06-24
placer,438.0,-121.3909,38.82437,Wildfire,2024-06-24
san joaquin,215.0,-120.956888,38.029246,Wildfire,2024-06-24
butte,691.0,-121.482631,39.418598,Wildfire,2024-06-24
mariposa,19.0,-120.171776,37.557104,Wildfire,2024-06-24
kern,110.0,-119.956633,35.61181,Wildfire,2024-06-25
sonoma,11.0,-123.019703,38.845861,Wildfire,2024-06-25
fresno,10616.0,-119.345863,36.78113,Wildfire,2024-06-24
fresno,12.0,-119.3226,36.631882,Wildfire,2024-06-25
kern,300.0,-118.93111,35.48989,Wildfire,2024-06-25
stanislaus,54.0,-120.596351,37.732422,Wildfire,2024-06-25
alameda,20.0,-121.596245,37.744764,Wildfire,2024-06-26
fresno,14023.0,-119.110336,36.868064,Wildfire,2024-06-26
los angeles,356.0,-118.325308,34.72313,Wildfire,2024-06-26
modoc,890.0,-121.239191,41.884414,Wildfire,2024-06-26
contra costa,250.0,-121.777999,37.933129,Wildfire,2024-06-26
san joaquin,210.0,-121.457333,37.672148,Wildfire,2024-06-27
shasta,85.0,-122.544406,40.477613,Wildfire,2024-06-27
butte,36.0,-121.533535,39.5281902,Wildfire,2024-06-27
mono,2160.0,-118.49,38.000167,Wildfire,2024-06-28
tehama,100.0,-121.994709,40.402809,Wildfire,2024-06-28
calaveras,27.0,-120.80076,38.197384,Wildfire,2024-06-28
tuolumne,528.0,-119.985167,38.163167,Wildfire,2024-06-24
stanislaus,41.0,-121.36663,37.422757,Wildfire,2024-06-28
san luis obispo,202.0,-120.202099,35.782724,Wildfire,2024-06-28
fresno,11.0,-119.50857,37.06783,Wildfire,2024-06-28
monterey,255.0,-121.08223,36.21923,Wildfire,2024-06-28
riverside,344.0,-117.061943,33.94343,Wildfire,2024-06-29
alameda,5.0,-121.5458,37.520283,Wildfire,2024-06-29
el dorado,16.0,-120.930485,38.895723,Wildfire,2024-06-29
kern,471.0,-117.74823,35.486517,Wildfire,2024-06-29
los angeles,22.0,-118.64093,34.45733,Wildfire,2024-06-30
san bernardino,400.0,-117.43441,34.04119,Wildfire,2024-06-30
san luis obispo,30.0,-119.95363,35.279739,Wildfire,2024-06-30
stanislaus,80.0,-121.335653,37.438803,Wildfire,2024-06-30
san diego,43.0,-116.47191,32.717444,Wildfire,2024-07-01
kern,15.0,-117.977028,35.434012,Wildfire,2024-07-01
san diego,1595.0,-116.231794,32.660837,Wildfire,2024-07-01
los angeles,35.0,-117.834801,34.432003,Wildfire,2024-07-01
lassen,10.0,-120.52602,40.408993,Wildfire,2024-07-01
napa,41.0,-122.585297,38.63744,Wildfire,2024-07-02
butte,3789.0,-121.5467,39.53793,Wildfire,2024-07-02
shasta,19.0,-122.760479,40.386141,Wildfire,2024-07-02
solano,25.0,-121.91466,38.242509,Wildfire,2024-07-02
san diego,23.0,-116.616755,32.582559,Wildfire,2024-07-02
san benito,1295.0,-121.22114,36.65921,Wildfire,2024-07-02
el dorado,51.0,-120.774929,38.63826,Wildfire,2024-07-02
kern,13.0,-117.899544,35.608374,Wildfire,2024-07-02
riverside,18.0,-117.264072,33.79682,Wildfire,2024-07-02
kern,200.0,-118.750959,35.470889,Wildfire,2024-07-02
ventura,133.0,-118.742209,34.294625,Wildfire,2024-07-03
kern,1310.0,-119.9569496,35.612809,Wildfire,2024-07-03
kern,60.0,-118.816667,35.633333,Wildfire,2024-07-03
siskiyou,15520.0,-123.057551,41.465297,Wildfire,2024-07-03
kern,830.0,-118.3970832,35.10995,Wildfire,2024-07-03
lake,16.0,-122.607362,38.91033,Wildfire,2024-07-03
placer,23.0,-121.392532,38.736113,Wildfire,2024-07-03
shasta,98.0,-122.415486,40.439362,Wildfire,2024-07-03
fresno,11.0,-120.757128,36.786172,Wildfire,2024-07-03
butte,10.0,-121.507399,39.43511,Wildfire,2024-07-03
sacramento,11.0,-121.161253,38.493205,Wildfire,2024-07-03
los angeles,80.0,-118.1935,34.573279,Wildfire,2024-07-03
stanislaus,323.0,-121.23728,37.46973,Wildfire,2024-07-04
riverside,17.0,-117.23049,33.72325,Wildfire,2024-07-04
tehama,32.0,-122.30328,40.2003,Wildfire,2024-07-04
kern,75.0,-119.2071,35.25322,Wildfire,2024-07-04
sacramento,18.0,-121.074404,38.483838,Wildfire,2024-07-04
mariposa,908.0,-119.9771,37.50959,Wildfire,2024-07-04
riverside,65.0,-117.191529,33.928252,Wildfire,2024-07-04
san bernardino,5.0,-117.5124,34.50711,Wildfire,2024-07-04
butte,8.0,-121.35037,39.54992,Wildfire,2024-07-04
madera,10.0,-120.206748,37.09824,Wildfire,2024-07-04
madera,10.0,-120.032252,36.974414,Wildfire,2024-07-04
merced,14.0,-120.460411,37.396908,Wildfire,2024-07-05
shasta,57.0,-122.04948,40.494374,Wildfire,2024-07-05
riverside,71.0,-117.113903,33.757944,Wildfire,2024-07-05
kings,60.0,-120.05765,35.82553,Wildfire,2024-07-05
santa barbara,38664.0,-120.044833,34.785,Wildfire,2024-07-05
los angeles,77.0,-118.506107,34.4792756,Wildfire,2024-07-05
ventura,14.0,-118.853661,34.173631,Wildfire,2024-07-05
tehama,19.0,-122.539089,40.200879,Wildfire,2024-07-05
sonoma,11.0,-122.907373,38.742834,Wildfire,2024-07-06
el dorado,77.0,-120.7549,38.7231,Wildfire,2024-07-06
san bernardino,75.0,-117.131163,34.5444065,Wildfire,2024-07-06
san bernardino,419.0,-117.03341,34.45196,Wildfire,2024-07-06
riverside,49.0,-117.3048,33.964275,Wildfire,2024-07-06
mariposa,55.0,-120.325444,37.7133123,Wildfire,2024-07-06
ventura,14.0,-118.90918,34.19518,Wildfire,2024-07-06
san bernardino,150.0,-114.276308,34.169517,Wildfire,2024-07-06
san bernardino,2936.0,-117.606101,34.292101,Wildfire,2024-07-07
riverside,11.0,-117.293584,33.788907,Wildfire,2024-07-07
modoc,4685.0,-120.503588,41.256864,Wildfire,2024-07-07
placer,215.0,-120.4168,39.2393,Wildfire,2024-07-07
merced,10.0,-120.998125,37.081199,Wildfire,2024-07-07
alameda,27.0,-121.696665,37.66504,Wildfire,2024-07-08
tulare,31.0,-119.242623,36.640352,Wildfire,2024-07-08
mendocino,98.0,-123.38746,39.970543,Wildfire,2024-07-08
siskiyou,411.0,-122.392257,41.884429,Wildfire,2024-07-08
san luis obispo,53.0,-120.645939,35.591462,Wildfire,2024-07-08
kern,60.0,-118.651434,35.273067,Wildfire,2024-07-08
tulare,509.0,-118.801528,36.026333,Wildfire,2024-07-09
santa clara,20.0,-121.736403,37.201128,Wildfire,2024-07-09
los angeles,35.0,-118.023431,34.7192091,Wildfire,2024-07-09
san benito,93.0,-120.8765,36.6067,Wildfire,2024-07-09
los angeles,20.0,-118.3211,34.60698,Wildfire,2024-07-10
los angeles,87.0,-118.3404,34.43725,Wildfire,2024-07-10
humboldt,85.0,-123.7729,40.11416,Wildfire,2024-07-10
kern,277.0,-118.783698,34.400099,Wildfire,2024-07-09
lassen,21.0,-120.03505,39.803617,Wildfire,2024-07-10
butte,130.0,-121.49395,39.40436,Wildfire,2024-07-11
san diego,10.0,-116.165773,32.636552,Wildfire,2024-07-11
riverside,50.0,-116.87638,33.95319,Wildfire,2024-07-12
monterey,29.0,-120.433304,35.9001968,Wildfire,2024-07-12
placer,260.0,-121.332377,38.8364594,Wildfire,2024-07-12
riverside,101.0,-117.02173,33.485557,Wildfire,2024-07-12
merced,20.0,-120.595644,37.112938,Wildfire,2024-07-12
kern,50.0,-119.242617,35.2928626,Wildfire,2024-07-12
kern,12703.0,-119.695667,35.199333,Wildfire,2024-07-13
san luis obispo,12703.0,-119.695667,35.199333,Wildfire,2024-07-13
san luis obispo,161.0,-119.531779,35.009077,Wildfire,2024-07-13
kern,5646.0,-118.533425,34.963024,Wildfire,2024-07-13
kern,33026.0,-118.311422,35.986772,Wildfire,2024-07-13
tulare,33026.0,-118.311422,35.986772,Wildfire,2024-07-13
los angeles,50.0,-118.253976,34.67478,Wildfire,2024-07-13
kern,9950.0,-118.746636,35.10343,Wildfire,2024-07-13
tulare,47.0,-118.429923,35.9273945,Wildfire,2024-07-13
lassen,42.0,-121.179979,40.9067636,Wildfire,2024-07-13
lassen,1025.0,-121.160755,40.90368,Wildfire,2024-07-13
inyo,51.0,-118.057587,36.576457,Wildfire,2024-07-13
mendocino,10.0,-123.15297,39.041985,Wildfire,2024-07-14
monterey,11.0,-120.278024,35.856649,Wildfire,2024-07-14
kern,77.0,-118.40739,35.56702,Wildfire,2024-07-14
siskiyou,109.0,-122.353169,41.765149,Wildfire,2024-07-14
trinity,22.0,-123.362,40.3464,Wildfire,2024-07-14
kern,4032.0,-119.669093,35.636093,Wildfire,2024-07-14
kern,10.0,-119.76107,35.6453,Wildfire,2024-07-14
siskiyou,101.0,-122.516407,41.787938,Wildfire,2024-07-15
kern,348.0,-119.779871,35.784624,Wildfire,2024-07-15
modoc,298.0,-121.369,41.7975,Wildfire,2024-07-15
lake,8.0,-122.684661,38.979194,Wildfire,2024-07-15
humboldt,7224.0,-123.63975,40.7721611,Wildfire,2024-07-16
trinity,7224.0,-123.63975,40.7721611,Wildfire,2024-07-16
kern,175.0,-118.257558,34.92221,Wildfire,2024-07-16
siskiyou,35.0,-122.90457,42.0083,Wildfire,2024-07-16
fresno,258.0,-118.663333,36.759833,Wildfire,2024-07-14
san diego,14.0,-116.803223,32.773489,Wildfire,2024-07-17
tulare,142.0,-119.0507,35.96289,Wildfire,2024-07-18
fresno,16.0,-120.267799,36.29538,Wildfire,2024-07-18
fresno,43.0,-120.211458,36.29802,Wildfire,2024-07-18
san benito,37.0,-120.876583,36.606754,Wildfire,2024-07-19
san joaquin,104.0,-121.0869519,38.2391935,Wildfire,2024-07-19
los angeles,272.0,-118.063529,34.5938959,Wildfire,2024-07-19
san bernardino,10.0,-117.139626,34.083439,Wildfire,2024-07-19
los angeles,301.0,-117.76113,34.239686,Wildfire,2024-07-19
los angeles,43.0,-118.30239,34.23514,Wildfire,2024-07-19
placer,9.0,-121.156605,38.8807773,Wildfire,2024-07-19
madera,11.0,-119.6859,37.3137,Wildfire,2024-07-19
colusa,2756.0,-122.457217,39.0329124,Wildfire,2024-07-20
lake,2756.0,-122.457217,39.0329124,Wildfire,2024-07-20
riverside,125.0,-117.461546,33.847742,Wildfire,2024-07-20
mendocino,6.0,-123.344954,39.635533,Wildfire,2024-07-20
calaveras,203.0,-120.852597,38.031044,Wildfire,2024-07-20
monterey,80.0,-120.777302,36.1933173,Wildfire,2024-07-20
riverside,1710.0,-117.502905,33.824352,Wildfire,2024-07-21
riverside,527.0,-117.3727011,33.9278521,Wildfire,2024-07-21
stanislaus,15.0,-121.24303,37.47012,Wildfire,2024-07-21
santa barbara,70.0,-119.782853,34.9842984,Wildfire,2024-07-21
riverside,58.0,-117.32122,33.999524,Wildfire,2024-07-22
kings,32.0,-120.154889,35.960403,Wildfire,2024-07-22
plumas,3007.0,-120.535158,39.726014,Wildfire,2024-07-22
modoc,396.0,-120.519727,41.80078,Wildfire,2024-07-22
riverside,15.0,-117.112942,33.757839,Wildfire,2024-07-22
calaveras,71.0,-120.656662,38.2856696,Wildfire,2024-07-23
san diego,12.0,-116.568589,32.59738,Wildfire,2024-07-23
madera,49.0,-119.65963,37.152487,Wildfire,2024-07-23
monterey,1100.0,-121.199629,36.3404047,Wildfire,2024-07-23
merced,96.0,-120.541611,37.430142,Wildfire,2024-07-23
mono,292.0,-119.074167,38.300167,Wildfire,2024-07-23
siskiyou,10.0,-122.369802,41.673939,Wildfire,2024-07-23
san benito,19.0,-120.802733,36.362544,Wildfire,2024-07-23
madera,10.0,-120.074549,37.081853,Wildfire,2024-07-23
san diego,863.0,-116.741601,33.409448,Wildfire,2024-07-24
mariposa,50.0,-120.046081,37.51019,Wildfire,2024-07-24
tehama,59.0,-122.283667,40.356228,Wildfire,2024-07-24
butte,429603.0,-121.76168,39.7789,Wildfire,2024-07-24
tehama,429603.0,-121.76168,39.7789,Wildfire,2024-07-24
modoc,13.0,-121.304529,41.742143,Wildfire,2024-07-24
lassen,26.0,-120.0485,40.914833,Wildfire,2024-07-23
sonoma,36.0,-122.768983,38.590922,Wildfire,2024-07-24
butte,40.0,-121.680996,39.638817,Wildfire,2024-07-24
tulare,19.0,-118.934596,35.99271,Wildfire,2024-07-25
lake,151.0,-122.87667,39.140133,Wildfire,2024-07-25
san bernardino,17.0,-117.26745,34.042687,Wildfire,2024-07-25
riverside,145.0,-117.383235,33.656742,Wildfire,2024-07-25
alameda,389.0,-121.69605,37.724532,Wildfire,2024-07-25
los angeles,10.0,-118.245656,34.50523,Wildfire,2024-07-26
san joaquin,20.0,-121.4764,37.7146,Wildfire,2024-07-26
alameda,744.0,-121.830534,37.515462,Wildfire,2024-07-26
fresno,20.0,-119.601794,36.573716,Wildfire,2024-07-26
calaveras,12.0,-120.802822,38.222987,Wildfire,2024-07-27
mendocino,12.0,-123.590238,39.418982,Wildfire,2024-07-27
riverside,21.0,-117.204108,33.856642,Wildfire,2024-07-27
riverside,68.0,-117.257982,33.826534,Wildfire,2024-07-27
riverside,65.0,-117.393766,33.731572,Wildfire,2024-07-28
san diego,61.0,-116.699961,32.576716,Wildfire,2024-07-28
fresno,47.0,-118.61484,36.98268,Wildfire,2024-07-25
humboldt,13.0,-124.362017,40.368506,Wildfire,2024-07-28
riverside,5222.0,-116.7805,33.4773,Wildfire,2024-07-29
tehama,9.0,-122.404759,40.002008,Wildfire,2024-07-29
riverside,11.0,-116.782856,33.910649,Wildfire,2024-07-29
san diego,300.0,-116.6961,32.5736,Wildfire,2024-07-30
fresno,46.0,-119.394,37.1336,Wildfire,2024-07-29
mariposa,3815.0,-120.31848,37.689773,Wildfire,2024-07-30
tuolumne,3815.0,-120.31848,37.689773,Wildfire,2024-07-30
modoc,31.0,-120.341894,41.842269,Wildfire,2024-07-17
san luis obispo,11.0,-120.561774,35.7205881,Wildfire,2024-07-30
kern,59288.0,-118.6836,35.515,Wildfire,2024-07-24
san bernardino,300.0,-117.172494,34.413261,Wildfire,2024-07-30
fresno,12145.0,-118.738174,36.850037,Wildfire,2024-07-16
merced,15.0,-121.213195,37.068124,Wildfire,2024-07-31
riverside,72.0,-117.166941,33.582198,Wildfire,2024-08-02
merced,22.0,-120.507495,37.353634,Wildfire,2024-08-03
los angeles,75.0,-118.475521,34.172602,Wildfire,2024-08-03
riverside,12.0,-117.318087,33.671261,Wildfire,2024-08-04
kern,500.0,-117.970987,35.633966,Wildfire,2024-08-04
shasta,12.0,-122.176593,40.393586,Wildfire,2024-08-05
humboldt,14.0,-123.807764,40.08453,Wildfire,2024-08-05
tuolumne,310.0,-119.704567,37.862367,Wildfire,2024-08-04
san bernardino,54.0,-117.3043742,34.1516679,Wildfire,2024-08-05
calaveras,10.0,-120.833961,38.217239,Wildfire,2024-08-07
el dorado,41.0,-121.020844,38.7027118,Wildfire,2024-08-07
butte,10.0,-121.35725,39.46018,Wildfire,2024-08-07
tuolumne,30.0,-119.615283,37.9043,Wildfire,2024-08-04
madera,55.0,-120.291882,36.954837,Wildfire,2024-08-08
tuolumne,80.0,-120.21464,37.978113,Wildfire,2024-08-08
humboldt,12967.0,-123.5113,41.2522,Wildfire,2024-08-09
solano,60.0,-122.0501,38.3073,Wildfire,2024-08-09
kern,60.0,-118.364146,35.0307313,Wildfire,2024-08-09
riverside,63.0,-117.282555,33.822694,Wildfire,2024-08-10
calaveras,21.0,-120.427903,38.324942,Wildfire,2024-08-10
shasta,110.0,-122.449341,40.581893,Wildfire,2024-08-10
kern,427.0,-118.419612,35.33324,Wildfire,2024-08-10
riverside,11.0,-117.292525,33.640118,Wildfire,2024-08-10
sacramento,108.0,-121.054386,38.427179,Wildfire,2024-08-11
kern,329.0,-118.3419912,35.0200352,Wildfire,2024-08-12
stanislaus,11.0,-121.23737,37.471329,Wildfire,2024-08-12
lake,68.0,-122.509941,39.07015,Wildfire,2024-08-12
san diego,20.0,-116.927749,32.717599,Wildfire,2024-08-12
marin,18.0,-122.562044,38.043415,Wildfire,2024-08-13
tuolumne,9130.0,-119.991667,38.06095,Wildfire,2023-09-09
san diego,60.0,-117.368598,33.3073021,Wildfire,2024-08-13
los angeles,15.0,-117.8406047,34.284624,Wildfire,2024-08-13
tulare,14104.0,-118.768,36.38857,Wildfire,2024-08-03
merced,17.0,-120.32559,37.181034,Wildfire,2024-08-13
contra costa,25.0,-121.604861,37.809344,Wildfire,2024-08-14
riverside,13.0,-116.650391,33.922735,Wildfire,2024-08-14
mariposa,103.0,-120.313718,37.630738,Wildfire,2024-08-15
merced,85.0,-120.238125,37.349442,Wildfire,2024-08-15
san bernardino,65.0,-117.463332,34.475777,Wildfire,2024-08-16
kern,269.0,-118.8709169,35.4189737,Wildfire,2024-08-16
san luis obispo,88.0,-120.901571,35.578845,Wildfire,2024-08-17
butte,23.0,-121.561366,39.468991,Wildfire,2024-08-17
madera,172.0,-119.792619,36.909429,Wildfire,2024-08-18
alameda,16.0,-121.585729,37.740555,Wildfire,2024-08-19
san joaquin,16.0,-121.585729,37.740555,Wildfire,2024-08-19
monterey,22.0,-121.038125,35.8378,Wildfire,2024-08-19
alameda,16.0,-121.740217,37.665174,Wildfire,2024-08-19
alameda,6.0,-121.6971111,37.7055278,Wildfire,2024-08-19
solano,60.0,-121.8572856,38.193824,Wildfire,2024-08-19
santa clara,33.0,-121.7338333,37.333444,Wildfire,2024-08-19
san luis obispo,15.0,-120.644048,35.275553,Wildfire,2024-08-20
san luis obispo,9.0,-120.582252,35.704967,Wildfire,2024-08-20
santa barbara,25.0,-120.195855,34.5337178,Wildfire,2024-08-20
riverside,10.0,-117.08414,33.71271,Wildfire,2024-08-20
solano,11.0,-122.171501,38.252807,Wildfire,2024-08-21
merced,15.0,-120.959582,37.372385,Wildfire,2024-08-21
los angeles,25.0,-118.288398,34.29046,Wildfire,2024-08-21
calaveras,16.0,-120.828003,38.190649,Wildfire,2024-08-21
riverside,34.0,-117.49379,33.9689911,Wildfire,2024-08-22
riverside,33.0,-116.869456,33.9009,Wildfire,2024-08-22
sacramento,45.0,-121.251908,38.3809,Wildfire,2024-08-22
placer,12.0,-121.312694,39.037213,Wildfire,2024-08-23
tulare,27.0,-119.053499,35.805079,Wildfire,2024-08-23
santa barbara,86.0,-120.064,34.506,Wildfire,2024-08-23
los angeles,11.0,-118.7548048,34.6592518,Wildfire,2024-08-23
riverside,86.0,-116.846198,33.928939,Wildfire,2024-08-23
san diego,27.0,-116.92502,32.675679,Wildfire,2024-08-23
fresno,17.0,-120.360998,36.730979,Wildfire,2024-08-24
san bernardino,76.0,-117.340037,34.318425,Fire,2024-08-24
san bernardino,23.0,-117.204094,34.701134,Wildfire,2024-08-24
riverside,130.0,-117.403313,33.583553,Wildfire,2024-08-25
mariposa,12.0,-119.416517,37.756167,Wildfire,2024-08-03
merced,22.0,-121.033398,37.115241,Wildfire,2024-08-25
riverside,16.0,-116.9496357,33.7580149,Wildfire,2024-08-25
sacramento,42.0,-121.297565,38.496413,Fire,2024-08-26
sacramento,38.0,-121.279094,38.524067,Wildfire,2024-08-26
san bernardino,22.0,-117.077204,34.452109,Wildfire,2024-08-27
kern,78.0,-118.958785,35.5497,Wildfire,2024-08-27
san bernardino,15.0,-117.559695,34.4045559,Wildfire,2024-08-27
san diego,18.0,-117.0764,33.2902,Wildfire,2024-08-28
sonoma,19.0,-122.520366,38.233952,Wildfire,2024-08-28
calaveras,12.0,-120.499717,38.361834,Wildfire,2024-08-28
kern,88.0,-118.426716,35.694044,Wildfire,2024-08-29
sonoma,33.0,-122.743925,38.264246,Wildfire,2024-08-29
alameda,16.0,-121.71679,37.777334,Wildfire,2024-08-29
tehama,45.0,-122.560451,39.993914,Wildfire,2024-08-31
riverside,22.0,-117.112489,33.758036,Wildfire,2024-08-31
los angeles,3.0,-117.856102,34.25914,Wildfire,2024-08-31
san luis obispo,11.0,-120.533933,35.655361,Wildfire,2024-08-31
contra costa,20.0,-121.632921,37.838349,Wildfire,2024-08-31
solano,48.0,-122.156703,38.207676,Wildfire,2024-09-01
riverside,517.0,-116.9476,33.8126,Wildfire,2024-09-01
monterey,91.0,-121.129602,36.015369,Wildfire,2024-09-01
sierra,3323.0,-120.21859,39.596704,Wildfire,2024-09-02
butte,59.0,-121.69988,39.73984,Wildfire,2024-09-02
los angeles,40.0,-117.953154,34.122607,Wildfire,2024-09-02
madera,40.0,-120.310758,37.083449,Wildfire,2024-09-02
san luis obispo,14.0,-120.623763,35.313339,Wildfire,2024-09-03
fresno,17000.0,-120.58848,36.12175,Wildfire,2024-09-03
kern,41.0,-118.248827,34.876586,Wildfire,2024-09-03
riverside,18.0,-116.651385,33.472372,Wildfire,2024-09-04
riverside,264.0,-117.297767,33.773143,Wildfire,2024-09-04
merced,10.0,-120.750881,37.055082,Wildfire,2024-09-05
fresno,502.0,-120.24039,36.13751,Wildfire,2024-09-05
san bernardino,43978.0,-117.154705,34.121119,Wildfire,2024-09-05
mendocino,18.0,-123.186117,39.351831,Wildfire,2024-09-06
riverside,15.0,-116.738699,33.758174,Wildfire,2024-09-06
san diego,25.0,-117.40342,33.44756,Wildfire,2024-09-06
placer,752.0,-120.952668,39.089369,Wildfire,2024-07-20
san diego,40.0,-116.357286,32.700797,Wildfire,2024-09-07
san diego,1000.0,-117.3623,33.4088,Wildfire,2024-09-07
humboldt,25.0,-123.6761,41.1088,Wildfire,2024-09-07
fresno,314.0,-120.30277,36.639321,Wildfire,2024-09-07
lake,81.0,-122.61065,38.92934,Wildfire,2024-09-08
los angeles,56030.0,-117.7625,34.2396,Wildfire,2024-09-08
san bernardino,56030.0,-117.7625,34.2396,Wildfire,2024-09-08
el dorado,1960.0,-120.6975,38.82889,Wildfire,2024-09-09
san diego,20.0,-117.135771,33.353446,Wildfire,2024-09-08
amador,63.0,-120.814317,38.361232,Wildfire,2024-09-09
orange,23526.0,-117.566221,33.6676762,Wildfire,2024-09-09
riverside,23526.0,-117.566221,33.6676762,Wildfire,2024-09-09
riverside,54.0,-116.91162,33.917991,Wildfire,2024-09-09
kern,48.0,-118.62193,35.2659,Wildfire,2024-09-09
los angeles,800.0,-118.53335,34.77011,Wildfire,2024-09-10
riverside,20.0,-116.30113,33.803944,Wildfire,2024-09-10
alameda,22.0,-121.6060708,37.7952949,Wildfire,2024-09-10
contra costa,62.0,-121.997014,38.0115396,Wildfire,2024-09-11
los angeles,30.0,-118.045033,34.50295,Wildfire,2024-09-11
tulare,18.0,-119.536893,35.863675,Wildfire,2024-09-11
