County,Date,Year,Month,Day,incident_acres_burned,log_acres_burned,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Max Rel Hum (%),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F),No_Drought,D0,D1,D2,D3,D4,Drought_Score,Drought_D3_D4,Any_Drought,Temp_Range,Avg_Temp,Is_Fire_Season,Season,Fire_Impact_Per_Capita,Max_Air_Temp_mean_7d,Max_Air_Temp_max_7d,Min_Air_Temp_mean_7d,Min_Air_Temp_min_7d,Precip_sum_7d,Precip_max_7d,Avg_Wind_Speed_mean_7d,Avg_Wind_Speed_max_7d,Max_Rel_Hum_mean_7d,Max_Rel_Hum_min_7d,Sol_Rad_mean_7d,Avg_Vap_Pres_mean_7d,ETo_sum_7d,Avg_Soil_Temp_mean_7d,Wind_Run_sum_7d,Population,Density,Land Area (mi)
tuolumne,2024-08-04,2024,8,4,310.0,5.739792912179234,0.28,0.0,627.0,9.8,96.7,66.4,45.0,3.4,81.7,77.9,72.93,27.07,0.0,0.0,0.0,0.0,27.07,0.0,27.069999999999993,30.299999999999997,81.55000000000001,1,Summer,0.005759833522231099,91.4857142857143,97.8,60.285714285714285,50.6,0.0,0.0,3.3000000000000003,3.5,67.14285714285714,52.0,595.1428571428571,12.0,1.67,76.82857142857142,553.9,53821.0,24.232778027915355,2221.0
tuolumne,2024-08-04,2024,8,4,30.0,3.4339872044851463,0.28,0.0,627.0,9.8,96.7,66.4,45.0,3.4,81.7,77.9,72.93,27.07,0.0,0.0,0.0,0.0,27.07,0.0,27.069999999999993,30.299999999999997,81.55000000000001,1,Summer,0.0005574032440868806,91.4857142857143,97.8,60.285714285714285,50.6,0.0,0.0,3.3000000000000003,3.5,67.14285714285714,52.0,595.1428571428571,12.0,1.67,76.82857142857142,553.9,53821.0,24.232778027915355,2221.0
humboldt,2024-08-05,2024,8,5,14.0,2.70805020110221,0.05,0.02,194.0,11.6,61.2,56.7,74.0,1.0,24.5,65.3,95.01,4.99,0.0,0.0,0.0,0.0,4.99,0.0,4.989999999999995,4.5,58.95,1,Summer,0.0001052425841564807,66.42857142857143,69.9,56.2,54.7,0.5300000000000005,0.49,2.842857142857143,4.3,73.42857142857143,71.0,418.0,12.37142857142857,0.9199999999999999,66.61428571428571,480.20000000000005,133026.0,37.283071748878925,3568.0
san bernardino,2024-08-05,2024,8,5,54.0,4.007333185232471,0.33,0.0,667.0,10.9,102.0,68.8,45.0,6.0,144.5,73.0,93.39,6.61,0.0,0.0,0.0,0.0,6.61,0.0,6.609999999999999,33.2,85.4,1,Summer,2.4586648357202112e-05,96.11428571428573,101.4,64.01428571428572,57.1,0.08999999999999977,0.06,5.1428571428571415,6.9,46.857142857142854,41.0,626.1428571428571,10.142857142857142,1.98,71.41428571428573,862.9999999999995,2196314.0,109.44359178792106,20068.0
shasta,2024-08-05,2024,8,5,12.0,2.5649493574615367,0.27,0.0,672.0,11.4,90.3,49.5,87.0,5.0,119.4,68.4,13.87,86.13,0.0,0.0,0.0,0.0,86.13,0.0,86.13,40.8,69.9,1,Summer,6.674267916237938e-05,87.64285714285714,93.7,51.62857142857143,47.1,0.0,0.0,4.1,5.1,87.57142857142857,85.0,565.4285714285714,13.685714285714285,1.56,68.94285714285715,688.3,179795.0,47.61520127118644,3776.0
butte,2024-08-07,2024,8,7,10.0,2.3978952727983707,0.22,0.0,539.0,16.6,99.8,58.3,93.0,2.2,51.8,76.3,97.03,2.97,0.0,0.0,0.0,0.0,2.97,0.0,2.969999999999999,41.5,79.05,1,Summer,4.831501389056649e-05,96.87142857142858,98.7,62.74285714285714,56.4,0.0,0.0,2.042857142857143,2.4,90.85714285714286,85.0,506.7142857142857,19.057142857142857,1.34,76.57142857142857,340.2,206975.0,126.51283618581908,1636.0
calaveras,2024-08-07,2024,8,7,10.0,2.3978952727983707,0.29,0.0,621.0,7.9,100.2,69.7,32.0,3.6,86.9,77.7,84.05,15.95,0.0,0.0,0.0,0.0,15.95,0.0,15.950000000000003,30.5,84.95,1,Summer,0.00021471207111263795,96.12857142857145,100.1,65.65714285714286,59.0,0.0,0.0,3.3285714285714287,3.6,53.714285714285715,44.0,586.5714285714286,11.22857142857143,1.79,77.41428571428571,560.2,46574.0,45.66078431372549,1020.0
el dorado,2024-08-07,2024,8,7,41.0,3.7376696182833684,0.34,0.0,625.0,8.7,103.2,78.7,29.0,6.6,158.5,77.0,19.41,80.59,0.0,0.0,0.0,0.0,80.59,0.0,80.59,24.5,90.95,1,Summer,0.00021393946035075636,101.10000000000001,107.0,75.10000000000001,70.5,0.0,0.0,5.471428571428572,6.1,52.0,44.0,604.7142857142857,13.657142857142857,2.07,76.54285714285713,919.6999999999999,191643.0,112.20316159250584,1708.0
tuolumne,2024-08-08,2024,8,8,80.0,4.394449154672439,0.27,0.0,624.0,8.1,94.5,64.7,38.0,3.6,86.2,77.4,75.12,24.88,0.0,0.0,0.0,0.0,24.88,0.0,24.879999999999995,29.799999999999997,79.6,1,Summer,0.0014864086508983483,97.17142857142856,100.2,67.1857142857143,64.2,0.0,0.0,3.3714285714285714,3.6,48.285714285714285,32.0,585.4285714285714,10.457142857142859,1.83,77.57142857142857,568.1,53821.0,24.232778027915355,2221.0
humboldt,2024-08-09,2024,8,9,12967.0,9.470240063415512,0.06,0.01,231.0,10.6,62.1,54.4,67.0,1.2,28.5,64.6,96.17,3.83,0.0,0.0,0.0,0.0,3.83,0.0,3.8299999999999983,7.700000000000003,58.25,1,Summer,0.09747718491122036,63.32857142857142,67.0,53.18571428571429,45.7,0.40000000000000047,0.19,1.6142857142857143,3.5,70.0,57.0,379.42857142857144,10.785714285714286,0.76,65.67142857142856,272.6,133026.0,37.283071748878925,3568.0
kern,2024-08-09,2024,8,9,60.0,4.110873864173311,0.275,0.0,664.0,14.2,105.0,66.8,71.0,3.8,91.4,93.51111111111112,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,85.9,1,Summer,6.586971628815366e-05,103.75714285714287,109.1,69.34285714285714,68.2,0.0,0.0,4.157142857142857,4.8,72.42857142857143,68.0,609.2857142857143,17.54285714285714,1.8900000000000001,93.32380952380952,698.6,910889.0,111.9716041794714,8135.0
solano,2024-08-09,2024,8,9,60.0,4.110873864173311,0.23,0.61,635.0,13.5,96.8,58.8,86.0,2.9,70.5,75.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,77.8,1,Summer,0.00013346650324434824,98.54285714285713,103.1,59.371428571428574,51.8,0.610000000000001,0.28,2.657142857142857,3.5,74.14285714285714,67.0,596.1428571428571,11.457142857142857,1.66,75.2,449.2,449551.0,546.8990267639903,822.0
calaveras,2024-08-10,2024,8,10,21.0,3.091042453358316,0.26,0.0,618.0,9.9,94.7,60.0,55.0,3.6,86.9,73.1,84.05,15.95,0.0,0.0,0.0,0.0,15.95,0.0,15.950000000000003,34.7,77.35,1,Summer,0.0004508953493365397,97.14285714285714,100.2,66.5,62.6,0.0,0.0,3.5285714285714285,3.6,44.42857142857143,32.0,621.1428571428571,9.385714285714286,1.9300000000000002,77.75714285714285,594.0,46574.0,45.66078431372549,1020.0
kern,2024-08-10,2024,8,10,427.0,6.059123195581797,0.275,0.0,670.0,14.5,105.2,66.0,72.0,3.7,88.3,93.38888888888889,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,85.6,1,Summer,0.00046877281425069357,105.31428571428572,109.1,68.84285714285714,66.8,0.0,0.0,4.171428571428572,4.8,72.42857142857143,68.0,662.4285714285714,16.942857142857143,1.8900000000000001,93.46825396825396,700.4,910889.0,111.9716041794714,8135.0
riverside,2024-08-10,2024,8,10,63.0,4.1588830833596715,0.26,0.0,623.0,18.6,100.1,65.6,82.0,3.7,88.2,72.3,87.46,12.54,0.0,0.0,0.0,0.0,12.54,0.0,12.540000000000006,34.5,82.85,1,Summer,2.5093173342446535e-05,98.45714285714287,104.7,67.04285714285714,64.7,0.0,0.0,4.014285714285714,4.4,70.71428571428571,52.0,637.1428571428571,16.142857142857142,1.9100000000000001,71.07142857142857,675.9000000000001,2510643.0,348.2650853100291,7209.0
riverside,2024-08-10,2024,8,10,11.0,2.4849066497880004,0.26,0.0,623.0,18.6,100.1,65.6,82.0,3.7,88.2,72.3,87.46,12.54,0.0,0.0,0.0,0.0,12.54,0.0,12.540000000000006,34.5,82.85,1,Summer,4.3813477264589195e-06,98.45714285714287,104.7,67.04285714285714,64.7,0.0,0.0,4.014285714285714,4.4,70.71428571428571,52.0,637.1428571428571,16.142857142857142,1.9100000000000001,71.07142857142857,675.9000000000001,2510643.0,348.2650853100291,7209.0
shasta,2024-08-10,2024,8,10,110.0,4.709530201312334,0.26,0.0,659.0,10.7,90.3,49.7,80.0,4.4,105.2,67.0,14.92,85.08,0.0,0.0,0.0,0.0,85.08,0.0,85.08,40.599999999999994,70.0,1,Summer,0.000611807892321811,90.2,92.3,49.65714285714286,42.8,0.0,0.0,4.1,5.0,82.71428571428571,77.0,602.4285714285714,11.685714285714285,1.6800000000000002,67.74285714285715,688.1,179795.0,47.61520127118644,3776.0
sacramento,2024-08-11,2024,8,11,108.0,4.6913478822291435,0.23,0.0,565.0,13.1,92.5,62.1,67.0,4.4,105.3,76.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,77.3,1,Summer,6.817338258649814e-05,99.84285714285714,103.9,60.78571428571429,58.9,0.050000000000000225,0.02,3.914285714285714,4.7,74.42857142857143,54.0,641.2857142857143,12.285714285714286,1.86,77.51428571428572,654.5999999999999,1584196.0,1641.6538860103626,965.0
kern,2024-08-12,2024,8,12,329.0,5.799092654460526,0.275,0.0,654.0,14.0,101.1,67.4,68.0,5.0,120.1,93.14444444444445,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.69999999999999,84.25,1,Summer,0.0003611856109800426,105.58571428571429,109.1,68.0,65.7,0.0,0.0,4.2,4.8,71.85714285714286,68.0,662.7142857142857,15.714285714285714,1.8900000000000001,93.63333333333333,705.2,910889.0,111.9716041794714,8135.0
lake,2024-08-12,2024,8,12,68.0,4.23410650459726,0.24,0.0,614.0,12.6,88.7,46.7,98.0,4.1,98.0,70.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,67.7,1,Summer,0.001006155303030303,97.6857142857143,101.8,48.57142857142857,45.8,0.0,0.0,3.3857142857142857,4.0,92.28571428571429,88.0,627.1428571428571,13.37142857142857,1.77,71.4,566.8000000000001,67584.0,53.85179282868526,1255.0
san diego,2024-08-12,2024,8,12,20.0,3.044522437723423,0.17,0.0,523.0,21.6,85.1,67.5,86.0,1.0,25.2,78.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.599999999999994,76.3,1,Summer,6.129760908675757e-06,84.64285714285714,89.2,64.7,63.6,0.0,0.0,2.3428571428571425,3.6,86.0,86.0,483.0,19.757142857142856,1.17,78.15714285714286,393.7,3262770.0,775.0047505938243,4210.0
stanislaus,2024-08-12,2024,8,12,11.0,2.4849066497880004,0.25,0.0,623.0,14.9,89.7,52.4,99.0,5.2,124.0,71.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.300000000000004,71.05,1,Summer,1.9940757821309058e-05,94.27142857142859,97.1,56.82857142857143,52.2,0.0,0.0,3.985714285714286,5.2,96.28571428571429,90.0,630.4285714285714,17.485714285714288,1.6999999999999997,73.94285714285714,667.8,551634.0,368.73930481283423,1496.0
los angeles,2024-08-13,2024,8,13,15.0,2.772588722239781,0.23,0.01,644.0,16.8,97.8,63.5,81.0,2.2,52.6,76.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,80.65,1,Summer,1.5613736965782496e-06,94.14285714285714,98.2,65.84285714285714,64.3,0.19000000000000025,0.09,2.371428571428571,2.5,81.28571428571429,73.0,624.5714285714286,18.471428571428568,1.62,76.38571428571429,396.3,9606925.0,2366.237684729064,4060.0
marin,2024-08-13,2024,8,13,18.0,2.9444389791664403,0.21,0.0,625.0,13.5,80.5,51.6,91.0,5.0,120.0,76.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,66.05,1,Summer,7.124198527665638e-05,73.42857142857143,80.1,51.92857142857143,50.4,0.0,0.0,4.3999999999999995,4.8,93.28571428571429,92.0,596.8571428571429,14.314285714285713,1.3099999999999998,76.88571428571429,740.2,252660.0,485.88461538461536,520.0
san diego,2024-08-13,2024,8,13,60.0,4.110873864173311,0.2,0.0,533.0,19.5,86.7,64.9,86.0,3.0,71.3,78.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.799999999999997,75.80000000000001,1,Summer,1.838928272602727e-05,84.3,89.2,65.15714285714286,63.6,0.0,0.0,2.3,3.6,86.0,86.0,479.57142857142856,20.0,1.1500000000000001,78.17142857142858,388.0,3262770.0,775.0047505938243,4210.0
contra costa,2024-08-14,2024,8,14,25.0,3.258096538021482,0.28,0.0,612.0,13.0,96.4,56.6,99.0,5.5,131.5,75.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.800000000000004,76.5,1,Summer,2.1681984265817658e-05,98.0142857142857,103.3,55.971428571428575,52.9,0.0,0.0,4.2,4.7,98.42857142857143,89.0,601.4285714285714,14.214285714285714,1.7800000000000002,75.68571428571428,703.3,1153031.0,1608.1324965132496,717.0
riverside,2024-08-14,2024,8,14,13.0,2.6390573296152584,0.26,0.0,652.0,15.2,92.9,63.6,77.0,4.2,101.0,73.8,87.48,12.52,0.0,0.0,0.0,0.0,12.52,0.0,12.519999999999996,29.300000000000004,78.25,1,Summer,5.177956403996904e-06,95.3,100.1,67.0,65.2,0.0,0.0,4.014285714285714,4.4,80.57142857142857,75.0,618.5714285714286,18.1,1.79,72.8,677.1,2510643.0,348.2650853100291,7209.0
kern,2024-08-16,2024,8,16,269.0,5.598421958998375,0.275,0.0,666.0,14.9,98.4,61.2,76.0,3.9,92.5,92.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,79.80000000000001,1,Summer,0.0002953158946918889,101.24285714285715,105.2,64.58571428571427,60.6,0.0,0.0,4.242857142857143,5.0,72.14285714285714,68.0,664.8571428571429,13.914285714285715,1.8900000000000001,93.10185185185185,711.9,910889.0,111.9716041794714,8135.0
san bernardino,2024-08-16,2024,8,16,65.0,4.189654742026425,0.32,0.0,663.0,9.8,94.9,58.7,56.0,7.6,182.0,71.3,83.23,16.77,0.0,0.0,0.0,0.0,16.77,0.0,16.769999999999996,36.2,76.80000000000001,1,Summer,2.9595039689224763e-05,95.10000000000001,100.7,67.5142857142857,59.0,0.01999999999999978,0.02,7.042857142857143,11.7,50.285714285714285,47.0,658.7142857142857,12.0,2.2,72.24285714285713,1182.2999999999995,2196314.0,109.44359178792106,20068.0
butte,2024-08-17,2024,8,17,23.0,3.1780538303479458,0.19,0.0,486.0,16.7,87.1,62.0,77.0,4.7,113.1,74.2,97.01,2.99,0.0,0.0,0.0,0.0,2.99,0.0,2.989999999999995,25.099999999999994,74.55,1,Summer,0.00011112453194830294,91.11428571428571,93.2,57.68571428571429,53.1,0.0,0.0,2.4857142857142853,3.3,90.14285714285714,83.0,520.2857142857143,16.6,1.35,75.12857142857145,418.4,206975.0,126.51283618581908,1636.0
san luis obispo,2024-08-17,2024,8,17,88.0,4.48863636973214,0.2,0.0,598.0,15.5,80.2,53.8,94.0,3.1,73.6,71.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.400000000000006,67.0,1,Summer,0.00031290891505945267,81.75714285714285,85.3,53.614285714285714,49.8,0.0,0.0,2.8571428571428577,3.5,90.0,80.0,609.7142857142857,13.628571428571428,1.4600000000000002,72.3,481.5,281232.0,85.19600121175401,3301.0
alameda,2024-08-19,2024,8,19,16.0,2.833213344056216,0.19,0.03,595.0,14.4,74.5,55.0,94.0,3.0,71.6,72.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,64.75,1,Summer,9.900273309420048e-06,75.52857142857144,78.9,56.885714285714286,53.9,0.0,0.0,3.2714285714285714,4.2,90.42857142857143,86.0,581.7142857142857,15.442857142857141,1.29,72.38571428571429,552.1,1616117.0,2192.831750339213,737.0
alameda,2024-08-19,2024,8,19,16.0,2.833213344056216,0.19,0.03,595.0,14.4,74.5,55.0,94.0,3.0,71.6,72.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,64.75,1,Summer,9.900273309420048e-06,75.52857142857144,78.9,56.885714285714286,53.9,0.0,0.0,3.2714285714285714,4.2,90.42857142857143,86.0,581.7142857142857,15.442857142857141,1.29,72.38571428571429,552.1,1616117.0,2192.831750339213,737.0
alameda,2024-08-19,2024,8,19,6.0,1.9459101490553132,0.19,0.03,595.0,14.4,74.5,55.0,94.0,3.0,71.6,72.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,64.75,1,Summer,3.712602491032518e-06,75.52857142857144,78.9,56.885714285714286,53.9,0.0,0.0,3.2714285714285714,4.2,90.42857142857143,86.0,581.7142857142857,15.442857142857141,1.29,72.38571428571429,552.1,1616117.0,2192.831750339213,737.0
monterey,2024-08-19,2024,8,19,22.0,3.1354942159291497,0.25,0.0,632.0,11.8,91.8,49.4,90.0,5.1,122.0,72.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4,70.6,1,Summer,5.1334462691512545e-05,89.25714285714285,91.1,48.82857142857143,46.1,0.0,0.0,5.957142857142857,6.9,95.28571428571429,92.0,622.7142857142857,13.457142857142857,1.75,72.35714285714286,999.2,428562.0,130.57952468007312,3282.0
san joaquin,2024-08-19,2024,8,19,16.0,2.833213344056216,0.24,0.0,638.0,12.3,88.6,56.3,80.0,4.3,103.8,87.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,72.44999999999999,1,Summer,1.9810880383142427e-05,89.87142857142858,93.6,57.75714285714286,54.2,0.0,0.0,5.2142857142857135,6.8,81.14285714285714,70.0,637.4285714285714,14.614285714285716,1.7200000000000002,70.75714285714285,874.4000000000001,807637.0,580.1989942528736,1392.0
santa clara,2024-08-19,2024,8,19,33.0,3.5263605246161616,0.24,0.0,660.0,12.4,85.4,51.0,86.0,6.5,155.2,80.6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.400000000000006,68.2,1,Summer,1.7582661151749554e-05,85.95714285714287,90.1,53.028571428571425,50.5,0.0,0.0,5.214285714285714,7.0,91.0,86.0,656.2857142857143,15.014285714285714,1.58,81.51428571428572,876.4000000000001,1876849.0,1453.7947327652982,1291.0
solano,2024-08-19,2024,8,19,60.0,4.110873864173311,0.22,0.15,596.0,12.4,90.4,51.0,93.0,2.7,64.9,73.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.400000000000006,70.7,1,Summer,0.00013346650324434824,89.82857142857142,94.5,60.41428571428572,52.7,0.3800000000000009,0.33,4.128571428571428,5.5,79.42857142857143,58.0,570.4285714285714,13.842857142857143,1.62,74.32857142857144,695.5,449551.0,546.8990267639903,822.0
riverside,2024-08-20,2024,8,20,10.0,2.3978952727983707,0.28,0.0,619.0,11.4,101.5,64.0,63.0,4.0,95.5,72.5,87.53,12.47,0.0,0.0,0.0,0.0,12.47,0.0,12.469999999999999,37.5,82.75,1,Summer,3.983043387689927e-06,93.9,97.5,64.0142857142857,62.3,0.0,0.0,3.9,4.2,83.42857142857143,75.0,622.2857142857143,16.942857142857143,1.72,72.58571428571429,656.3000000000001,2510643.0,348.2650853100291,7209.0
san luis obispo,2024-08-20,2024,8,20,15.0,2.772588722239781,0.26,0.0,605.0,11.5,92.9,55.9,84.0,4.6,110.7,72.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.00000000000001,74.4,1,Summer,5.333674688513398e-05,80.62857142857142,85.3,53.62857142857143,49.8,0.0,0.0,3.028571428571429,3.5,90.85714285714286,80.0,609.4285714285714,14.071428571428571,1.4500000000000002,72.18571428571428,509.29999999999995,281232.0,85.19600121175401,3301.0
san luis obispo,2024-08-20,2024,8,20,9.0,2.302585092994046,0.26,0.0,605.0,11.5,92.9,55.9,84.0,4.6,110.7,72.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.00000000000001,74.4,1,Summer,3.200204813108039e-05,80.62857142857142,85.3,53.62857142857143,49.8,0.0,0.0,3.028571428571429,3.5,90.85714285714286,80.0,609.4285714285714,14.071428571428571,1.4500000000000002,72.18571428571428,509.29999999999995,281232.0,85.19600121175401,3301.0
santa barbara,2024-08-20,2024,8,20,25.0,3.258096538021482,0.25,0.0,865.0,13.1,99.0,51.5,97.0,3.5,83.5,80.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,75.25,1,Summer,5.6999673961864935e-05,90.12857142857142,93.4,49.457142857142856,43.0,0.0,0.0,2.8000000000000003,3.0,97.14285714285714,94.0,664.2857142857143,14.442857142857145,1.61,80.77142857142857,471.5999999999999,438599.0,160.4239209948793,2734.0
calaveras,2024-08-21,2024,8,21,16.0,2.833213344056216,0.23,0.0,615.0,9.8,87.3,54.5,69.0,3.7,88.0,73.6,84.65,15.35,0.0,0.0,0.0,0.0,15.35,0.0,15.349999999999994,32.8,70.9,1,Summer,0.00034353931378022074,86.25714285714287,89.3,55.4,51.8,0.0,0.0,3.5428571428571436,4.2,72.14285714285714,58.0,618.4285714285714,11.12857142857143,1.64,74.44285714285715,596.4,46574.0,45.66078431372549,1020.0
los angeles,2024-08-21,2024,8,21,25.0,3.258096538021482,0.23,0.04,642.0,14.4,97.5,59.3,78.0,2.2,51.9,74.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,78.4,1,Summer,2.6022894942970827e-06,94.88571428571427,103.1,63.1,60.6,0.22000000000000025,0.06,2.2142857142857144,2.8,80.85714285714286,67.0,645.8571428571429,17.02857142857143,1.6199999999999999,76.18571428571428,372.7,9606925.0,2366.237684729064,4060.0
solano,2024-08-21,2024,8,21,11.0,2.4849066497880004,0.23,0.0,593.0,12.5,90.4,57.7,73.0,3.3,79.4,74.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.7,74.05000000000001,1,Summer,2.446885892813051e-05,90.20000000000002,94.5,59.84285714285715,51.0,0.20000000000000087,0.15,3.985714285714286,5.5,78.57142857142857,58.0,563.8571428571429,13.828571428571431,1.6,74.39999999999999,672.9,449551.0,546.8990267639903,822.0
riverside,2024-08-22,2024,8,22,34.0,3.5553480614894135,0.24,0.0,608.0,15.7,89.9,62.1,82.0,4.2,100.9,71.5,87.53,12.47,0.0,0.0,0.0,0.0,12.47,0.0,12.469999999999999,27.800000000000004,76.0,1,Summer,1.354234751814575e-05,95.65714285714286,101.5,63.785714285714285,62.3,0.0,0.0,3.9,4.2,79.71428571428571,63.0,614.0,15.814285714285713,1.75,72.2,655.0,2510643.0,348.2650853100291,7209.0
riverside,2024-08-22,2024,8,22,33.0,3.5263605246161616,0.24,0.0,608.0,15.7,89.9,62.1,82.0,4.2,100.9,71.5,87.53,12.47,0.0,0.0,0.0,0.0,12.47,0.0,12.469999999999999,27.800000000000004,76.0,1,Summer,1.3144043179376758e-05,95.65714285714286,101.5,63.785714285714285,62.3,0.0,0.0,3.9,4.2,79.71428571428571,63.0,614.0,15.814285714285713,1.75,72.2,655.0,2510643.0,348.2650853100291,7209.0
sacramento,2024-08-22,2024,8,22,45.0,3.828641396489095,0.22,0.01,592.0,14.1,80.5,57.9,86.0,6.2,147.8,72.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,69.2,1,Summer,2.8405576077707557e-05,90.68571428571428,94.2,58.2,52.2,0.0,0.0,4.071428571428571,5.7,81.57142857142857,68.0,612.5714285714286,12.885714285714286,1.67,75.14285714285714,681.7,1584196.0,1641.6538860103626,965.0
los angeles,2024-08-23,2024,8,23,11.0,2.4849066497880004,0.2,0.05,585.0,15.9,85.7,61.1,86.0,2.1,51.1,75.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,73.4,1,Summer,1.1450073774907163e-06,94.85714285714286,103.1,62.48571428571428,59.3,0.20000000000000023,0.06,2.2857142857142856,2.8,81.14285714285714,67.0,642.4285714285714,16.628571428571426,1.6099999999999999,75.78571428571429,383.1,9606925.0,2366.237684729064,4060.0
placer,2024-08-23,2024,8,23,12.0,2.5649493574615367,0.16,0.0,438.0,11.5,73.2,55.1,78.0,3.0,71.5,81.4,28.4,71.6,0.0,0.0,0.0,0.0,71.6,0.0,71.6,18.1,64.15,1,Summer,2.7968898584773732e-05,87.58571428571429,92.6,60.199999999999996,56.7,0.0,0.0,2.9,3.3,68.85714285714286,53.0,645.5714285714286,12.457142857142857,1.63,82.1857142857143,484.8,429048.0,304.9381663113006,1407.0
riverside,2024-08-23,2024,8,23,86.0,4.465908118654584,0.22,0.0,609.0,16.0,85.5,59.1,92.0,4.2,101.0,72.3,87.53,12.47,0.0,0.0,0.0,0.0,12.47,0.0,12.469999999999999,26.4,72.3,1,Summer,3.425417313413337e-05,95.02857142857144,101.5,63.52857142857143,62.1,0.0,0.0,3.957142857142857,4.2,79.42857142857143,63.0,608.5714285714286,15.628571428571428,1.73,72.15714285714286,665.1999999999999,2510643.0,348.2650853100291,7209.0
san diego,2024-08-23,2024,8,23,27.0,3.332204510175204,0.17,0.0,548.0,16.8,79.8,61.3,86.0,1.4,32.8,77.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,70.55,1,Summer,8.275177226712272e-06,85.29999999999998,92.7,62.042857142857144,59.7,0.0,0.0,2.8428571428571425,3.2,86.0,86.0,518.1428571428571,18.657142857142855,1.29,77.71428571428571,475.99999999999994,3262770.0,775.0047505938243,4210.0
santa barbara,2024-08-23,2024,8,23,86.0,4.465908118654584,0.21,0.0,638.0,14.1,80.7,53.0,92.0,3.0,72.1,80.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.700000000000003,66.85,1,Summer,0.0001960788784288154,89.72857142857143,99.0,50.357142857142854,43.0,0.0,0.0,3.0714285714285716,3.8,96.28571428571429,94.0,707.7142857142857,14.4,1.5899999999999999,80.45714285714287,516.4,438599.0,160.4239209948793,2734.0
tulare,2024-08-23,2024,8,23,27.0,3.332204510175204,0.21,0.0,590.0,13.1,81.9,56.8,81.0,3.7,89.7,78.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.10000000000001,69.35,1,Summer,5.612698835053175e-05,94.37142857142858,96.3,61.18571428571429,59.9,0.0,0.0,3.2571428571428576,4.0,75.57142857142857,71.0,634.7142857142857,14.299999999999999,1.71,80.44285714285715,545.3,481052.0,99.72056384742952,4824.0
fresno,2024-08-24,2024,8,24,17.0,2.8903717578961645,0.25,0.0,541.0,12.7,82.3,63.1,61.0,8.0,191.5,77.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.199999999999996,72.7,1,Summer,1.668359560927019e-05,90.04285714285713,93.9,59.042857142857144,56.3,0.0,0.0,6.514285714285713,7.3,71.71428571428571,60.0,584.2857142857143,13.428571428571429,1.8099999999999998,80.02857142857142,1095.1999999999998,1018965.0,171.02467270896273,5958.0
