gridmet_id,UniqueId,Name,StartedDateOnly,Latitude,Longitude,AcresBurned
fire_00559,e32c7957-8f4f-4ec1-a0f6-98085a2a7e89,Riverbottom Fire,2017-12-21,33.9885,-117.38417,45.0
fire_00560,d20645f2-81b9-450f-abc1-433b81bd7fea,Holiday Fire,2017-12-28,38.869036,-119.61865,80.0
fire_00561,a97e2077-2013-459a-baa7-276781503e3c,Aqueduct Fire,2018-04-12,35.92436,-119.94083,30.0
fire_00562,9d0be6f9-d61b-467d-be68-c8a48c0cf930,Haycamp Fire,2018-02-07,35.96689,-121.28185,50.0
fire_00563,3d866877-330a-4a14-b5bd-48675955af64,Pleasant Fire,2018-02-18,37.40208,-118.50235,2070.0
fire_00564,f78b2acd-fff2-413a-93d6-8479e138120b,Grant Fire,2018-05-14,37.73835,-121.6039,12.0
fire_00565,693a86e6-8985-4e70-8ba8-869786ff538b,Patterson Fire,2018-05-17,33.62924,-117.05992,1261.0
fire_00566,8b34406c-93b7-4a40-a832-2fc525876e59,Tyler Fire,2018-04-15,33.711263,-116.164058,15.0
fire_00567,f87005f7-c31b-4135-989a-ee5611626b3c,Santa Cruz Fire,2018-03-27,34.0232,-119.76576,258.0
fire_00568,958c8ac0-6111-4d29-b5ac-8ca0e7a2f484,Rock Fire,2018-03-27,40.4635,-121.77419,11.0
fire_00569,9a49cf24-0e41-4817-b0d0-966e7b5c7e77,Meadow Fire,2018-04-09,33.86439,-117.48144,21.0
fire_00570,81cf4d22-336d-4035-b2c3-5b5a8cf2fcc2,Volcan Fire,2018-05-10,33.12213,-116.58759,12.0
fire_00571,e84f2881-743c-4e36-863d-ddb37c2540d3,Shastina Fire,2018-05-09,41.65935,-122.48556,127.0
fire_00572,fb8c9354-384c-45ab-b209-4a0f6d234516,Lago Fire,2018-04-22,33.88744,-117.16232,18.0
fire_00573,508b3f52-3a8e-4572-99a9-73c28bbdfbef,French Fire,2018-04-26,39.89075,-120.18499,20.0
fire_00574,1a08a7d9-47b2-42ba-94c1-a2e15415b887,Happy Fire,2018-05-17,34.74245,-120.18236,60.0
fire_00575,f96cf1fb-78d6-4763-a754-23aac25a3b96,Jacques Fire,2018-05-09,33.40178,-117.27467,18.0
fire_00576,32708961-025a-4bf7-88c1-8cd91bbc3cce,Alpha Fire,2018-05-04,33.389425,-117.502405,300.0
fire_00577,92c441f3-4729-4ba5-890f-fb7693725275,Nees Fire,2018-05-02,36.85156,-120.77206,1756.0
fire_00578,57ef80d4-4674-4a3a-9fd6-3f1d792a1953,Tornado Fire,2018-05-04,33.504964,-117.148204,70.0
fire_00579,08a9481d-8742-4256-a419-2a59196e0a8d,Woodchuck Fire,2018-05-04,33.467999,-117.003829,15.0
fire_00580,a339b368-ec58-463e-9a26-9af37c938f49,Moffat Fire,2018-04-19,36.71537,-118.08449,1065.0
fire_00581,8e840df1-b34b-44fd-8ade-0350a0113a81,Main Fire,2018-04-28,33.67815,-117.32281,73.0
fire_00582,0d030a31-8531-4172-88f1-08ac34c3d805,White Fire,2018-05-18,35.826333,-118.9821,26.0
fire_00583,e1ab6577-7ce9-4b19-bb29-68b5bdd699b6,Jelly Fire,2018-05-18,40.31759,-122.21032,103.0
fire_00584,454ed7a0-3e17-47a6-9ff1-7a629471df5c,Ager Fire,2018-05-19,41.791859,-122.513883,27.0
fire_00585,d77a050b-9928-49bf-92de-1159edddd07c,Plaza Fire,2018-05-20,37.056944,-121.01638,88.0
fire_00586,03b0e3c2-7b65-4a7b-b061-d297ebd267f4,Bellagio Fire,2018-05-21,38.16303,-122.23059,12.0
fire_00587,b9cd9a90-1983-4a0a-aad4-9c286382f158,Agua Fire,2018-05-22,33.35505,-117.03134,59.0
fire_00588,f163aa10-1dd9-4fd0-9e5b-fda78ef5bcc6,Experimental Fire,2018-05-23,37.0979,-119.75307,56.0
fire_00589,31c47bb9-1913-463e-95e4-86e48fadfda6,Water Fire,2018-05-24,35.56922,-120.12441,100.0
fire_00590,737f9bb2-5a43-4730-94c1-4031bce6d626,Cobble Fire,2018-05-26,36.75581,-119.42172,108.0
fire_00591,7f775329-242f-4211-b564-92f90062c227,Keeler Fire,2018-05-27,37.21803,-121.76828,16.0
fire_00592,79dee087-3393-473f-aaa9-5d253cc5e1fa,70th Fire,2018-05-28,33.53924,-116.10231,10.0
fire_00593,09f22e57-6058-4a87-972a-ece08f4527d4,Chrome Fire,2018-05-28,39.65578,-122.58666,75.0
fire_00594,e596a67e-177f-4db9-a2d6-dda7da1678fb,Stuhr Fire,2018-05-29,37.32744,-121.10903,63.0
fire_00595,4b641aa9-e8b4-492e-a181-f1bad47c4d6d,Vineyard Fire,2018-05-29,35.71859,-120.64028,25.0
fire_00596,503cf916-4f56-4be7-8083-730122f686dc,Grant Fire,2018-05-30,37.75375,-121.57918,484.0
fire_00597,4235f934-ed24-425d-821c-46363dcb16e8,Madison FIre,2018-06-01,38.64953,-122.01762,14.0
fire_00598,3db90629-694f-43d7-b46a-6378f6bc1472,Open Fire,2018-06-01,39.46543,-122.65582,127.0
fire_00599,b48e83d3-eb05-47df-a198-185912d8190e,Plymire Fire,2018-06-01,40.201826,-122.29388,23.0
fire_00600,abe0e447-8977-406f-9e13-5514f4e954bc,Glen Fire,2018-06-02,37.99113,-121.86473,23.0
fire_00601,105b65f3-7e99-4cd6-8b0a-f78004c041eb,Aliso Fire,2018-06-02,33.55132,-117.72044,175.0
fire_00602,c88bdcbd-2592-44d2-b44d-1c5a37593ffb,Jardin Fire,2018-06-02,33.45014,-117.22215,10.0
fire_00603,af8fe898-e4a6-4b9f-86a5-e6fc3226832b,Coldwell Fire,2018-06-02,36.10499,-120.55324,13.0
fire_00604,2d27a570-a8b0-4332-a40a-3afb8f2a575c,Black Fire,2018-06-03,39.80827,-122.3307,10.0
fire_00605,a0b7fa30-74d0-419f-927b-de29b0d00018,Grande Fire,2018-06-03,33.47413,-117.31468,11.0
fire_00606,368fb83d-2660-4d9f-b6ad-0a2ef5de1e52,Ethanac Fire,2018-06-03,33.742,-117.28189,17.0
fire_00607,39ace715-e375-4083-a05c-7fb7448e17b9,Fairview Fire,2018-06-03,36.83036,-121.36446,35.0
fire_00608,0fd4a4af-b243-4e88-b983-648d0c127f47,Resort Fire,2018-06-03,35.75737,-120.91793,12.0
fire_00609,a9d772ae-90d9-4f8e-9fe7-342b4266dd52,Martin Fire,2018-06-03,41.58233,-122.33769,37.0
fire_00610,8efb9edc-dbe7-4824-9027-22993569f794,Adobe Fire,2018-06-03,32.78031,-117.06782,38.0
fire_00611,60041942-db7c-4c3d-8a94-151addbd9d20,Green Fire,2018-06-03,32.75072,-116.92404,10.0
fire_00612,5340807b-1be1-4894-b446-c81c46456641,Stone Fire,2018-06-04,34.5486,-118.31138,1352.0
fire_00613,c48eaae5-afb4-472c-be65-7dfbb3c82f4d,Meamber Fire,2018-06-04,41.64805,-122.98442,12.0
fire_00614,df2538f9-20c9-4d40-9a64-9d6334b6f7d6,Airline Fire,2018-06-04,36.40755,-120.99322,1314.0
fire_00615,5228fabc-64f6-4ccf-aedc-dc1e781277a6,Eastern Fire,2018-06-04,36.378333,-120.901167,513.0
fire_00616,9662b158-b17f-4386-867a-3afa5ea28929,ONeals Fire,2018-06-04,37.10181,-119.623981,300.0
fire_00617,9f926d66-2cfa-4e3d-b4a3-4ea3b4b23698,Panoche Fire,2018-06-04,36.64832,-121.03253,64.0
fire_00618,6eed6c93-14f3-450a-80c8-65c5450a8cbd,Pallet Fire,2018-06-05,38.245151,-122.44408,10.0
fire_00619,a43a2839-d85f-4152-ac07-4a29c31723cf,Vista Fire,2018-06-05,33.40769,-117.22974,12.0
fire_00620,9ededdf0-b250-49ec-999d-eb988dab08a9,Recycle Fire,2018-06-06,32.63046,-116.46674,265.0
fire_00621,7278467f-ca4a-47f1-b876-a6722b546f30,Liberty Fire,2018-06-11,38.24033,-121.09199,62.0
fire_00622,cdd46073-0336-4003-8a06-161947985987,Bear Fire,2018-06-07,37.33924,-120.24315,200.0
fire_00623,22fc8e84-ae8e-4a10-a9f3-828464616253,Apple Fire,2018-06-09,39.94355,-122.3571,2956.0
fire_00624,1d926fc4-0f23-47dd-a750-5e7fac4ad416,Chrome Fire,2018-06-09,39.64978,-122.58218,2290.0
fire_00625,5adaf6fa-0c4a-43e4-bd32-baa089a7f0b2,Mission Fire,2018-06-09,37.97638,-122.5275,12.0
fire_00626,d6d4d085-1c3b-4ee5-bd2a-dd3779797e97,South Fire,2018-06-09,37.97638,-122.5275,175.0
fire_00627,63e41793-2c9c-4dda-98e0-62b5069514a7,Sam Fire,2018-06-09,35.9352,-121.11936,96.0
fire_00628,b3ab43c4-6f73-4ccc-a3ca-f2c54959f8b1,Beaver Fire,2018-06-12,36.37532,-120.862579,215.0
fire_00629,d886d8aa-00b7-41d7-b48f-665f5c6cf01e,Vista Fire,2018-06-13,35.663607,-120.670311,60.0
fire_00630,96781eb8-6146-4b96-a5cb-7457defea461,Santiago Fire,2018-06-11,33.787838,-117.746625,155.0
fire_00631,e1c9dae5-a2d8-4c97-8e6d-65937ade5e79,Euclid Fire,2018-06-12,33.925862,-117.654299,154.0
fire_00632,7307857b-b127-4b3a-bf11-ee19d07e0736,Portola Fire ,2018-06-12,34.110516,-118.427886,20.0
fire_00633,994876ff-2369-4a13-9642-d2dfbd372ac9,Spring Fire,2018-06-13,40.394073,-122.135924,70.0
fire_00634,764b9aac-411e-442d-a045-1bd02ec773c2,Bridle Fire,2018-06-14,33.524412,-116.821724,20.0
fire_00635,59b452f4-04fe-4251-8cf9-70dfc53ada0c,70 Fire,2018-06-14,39.602703,-121.617698,20.0
fire_00636,f3d3e61e-4ab4-4155-a882-4e27de976659,Creston FIre,2018-06-14,35.58354,-120.624135,60.0
fire_00637,b307b3b5-529a-4dd0-ad30-e678180a6174,Tumbleweed Fire,2018-06-14,40.3768,-120.36403,646.0
fire_00638,3de50f18-061e-40f4-8ee4-8a3d3ef25fb1,Planada Fire,2018-06-15,37.39339,-120.34207,4563.0
fire_00639,06ccdd6b-fd15-4cba-a9ed-6cb7c70327d9,Raymond Fire,2018-06-15,37.14663,-119.91223,60.0
fire_00640,42bd7e44-5bfa-4e25-961d-941a18bc00d0,Boyer Fire,2018-06-15,37.47677,-119.84299,53.0
fire_00641,9b6b1707-4342-4b38-b4a2-1056c202a32a,Oregon Fire,2018-06-16,39.549167,-121.521111,40.0
fire_00642,af251be5-4fa6-4ced-954c-a0e0aa34a517,Creek Fire,2018-06-16,38.886518,-122.476381,32.0
fire_00643,0ffbb118-8070-4220-95a7-cdef27b0a7ae,Willow Fire,2018-06-16,38.015323,-121.998967,25.0
fire_00644,43d24c96-7841-423f-9e14-bc9a7ff49416,China Fire,2018-06-17,38.265645,-120.892404,17.0
fire_00645,bd149eaf-5a3e-4eac-9973-243e78862b35,Upper Colony Fire,2018-06-17,38.834395,-119.416746,1202.0
fire_00646,1f49d4b1-f08f-4fce-8b55-48ff0e521a2f,Vallecitos Fire,2018-06-17,37.627119,-121.806775,20.0
fire_00647,fc911680-49a8-454b-be0f-d78cd957bd29,Dinosaur Fire,2018-06-17,37.05876,-121.176354,185.0
fire_00648,8f98a50c-fac6-4dcd-844f-76c49891f0f6,Wheeler Fire,2018-06-18,37.707234,-120.199162,115.0
fire_00649,2bee561f-fd8f-44ad-9c25-ccdc671029bc,Iron Fire,2018-06-19,37.779209,-121.908976,40.0
fire_00650,b2adde70-a40e-4b81-9f5f-8f6b96042af2,Ranchita Fire,2018-06-19,35.77017,-120.57833,10.0
fire_00651,d963ff00-9c98-4bc6-a3b3-4856d8192e87,Yankee Fire,2018-06-20,35.73629,-120.75593,1500.0
fire_00652,d752892a-9bdf-4b91-83f0-2d3f94c3f370,Creek Fire,2018-06-21,35.05747,-120.39295,10.0
fire_00653,9fe34773-10d3-419a-a6f5-4ddb2d43a145,Bascom Fire,2018-06-23,40.52909,-122.17457,328.0
fire_00654,299d84d9-ff65-4669-bcd7-cb5abb191c75,Lane Fire,2018-06-23,40.35068,-121.77867,3392.0
fire_00655,75ad696c-b094-4919-89e3-f879361f5151,Sierra Fire,2018-06-23,40.12791,-122.19792,170.0
fire_00656,72999057-198b-4cd2-a316-2e854ef9a7f8,Stoll Fire,2018-06-23,40.18395,-122.27574,268.0
fire_00657,25574325-cf1d-4191-bc3d-c50ed0a15f9c,Pawnee Fire,2018-06-23,39.0674,-122.59848,15180.0
fire_00658,c8c8905e-4ff4-4563-8ad8-3838a8d0a3bb,Canyon Fire,2018-06-23,34.53765,-118.75495,62.0
fire_00659,b4377461-c17b-41b1-8dc2-9722f8ead519,Stony Fire,2018-07-04,39.2976,-122.512012,75.0
fire_00660,d7365a2a-a113-4693-92d3-152f52b0d743,Sheep Fire,2018-06-29,35.1234,-118.72905,95.0
fire_00661,b900fe52-8900-4578-9745-58036920a1ab,Creek Fire,2018-06-24,40.50318,-122.42308,1678.0
fire_00662,28d55249-7c63-4213-a7b4-c0796dbb18ca,Flat Fire,2018-06-24,37.80785,-120.30187,163.0
fire_00663,f2d02439-f682-47e7-b6e9-6e51ca068c86,Horse Fire,2018-06-24,37.95766,-120.68902,80.0
fire_00664,bda69d0e-716e-439e-9a18-49f44d449086,Romero Fire,2018-06-24,37.08529,-121.09354,68.0
fire_00665,eabc7fc2-d02b-480a-9472-7c7677e812cb,Peach Fire ,2018-07-05,39.038859,-123.38493,90.0
fire_00666,4efc7855-ecbf-4507-8435-399e23a91fef,Waverly Fire,2018-06-29,38.052055,-120.945482,11789.0
fire_00667,465ed1e1-89be-4556-b616-834b65746005,Llano Fire,2018-06-29,39.6139,-121.954098,10.0
fire_00668,70ff3ebc-0d1f-43eb-ab56-1ff13fe9c9e3,Flat Fire,2018-06-28,40.60402,-122.9144,300.0
fire_00669,8811a5f8-b99a-454a-9af5-6753579c8d45,San Ardo,2018-06-26,35.95515,-120.86256,375.0
fire_00670,b17eb5bf-c44a-4e13-99d0-bbdf5e8f8f67,Lions Fire,2018-06-11,37.571,-119.118,4064.0
fire_00671,595f6f52-a55b-40e7-8aa6-b409ff9a7a5b,Anchor Fire,2018-06-27,36.696879,-119.304499,76.0
fire_00672,a3ba8fc0-37f7-4c1a-9386-627d3369a03e,Shippee Fire,2018-06-26,39.59872,-121.78208,460.0
fire_00673,91b94b02-cd05-471a-a4e7-5168d56c46ba,Fox Fire,2018-06-26,35.33916,-120.71488,260.0
fire_00674,218619b5-ad0c-4238-8e31-ab6d98932a73,Hyatt Fire,2018-06-27,40.316137,-120.45053,383.0
fire_00675,5aa13874-fb24-44f0-969a-d12dbc7edca8,Cherry Fire,2018-06-27,41.83359,-122.99272,63.0
fire_00676,cbf84797-7cc2-40a4-8157-d74c89792e9e,Par Fire,2018-07-04,39.491737,-121.637759,191.0
fire_00677,c8060137-4a83-479b-9f36-429a698aac06,Grant Fire,2018-06-29,38.595865,-121.17693,30.0
fire_00678,53770321-4d20-4db9-bfad-754f9eeabc2b,Valley Fire,2018-06-29,37.94714,-121.9921,268.0
fire_00679,a4d4923c-cf9e-43a9-b62e-dc9c04f0ec24,Tesla Fire,2018-06-29,37.66074,-121.67144,70.0
fire_00680,d4618db6-e417-4590-8c1f-9b5ace341bb3,Creek Fire,2018-06-30,34.17711,-117.15381,33.0
fire_00681,97ff14e8-6d08-4214-ad3b-847fa3a0e84a,County Fire,2018-06-30,38.80583,-122.18183,90000.0
fire_00682,28599f05-c64d-49a5-be59-23879eecb980,Benton Fire,2018-07-04,33.56349,-116.732032,63.0
fire_00683,15d8c9e7-7029-4027-85d8-95f308f83790,Lariat Fire,2018-07-14,40.00293,-122.44008,33.0
fire_00684,f5d14543-5d98-41ca-99f5-09c1197161b2,School Fire,2018-07-10,37.22791,-119.50461,12.0
fire_00685,6103c099-a3eb-481e-8a76-1296f5fdb25d,Petersburg Fire,2018-07-01,41.085,-123.051,215.0
fire_00686,2a1c14d1-2a88-4564-bd09-585e09ffc9a7,West Fire,2018-07-06,32.833674,-116.7311,504.0
fire_00687,f7bacdf4-ba33-436a-ad94-549395286fc2,Buckingham Fire,2018-07-02,37.86339,-122.12351,45.0
fire_00688,59c697e4-5083-4f45-b03a-ef580f6618dd,Building Fire,2018-07-06,32.619855,-116.764733,10.0
fire_00689,29a5f777-bea5-411e-9139-fe0d094616b0,Shingle Fire,2018-07-04,38.539806,-121.059979,316.0
fire_00690,d7e7eaca-5716-48b3-bd34-37acea282634,Klamathon Fire,2018-07-05,41.893332,-122.534655,38008.0
fire_00691,be804253-e994-4f40-9e07-5c215533231c,Irish Fire,2018-07-06,38.42623,-120.95408,825.0
fire_00692,b90be7b6-e9ec-4a18-a910-957f700c6ed6,Valley Fire,2018-07-06,34.095568,-116.958806,1350.0
fire_00693,656c37d9-6876-47ba-bf8e-ec6c351c3595,Eagle Fire,2018-07-13,41.29363,-120.11461,2100.0
fire_00694,76725105-a814-4e8d-bd5b-d0f2f1879dae,Holiday Fire,2018-07-06,34.463889,-119.831389,113.0
fire_00695,8d5856ff-4cd4-4b88-afb0-c6df08f548a8,Bridle Fire,2018-07-06,37.06367,-121.53586,116.0
fire_00696,3c17be70-66f8-4df2-97be-873fe924d99c,Stoney Fire,2018-07-12,39.77124,-121.76859,962.0
fire_00697,8ff78ab4-378d-4e1b-9ba0-b90d8be07a06,Gray Fire,2018-07-13,34.171786,-117.35606,12.0
fire_00698,29d15973-a999-409e-adf4-486854df44ed,Ferguson Fire,2018-07-13,37.6549,-119.88581,96901.0
fire_00699,22171870-baaf-480f-902a-45ec9282df35,Lebec Fire,2018-07-08,34.86022,-118.87881,62.0
fire_00700,c2dc8734-e165-4fa1-9a1a-f393516bd5a5,Dark Fire,2018-07-10,39.66492,-121.51772,11.0
fire_00701,01018620-8f10-4de0-a7e6-78cc9a77cc9a,Curie Fire,2018-07-10,37.22545,-121.79189,70.0
fire_00702,a125058d-abfe-4593-bd53-503ceea3f4f0,Hale Fire,2018-07-10,37.163594,-121.702547,51.0
fire_00703,20495cc8-cb22-4fd1-9bc3-0b9c654d12a0,Kelley Fire,2018-07-14,41.50105,-120.61108,52.0
fire_00704,68957772-711e-4874-99f2-2b9267dbe725,Panoche Fire,2018-07-11,36.65351,-121.0454,278.0
fire_00705,09395db0-1c76-43c3-a3db-d18081b31a35,Georges Fire,2018-07-08,36.6734,-118.21881,2883.0
fire_00706,9636bdf4-8754-4745-80c8-90a5fcd90ec2,Vista Fire,2018-07-08,40.62693,-122.23449,31.0
fire_00707,7e24911d-5dc9-4449-ba08-f718c094ac9e,Bruce Fire,2018-07-08,37.79718,-121.85311,56.0
fire_00708,d0e1cdc0-9dea-467a-8ae8-040e0f94178d,Grant Fire,2018-07-08,37.75646,-121.60646,480.0
fire_00709,a9386b8b-8d40-44ea-ab84-1593ced5f9fb,James Loop Fire,2018-07-09,39.05391,-119.82242,280.0
fire_00710,1a4aeaa6-7f90-420f-ad6b-6942658a7fee,Box Fire,2018-07-06,34.22526,-117.40967,100.0
fire_00711,dc55524d-c29f-4990-8f73-2974348c7fc7,Cornerstone Fire,2018-07-09,37.19817,-119.80414,11.0
fire_00712,78eabcbb-32b9-4438-ab84-8eb65c044db7,Spring 2 Fire,2018-07-09,39.06715,-122.59789,80.0
fire_00713,3b576efa-90b7-4b87-983d-b38630e10576,Dale Fire,2018-07-09,40.33682,-121.93908,856.0
fire_00714,a0b16523-d6f9-4a21-809d-4f2bdbc2bea7,Idria Fire,2018-07-12,36.59036,-120.82355,116.0
fire_00715,b89ae0bb-4b8b-47f6-b7c6-5e689a265288,3-2 Fire,2018-07-14,39.99309,-120.02137,14.0
fire_00716,052acbfd-0552-47ac-8be7-6f79b4aecf0e,Steamboat Fire,2018-07-15,41.70877,-122.47293,224.0
fire_00717,8d7302b1-605f-404d-9641-a890720e8657,3-10 Fire,2018-07-15,40.95234,-121.21597,56.0
fire_00718,8c94a8f0-1d63-4ea7-88af-52fee196a9a6,Johnson Fire,2018-07-15,41.34453,-123.85404,16.0
fire_00719,f141dba0-ae4b-4972-b926-81d1595d0917,3-18 Fire,2018-07-15,41.08583,-121.05722,32.0
fire_00720,62b14189-aea8-4dcb-8702-a1dfc11abda7,3-16 Fire,2018-07-15,40.94666,-121.27049,89.0
fire_00721,02ebd2cc-c4da-4508-92f6-30446d041ae9,Tuscan Fire,2018-07-15,40.27754,-122.11375,50.0
fire_00722,d3ead5e1-12bb-4d27-8c1d-c723c0747265,Mill Creek 1 Fire,2018-08-16,41.07944,-123.688056,3674.0
fire_00723,0194a44a-0c12-4e47-a053-f3b9b2382858,Camp Fire,2018-07-17,35.70086,-120.97339,14.0
fire_00724,1dad019f-12c1-47a0-a20c-2408d942f1c4,Border Fire,2018-07-17,32.557566,-116.8663,28.0
fire_00725,14207c18-f9a3-4a69-9f3a-d778d2f6960f,Lott Fire,2018-07-17,41.632373,-122.37985,10.0
fire_00726,756cceab-80e1-47af-8c85-9e650352b48e,Cruces Fire,2018-07-18,34.54305556,-120.31805556,77.0
fire_00727,e51ff5f0-09d5-42f3-8bed-c1c6eb85d245,Eighty Eight Fire,2018-07-18,38.59694444,-121.99388889,822.0
fire_00728,d56aeb11-09a3-4854-b422-9a1e41f18a51,Simmons Fire,2018-07-19,39.57202,-121.43131,43.0
fire_00729,e4c8aa24-e396-46d1-ae6e-bc9c7889967a,Ben Fire,2018-07-19,37.28365,-119.97546,40.0
fire_00730,05fb81ea-7e85-4d0d-9587-64c907a45561,Cinnamon Fire,2018-07-20,33.04898,-116.78928,13.0
fire_00731,022bee6b-1559-4792-a2d2-014d3adfecad,Skyline Fire,2018-07-19,33.836101,-117.607577,282.0
fire_00732,9626db35-9c2a-4431-8c91-00e0bba794fa,Highland Fire,2018-07-20,40.741186,-122.649626,63.0
fire_00733,389e3075-51b9-45a8-ab9a-a75b03225c8d,Windmill Fire,2018-07-20,34.62412,-120.22298,110.0
fire_00734,d7745759-07bd-40a7-a66c-003b174851b2,Carder Fire,2018-07-21,38.91152,-122.86854,50.0
fire_00735,5b5274df-2cb7-402e-b002-778cce00ac1d,Rock Fire,2018-07-21,35.68539,-120.95157,30.0
fire_00736,a710f41c-aa03-41e1-813f-a98812aea01b,Mustang Fire,2018-07-21,35.64917,-120.71907,37.0
fire_00737,0dd9bca6-35b9-4a75-8f3b-a5e57e1b90e7,Country Fire,2018-07-22,37.449425,-121.88807,320.0
fire_00738,fb7f7795-ede7-40cc-acf6-3ee6e761d0a9,Heart Fire,2018-07-21,39.279833,-123.258319,67.0
fire_00739,f6693336-817b-4424-8aea-1c966fae5e23,Horse Creek Fire,2018-07-19,36.42638,-118.70443,34.0
fire_00740,240b1f55-0f4e-448d-a4ce-3ecfec7a6c9d,Carr Fire,2018-07-23,40.65428,-122.62357,229651.0
fire_00741,6e0b516c-9da1-4ff7-a0ce-3251b2cbabb9,Pico Fire,2018-07-23,34.38039,-118.60441,128.0
fire_00742,e18c9556-706f-4bb7-b908-e7b44293923d,Martinez Fire,2018-07-23,33.56921,-116.154398,40.0
fire_00743,9b9b6d81-9590-48a0-a750-fc7da05bfecc,Ridge Fire,2018-09-02,38.981389,-122.97222,36.0
fire_00744,2fdf2c14-77b4-458c-96fc-bd883dec3ad3,Crestline Fire,2018-07-24,40.824,-121.90215,51.0
fire_00745,a18ed51c-1083-4f48-ab1b-6ae0c5454073,Roxie Fire (Formerly 1-1 Fire),2018-07-24,40.34822,-120.82497,167.0
fire_00746,655b2bde-09c6-43b8-9cdb-43096bcf1155,Church Fire,2018-07-25,37.07793,-121.600023,20.0
fire_00747,df681456-a50e-4400-a95a-77533a0978ba,Marsh Fire,2018-07-25,37.89612,-121.85847,247.0
fire_00748,708b3dde-3f1a-4813-8501-8a52bf3b1d9c,Hidden Fire,2018-07-25,36.796,-121.40604,39.0
fire_00749,f306893c-d6b5-4d68-a2a3-4a306822e041,Patterson Fire,2018-07-25,37.71173,-121.55604,34.0
fire_00750,9d63cbd8-7dbf-4b2d-918d-036e3a282d2d,Western Fire,2018-08-01,38.8802,-123.0496,106.0
fire_00751,2b56b06d-46d6-43f2-b474-2598dd163e82,Pasqual Fire,2018-07-27,33.07892,-116.91845,365.0
fire_00752,1f942827-c242-49a1-bccd-f2375be91ad9,Ribbon Fire,2018-07-26,33.571763,-116.500058,205.0
fire_00753,190306eb-357b-40d2-9871-92cdd8784332,Parrots Fire,2018-08-05,38.08424,-120.46078,136.0
fire_00754,deb9364c-ab73-4661-b287-2ffc1797296e,Wagner Fire,2018-08-04,37.69965,-120.0545,22.0
fire_00755,6bc7ef6f-2d81-4bdc-ab41-9db6af9d4abb,Creek Fire,2018-08-04,37.533026,-121.79733,30.0
fire_00756,676aa48b-d962-4026-a354-db047f14233f,Tarina Fire,2018-08-03,35.37444,-118.83556,3156.0
fire_00757,90b0daf7-5d84-42d9-bb35-bb78d4faf950,Ranch Fire (Mendocino Complex),2018-07-27,39.243283,-123.103367,410203.0
fire_00758,e775e724-0a1b-4156-a477-623031c09b0e,Balch Fire,2018-07-27,36.21634,-118.82989,100.0
fire_00759,af30fe23-6cfd-4fd6-b2d9-91648eeae814,River Fire (Mendocino Complex),2018-07-27,39.04786,-123.11971,48920.0
fire_00760,53a9be88-6d10-483e-8dc7-59cb84326ab8,Breckenridge Fire,2018-07-27,35.387408,-118.817934,993.0
fire_00761,684ded31-5a60-4c05-bbdb-2fb913ca0041,Whaleback Fire,2018-07-27,40.633536,-120.868091,18703.0
fire_00762,9bc283c4-6011-4488-b8ec-a85db51dc137,Natchez Fire,2018-07-15,41.95113,-123.54642,38134.0
fire_00763,c62fc5e2-2340-49b7-b3d8-b883a266827f,Donnell Fire,2018-08-01,38.349,-119.929,36450.0
fire_00764,574b0b35-4c66-44ac-8797-3eadf09e495d,Owens Fire,2018-07-31,37.735461,-118.970443,338.0
fire_00765,45845135-0abc-4964-9038-db1e26fa9b22,Sobrante Fire,2018-07-28,33.85852,-117.43521,30.0
fire_00766,e3406861-3e7f-4a4b-b16d-6004f3edc5e6,Rock Fire,2018-07-28,33.41476,-117.24044,207.0
fire_00767,ea58640a-7837-4d93-a145-96e48b7df8ee,Butte Fire,2018-07-31,39.186144,-121.792885,1200.0
fire_00768,2410754e-b988-4f4f-b7ee-21f954c2bbf2,Steele Fire,2018-07-28,38.51943,-122.18353,135.0
fire_00769,fa745e18-be7a-42e0-b3c7-30333ddcf3aa,Eel Fire,2018-07-31,39.82877,-123.08489,972.0
fire_00770,46f35b6b-9c64-41e3-a7e2-f76dc6719145,Corner Fire,2018-07-29,40.95673,-121.6002,35.0
fire_00771,6832f18a-6515-4436-bf3b-553bf6302de4,Reservoir Fire,2018-09-16,35.30151,-120.64398,51.0
fire_00772,775494c3-ae61-40aa-82b0-667a3ddcbdcc,Casner Fire,2018-08-06,33.05737,-116.77154,14.0
fire_00773,d8de1c4a-9b2c-46ad-aab4-3b2012571e4a,Bumper Fire,2018-08-01,38.645,-120.874167,67.0
fire_00774,6e4ecf7a-2864-4fc6-85cb-9b2a0ac324df,Omega Fire,2018-08-01,38.82128,-121.03918,66.0
fire_00775,4f3f4f66-871c-4d50-bd3f-f641210552c9,Sunset Fire,2018-08-01,38.82426,-121.451307,695.0
fire_00776,c7152819-8f07-489c-a219-b58bed82733e,Turkey Fire,2018-08-06,35.847778,-120.343056,2225.0
fire_00777,5b9e5ea7-1f63-46dd-aabd-8cf407c6f4ba,Holy Fire,2018-08-06,33.69888,-117.52055,23136.0
fire_00778,dd114f40-6fcb-487b-931e-7a9107371daa,Terra Fire,2018-08-06,33.759722,-117.460278,35.0
fire_00779,a1e73f5c-68e2-4109-b741-046eb7349265,South Fire,2018-08-06,38.061298,-120.872244,290.0
fire_00780,b9f703f7-18bb-4845-a480-ce7d63b5f57a,Murphy Fire,2018-08-07,39.996944,-121.27,117.0
