id,lon,lat,start,end
fire_00072,-117.35093,33.393,2016-06-21,2016-07-20
fire_00073,-122.36924,41.71847,2016-06-21,2016-07-20
fire_00074,-120.81081,35.85093,2016-06-22,2016-07-21
fire_00075,-121.89938,36.45994,2016-06-22,2016-07-21
fire_00076,-117.5221,33.6542,2016-08-01,2016-08-30
fire_00077,-117.4415,34.25858,2016-08-04,2016-09-02
fire_00078,-121.571,39.6871,2016-08-06,2016-09-04
fire_00079,-123.5044,39.7299,2016-08-11,2016-09-09
fire_00080,-117.3189,34.3183,2016-08-08,2016-09-06
fire_00081,-120.51887,39.39051,2016-08-08,2016-09-06
fire_00082,-122.4096,40.68192,2016-08-11,2016-09-09
fire_00083,-121.00299,38.79549,2016-06-22,2016-07-21
fire_00084,-116.9571,33.00056,2016-06-22,2016-07-21
fire_00085,-122.1885,38.01264,2016-06-24,2016-07-23
fire_00086,-119.4741,37.24006,2016-06-29,2016-07-28
fire_00087,-120.69521,37.81434,2016-06-30,2016-07-29
fire_00088,-121.79669,37.41896,2016-06-30,2016-07-29
fire_00089,-117.14547,33.22558,2016-07-11,2016-08-09
fire_00090,-122.26736,40.19611,2016-07-04,2016-08-02
fire_00091,-121.7192,39.6708,2016-07-03,2016-08-01
fire_00092,-122.06788,38.52513,2016-07-03,2016-08-01
fire_00093,-118.60344,35.24504,2016-07-05,2016-08-03
fire_00094,-119.7738,37.3228,2016-07-05,2016-08-03
fire_00095,-120.8657,38.2581,2016-07-06,2016-08-04
fire_00096,-121.68577,37.06531,2016-07-13,2016-08-11
fire_00097,-117.27338,34.28771,2016-07-08,2016-08-06
fire_00098,-120.51057,36.09974,2016-07-10,2016-08-08
fire_00099,-122.26015,38.68403,2016-07-10,2016-08-08
fire_00100,-120.51057,36.09974,2016-07-09,2016-08-07
fire_00101,-117.49342,34.30372,2016-07-17,2016-08-15
fire_00102,-122.47091,40.61213,2016-07-10,2016-08-08
fire_00103,-123.77832,40.9878,2016-07-13,2016-08-11
fire_00104,-120.98316,35.70595,2016-07-14,2016-08-12
fire_00105,-122.60664,38.89741,2016-07-14,2016-08-12
fire_00106,-118.5678,35.7506,2016-07-17,2016-08-15
fire_00107,-124.05804,40.4572,2016-07-12,2016-08-10
fire_00108,-121.1309,38.558,2016-08-12,2016-09-10
fire_00109,-119.34487,36.84479,2016-08-04,2016-09-02
fire_00110,-121.69784,37.11831,2016-08-02,2016-08-31
fire_00111,-121.38775,36.16965,2016-07-19,2016-08-17
fire_00112,-123.4267011,39.8748511,2016-07-31,2016-08-29
fire_00113,-118.5097,35.4976,2016-07-29,2016-08-27
fire_00114,-123.118,41.851,2016-07-28,2016-08-26
fire_00115,-121.36665,37.62215,2016-07-21,2016-08-19
fire_00116,-123.82268,41.28486,2016-07-23,2016-08-21
fire_00117,-120.7845,40.3915,2016-08-12,2016-09-10
fire_00118,-121.71662,39.79547,2016-07-27,2016-08-25
fire_00119,-120.6381,38.1874,2016-07-29,2016-08-27
fire_00120,-118.73906,36.1648,2016-07-23,2016-08-21
fire_00121,-122.611,41.7813,2016-07-25,2016-08-23
fire_00122,-120.9066,41.4657,2016-08-12,2016-09-10
fire_00123,-118.7212,35.2013,2016-07-27,2016-08-25
fire_00124,-122.9148951,39.1408865,2016-07-31,2016-08-29
fire_00125,-122.7933,41.6314,2016-08-13,2016-09-11
fire_00126,-121.6998,39.8851,2016-08-17,2016-09-15
fire_00127,-122.1295,40.30594,2016-08-14,2016-09-12
fire_00128,-120.029626,37.75972,2016-08-14,2016-09-12
fire_00129,-121.05948,39.20427,2016-08-18,2016-09-16
fire_00130,-118.95309,37.75985,2016-08-18,2016-09-16
fire_00131,-120.3178,41.2649,2016-08-18,2016-09-16
fire_00132,-120.54421,34.63445,2016-08-18,2016-09-16
fire_00133,-120.55297,34.75134,2016-08-23,2016-09-21
fire_00134,-121.42647,39.4403,2016-08-23,2016-09-21
fire_00135,-121.78003,39.188321,2016-08-21,2016-09-19
fire_00136,-120.8416,38.5212,2016-08-24,2016-09-22
fire_00137,-120.32484,37.79635,2016-08-27,2016-09-25
fire_00138,-119.5327,36.6543,2016-08-24,2016-09-22
fire_00139,-121.93923,40.0,2016-08-26,2016-09-24
fire_00140,-122.82895,38.80017,2016-08-26,2016-09-24
fire_00141,-121.32,39.92,2016-08-27,2016-09-25
fire_00142,-121.85318,37.10632,2016-08-27,2016-09-25
fire_00143,-119.25959,36.94536,2016-09-11,2016-10-10
fire_00144,-120.10744,38.93449,2016-09-14,2016-10-13
fire_00145,-117.158475,33.254355,2016-10-14,2016-11-12
fire_00146,-118.335,34.31,2016-10-15,2016-11-13
fire_00147,-118.551,36.217,2016-09-20,2016-10-19
fire_00148,-118.551,35.984,2016-09-29,2016-10-28
fire_00149,-122.309,40.774,2017-10-01,2017-10-30
fire_00150,-121.85645,40.48712,2017-03-04,2017-04-02
fire_00151,-120.58342,41.16716,2017-03-04,2017-04-02
fire_00152,-116.08003,33.56777,2017-03-14,2017-04-12
fire_00153,-120.26561,36.07228,2017-03-21,2017-04-19
fire_00154,-121.34695,36.44141,2017-03-25,2017-04-23
fire_00155,-120.206592,36.530836,2017-03-29,2017-04-27
fire_00156,-120.6585,36.5355,2017-03-30,2017-04-28
fire_00157,-117.45646,34.30104,2017-03-31,2017-04-29
fire_00158,-117.30693,34.00566,2017-03-31,2017-04-29
fire_00159,-117.5048,33.7866,2017-03-31,2017-04-29
fire_00160,-118.30601,35.71704,2017-04-01,2017-04-30
fire_00161,-120.22647,35.78286,2017-04-02,2017-05-01
fire_00162,-120.3317,35.6879,2017-04-07,2017-05-06
fire_00163,-120.2445,36.45491,2017-04-10,2017-05-09
fire_00164,-118.4683,35.60001,2017-04-12,2017-05-11
fire_00165,-120.89261,36.96655,2017-04-12,2017-05-11
fire_00166,-120.92482,35.77082,2017-04-14,2017-05-13
fire_00167,-116.99229,33.88466,2017-04-14,2017-05-13
fire_00168,-118.90004,35.05076,2017-04-14,2017-05-13
fire_00169,-119.87525,35.21177,2017-04-15,2017-05-14
fire_00170,-118.84466,35.41283,2017-04-15,2017-05-14
fire_00171,-120.86682,36.1727,2017-04-16,2017-05-15
fire_00172,-120.94328,36.2771,2017-04-17,2017-05-16
fire_00173,-119.79315,36.90967,2017-04-17,2017-05-16
fire_00174,-120.76464,35.34541,2017-04-18,2017-05-17
fire_00175,-120.37116,36.12089,2017-04-18,2017-05-17
fire_00176,-119.91508,35.983,2017-04-18,2017-05-17
fire_00177,-117.44148,33.97155,2017-04-18,2017-05-17
fire_00178,-120.5828,36.60736,2017-04-19,2017-05-18
fire_00179,-117.32348,33.3906,2017-04-19,2017-05-18
fire_00180,-116.80527,32.65597,2017-04-20,2017-05-19
fire_00181,-120.474,35.556667,2017-04-20,2017-05-19
fire_00182,-118.85896,35.4605,2017-04-20,2017-05-19
fire_00183,-117.17773,33.94673,2017-04-23,2017-05-22
fire_00184,-119.8036,34.9465,2017-04-20,2017-05-19
fire_00185,-116.29296,32.679,2017-04-24,2017-05-23
fire_00186,-120.99552,36.35578,2017-04-22,2017-05-21
fire_00187,-117.20507,33.96419,2017-04-21,2017-05-20
fire_00188,-117.39818,33.34988,2017-04-25,2017-05-24
fire_00189,-116.99651,33.88287,2017-04-25,2017-05-24
fire_00190,-118.35296,34.87128,2017-04-28,2017-05-27
fire_00191,-119.58292,36.96642,2017-04-28,2017-05-27
fire_00192,-116.07429,33.58577,2017-04-28,2017-05-27
fire_00193,-120.83484,38.19906,2017-04-28,2017-05-27
fire_00194,-120.7109,36.61332,2017-04-28,2017-05-27
fire_00195,-116.55326,34.04412,2017-04-29,2017-05-28
fire_00196,-119.00334,35.89423,2017-05-01,2017-05-30
fire_00197,-121.376,39.23205,2017-04-29,2017-05-28
fire_00198,-121.11113,38.33707,2017-05-02,2017-05-31
fire_00199,-116.59719,33.94788,2017-05-02,2017-05-31
fire_00200,-119.2877,35.188,2017-05-03,2017-06-01
fire_00201,-120.53443,41.38247,2017-05-04,2017-06-02
fire_00202,-116.96079,33.82165,2017-05-04,2017-06-02
fire_00203,-118.37539,34.29931,2017-05-04,2017-06-02
fire_00204,-118.4642,35.60633,2017-05-05,2017-06-03
fire_00205,-122.13088,40.38944,2017-05-05,2017-06-03
fire_00206,-120.1064,40.03392,2017-05-05,2017-06-03
fire_00207,-116.88097,33.87107,2017-05-05,2017-06-03
fire_00208,-122.2102,37.86549,2017-05-06,2017-06-04
fire_00209,-118.796513,35.564124,2017-05-06,2017-06-04
fire_00210,-121.64897,39.52499,2017-05-07,2017-06-05
fire_00211,-122.4571,41.8721,2017-05-07,2017-06-05
fire_00212,-118.87676,36.45809,2017-05-08,2017-06-06
fire_00213,-120.0193,37.12759,2017-05-08,2017-06-06
fire_00214,-118.47939,35.59804,2017-05-11,2017-06-09
fire_00215,-118.84134,35.37351,2017-05-10,2017-06-08
fire_00216,-120.52508,35.80375,2017-05-10,2017-06-08
fire_00217,-119.8011,37.0825,2017-05-11,2017-06-09
fire_00218,-120.405077,36.704679,2017-05-12,2017-06-10
fire_00219,-122.2654,38.68347,2017-05-14,2017-06-12
fire_00220,-120.983684,35.902149,2017-05-12,2017-06-10
fire_00221,-120.369347,36.616986,2017-05-12,2017-06-10
fire_00222,-119.35901,36.8005,2017-05-12,2017-06-10
fire_00223,-120.45268,37.85137,2017-05-12,2017-06-10
fire_00224,-116.972036,33.584036,2017-05-14,2017-06-12
fire_00225,-117.29509,33.23281,2017-05-14,2017-06-12
fire_00226,-118.74542,35.8556,2017-05-14,2017-06-12
fire_00227,-116.85226,33.52584,2017-05-14,2017-06-12
fire_00228,-120.3187,35.6871,2017-05-15,2017-06-13
fire_00229,-120.0088,37.36914,2017-05-16,2017-06-14
fire_00230,-116.884446,33.950382,2017-05-16,2017-06-14
fire_00231,-117.11659,33.79925,2017-05-16,2017-06-14
fire_00232,-121.75417,39.69717,2017-05-17,2017-06-15
fire_00233,-120.93371,35.90092,2017-05-17,2017-06-15
fire_00234,-118.60703,34.55607,2017-05-18,2017-06-16
fire_00235,-122.83208,40.32063,2017-05-19,2017-06-17
fire_00236,-116.9669,33.90965,2017-05-19,2017-06-17
fire_00237,-117.21314,33.98639,2017-05-19,2017-06-17
fire_00238,-119.95136,37.02081,2017-05-19,2017-06-17
fire_00239,-118.66733,35.53456,2017-05-19,2017-06-17
fire_00240,-117.31924,33.71025,2017-05-19,2017-06-17
fire_00241,-122.36545,41.93006,2017-05-19,2017-06-17
fire_00242,-122.23004,38.07481,2017-05-23,2017-06-21
fire_00243,-116.826,34.2976,2017-05-20,2017-06-18
fire_00244,-120.02325,39.71101,2017-05-20,2017-06-18
fire_00245,-120.68992,37.82934,2017-05-22,2017-06-20
fire_00246,-121.76323,37.33454,2017-05-22,2017-06-20
fire_00247,-121.4143,39.364,2017-05-23,2017-06-21
fire_00248,-121.5786,39.38416,2017-05-23,2017-06-21
fire_00249,-120.65185,36.27306,2017-05-24,2017-06-22
fire_00250,-122.27379,40.10282,2017-05-25,2017-06-23
fire_00251,-118.49343,34.37443,2017-05-26,2017-06-24
fire_00252,-116.77342,33.1683,2017-05-26,2017-06-24
fire_00253,-116.594422,33.530045,2017-05-27,2017-06-25
fire_00254,-122.645079,40.703775,2017-05-27,2017-06-25
fire_00255,-120.4992,35.4025,2017-05-27,2017-06-25
fire_00256,-120.92162,38.45822,2017-05-28,2017-06-26
fire_00257,-122.65749,37.9775,2017-05-28,2017-06-26
fire_00258,-116.8516,32.7789,2017-05-28,2017-06-26
fire_00259,-117.17813,34.14575,2017-05-28,2017-06-26
fire_00260,-124.19629,41.93323,2017-05-27,2017-06-25
fire_00261,-121.71752,37.3344,2017-05-30,2017-06-28
fire_00262,-120.87492,35.947,2017-05-29,2017-06-27
fire_00263,-121.29581,41.85763,2017-05-29,2017-06-27
fire_00264,-119.9646,37.3762,2017-05-29,2017-06-27
fire_00265,-118.80123,35.38298,2017-05-31,2017-06-29
fire_00266,-121.08753,35.96275,2017-05-30,2017-06-28
fire_00267,-118.58624,34.03941,2017-05-30,2017-06-28
fire_00268,-118.70294,34.10446,2017-05-30,2017-06-28
fire_00269,-122.0122,40.69554,2017-06-01,2017-06-30
fire_00270,-121.06656,39.08382,2017-06-02,2017-07-01
fire_00271,-117.096233,33.913089,2017-06-02,2017-07-01
fire_00272,-121.6268,39.8629,2017-06-02,2017-07-01
fire_00273,-119.921,37.4591,2017-06-02,2017-07-01
fire_00274,-120.620791,36.269125,2017-06-02,2017-07-01
fire_00275,-117.25411,33.96896,2017-06-03,2017-07-02
fire_00276,-116.99321,33.91806,2017-06-03,2017-07-02
fire_00277,-117.16215,33.87739,2017-06-03,2017-07-02
fire_00278,-121.30983,36.85596,2017-06-04,2017-07-03
fire_00279,-117.3125,34.304722,2017-06-04,2017-07-03
fire_00280,-119.51592,36.81476,2017-06-04,2017-07-03
fire_00281,-117.48405,33.99316,2017-06-04,2017-07-03
fire_00282,-121.54722,39.53944,2017-06-04,2017-07-03
fire_00283,-118.98603,34.20599,2017-06-04,2017-07-03
fire_00284,-117.48195,33.85323,2017-06-04,2017-07-03
fire_00285,-118.81979,36.10858,2017-06-05,2017-07-04
fire_00286,-122.8428,41.3975,2017-06-05,2017-07-04
fire_00287,-120.97111,38.7803,2017-06-08,2017-07-07
fire_00288,-120.4925,37.64898,2017-06-08,2017-07-07
fire_00289,-119.65621,36.95104,2017-06-05,2017-07-04
fire_00290,-120.67848,38.20176,2017-06-05,2017-07-04
fire_00291,-122.0251,38.49521,2017-06-06,2017-07-05
fire_00292,-119.08312,35.59904,2017-06-06,2017-07-05
fire_00293,-120.3223,35.0179,2017-06-06,2017-07-05
fire_00294,-118.89627,35.77896,2017-06-07,2017-07-06
fire_00295,-120.02027,37.09773,2017-06-07,2017-07-06
fire_00296,-117.314994,33.763304,2017-06-07,2017-07-06
fire_00297,-121.41222,39.45352,2017-06-07,2017-07-06
fire_00298,-117.06765,34.07612,2017-06-07,2017-07-06
fire_00299,-120.62825,35.346,2017-06-07,2017-07-06
fire_00300,-120.34802,37.65963,2017-06-07,2017-07-06
fire_00301,-121.78677,37.87808,2017-06-08,2017-07-07
fire_00302,-122.38619,40.48972,2017-06-15,2017-07-14
fire_00303,-119.9494,34.55096,2017-06-08,2017-07-07
fire_00304,-121.30451,41.72163,2017-06-13,2017-07-12
fire_00305,-123.501,41.59,2017-06-26,2017-07-25
fire_00306,-120.47322,35.42433,2017-06-09,2017-07-08
fire_00307,-122.25544,38.02929,2017-06-08,2017-07-07
fire_00308,-121.303,39.06308,2017-06-08,2017-07-07
fire_00309,-121.06088,38.67474,2017-06-12,2017-07-11
fire_00310,-120.57894,35.86949,2017-06-08,2017-07-07
fire_00311,-122.42606,40.29118,2017-06-08,2017-07-07
fire_00312,-120.20014,35.93273,2017-06-09,2017-07-08
fire_00313,-121.53865,39.37192,2017-06-10,2017-07-09
fire_00314,-120.027222,39.439722,2017-06-10,2017-07-09
fire_00315,-121.68562,37.25014,2017-06-10,2017-07-09
fire_00316,-121.33785,39.50475,2017-06-12,2017-07-11
fire_00317,-120.13249,34.72379,2017-06-17,2017-07-16
fire_00318,-117.10567,34.09773,2017-06-14,2017-07-13
fire_00319,-116.85396,32.84796,2017-06-11,2017-07-10
fire_00320,-120.14013,40.07045,2017-06-11,2017-07-10
fire_00321,-121.8179,37.39801,2017-06-11,2017-07-10
fire_00322,-120.85322,38.18303,2017-06-12,2017-07-11
fire_00323,-117.07975,33.62613,2017-06-13,2017-07-12
fire_00324,-117.189,34.149,2017-06-12,2017-07-11
fire_00325,-122.77846,38.08055,2017-06-12,2017-07-11
fire_00326,-117.24091,33.77896,2017-06-13,2017-07-12
fire_00327,-121.74826,36.66684,2017-06-16,2017-07-15
fire_00328,-123.28825,39.30125,2017-06-16,2017-07-15
fire_00329,-120.21321,37.61757,2017-06-16,2017-07-15
fire_00330,-123.10227,39.13207,2017-06-17,2017-07-16
fire_00331,-120.55579,35.95911,2017-06-17,2017-07-16
fire_00332,-122.20127,39.01224,2017-06-17,2017-07-16
fire_00333,-120.62177,38.29113,2017-06-17,2017-07-16
fire_00334,-120.56933,41.45589,2017-06-17,2017-07-16
fire_00335,-122.62382,38.86056,2017-06-17,2017-07-16
fire_00336,-118.78928,36.18815,2017-06-17,2017-07-16
fire_00337,-120.05404,36.05187,2017-07-25,2017-08-23
fire_00338,-123.57562,40.39799,2017-07-02,2017-07-31
fire_00339,-119.44751,34.94373,2017-06-18,2017-07-17
fire_00340,-122.43608,40.47106,2017-06-18,2017-07-17
fire_00341,-117.25075,33.75526,2017-06-18,2017-07-17
fire_00342,-118.99944,36.64404,2017-06-18,2017-07-17
fire_00343,-118.94252,36.0226,2017-06-30,2017-07-29
fire_00344,-120.36005,37.90014,2017-06-30,2017-07-29
fire_00345,-118.851943,34.792882,2017-06-28,2017-07-27
fire_00346,-117.18552,33.81976,2017-06-28,2017-07-27
fire_00347,-120.65764,37.81827,2017-06-18,2017-07-17
fire_00348,-121.74121,39.76243,2017-06-19,2017-07-18
fire_00349,-120.9761,39.9034,2017-06-29,2017-07-28
fire_00350,-120.408135,37.905545,2017-06-29,2017-07-28
fire_00351,-120.5634,35.06472,2017-06-20,2017-07-19
fire_00352,-120.97586,39.36902,2017-06-21,2017-07-20
fire_00353,-120.70013,38.559707,2017-06-26,2017-07-25
fire_00354,-119.06598,36.22265,2017-06-20,2017-07-19
fire_00355,-121.104,38.5181,2017-06-26,2017-07-25
fire_00356,-121.84108,37.44485,2017-06-26,2017-07-25
fire_00357,-123.506,41.478,2017-06-19,2017-07-18
fire_00358,-117.14466,34.20152,2017-06-22,2017-07-21
fire_00359,-116.66107,33.34659,2017-06-22,2017-07-21
fire_00360,-117.199,34.139,2017-06-22,2017-07-21
fire_00361,-120.73757,38.69775,2017-06-25,2017-07-24
fire_00362,-120.23656,35.7751,2017-06-24,2017-07-23
fire_00363,-121.3519,39.06522,2017-06-24,2017-07-23
fire_00364,-121.55552,36.96607,2017-06-23,2017-07-22
fire_00365,-117.03031,34.41204,2017-06-23,2017-07-22
fire_00366,-122.3209,40.1583,2017-06-28,2017-07-27
fire_00367,-120.95498,39.16826,2017-06-27,2017-07-26
fire_00368,-120.31157,37.65986,2017-07-02,2017-07-31
fire_00369,-122.17384,40.69259,2017-06-29,2017-07-28
fire_00370,-121.9741,41.9808,2017-06-29,2017-07-28
fire_00371,-121.039267,38.538332,2017-06-30,2017-07-29
fire_00372,-118.654,35.543,2017-06-30,2017-07-29
fire_00373,-122.90217,38.70289,2017-07-01,2017-07-30
fire_00374,-117.26969,34.19076,2017-07-01,2017-07-30
fire_00375,-117.396404,33.689092,2017-07-01,2017-07-30
fire_00376,-123.39253,40.79902,2017-07-03,2017-08-01
fire_00377,-120.2913,35.4403,2017-07-03,2017-08-01
fire_00378,-120.28037,35.40357,2017-07-03,2017-08-01
fire_00379,-123.76099,40.11794,2017-07-04,2017-08-02
fire_00380,-117.03826,34.08492,2017-07-04,2017-08-02
fire_00381,-117.85182,34.23925,2017-07-04,2017-08-02
fire_00382,-123.64281,40.27582,2017-07-04,2017-08-02
fire_00383,-122.81135,38.94599,2017-07-09,2017-08-07
fire_00384,-117.239099,34.009026,2017-07-05,2017-08-03
fire_00385,-118.47307,35.70639,2017-07-06,2017-08-04
fire_00386,-120.1397,39.75371,2017-07-07,2017-08-05
fire_00387,-120.74968,41.11989,2017-07-07,2017-08-05
fire_00388,-120.066,39.888,2017-07-07,2017-08-05
fire_00389,-116.8247,33.57139,2017-07-08,2017-08-06
fire_00390,-120.64584,35.86596,2017-07-08,2017-08-06
fire_00391,-123.36882,40.17598,2017-07-08,2017-08-06
fire_00392,-118.9267,34.92907,2017-07-11,2017-08-09
fire_00393,-121.68165,37.14653,2017-07-12,2017-08-10
fire_00394,-122.5415,39.87983,2017-07-11,2017-08-09
fire_00395,-122.2483,38.49336,2017-07-12,2017-08-10
fire_00396,-117.124538,33.797216,2017-07-14,2017-08-12
fire_00397,-120.77485,35.7908,2017-07-12,2017-08-10
fire_00398,-122.9401,41.99279,2017-07-14,2017-08-12
fire_00399,-117.30819,33.98212,2017-07-14,2017-08-12
fire_00400,-120.30046,37.62823,2017-07-14,2017-08-12
fire_00401,-119.618,37.644,2017-07-02,2017-07-31
fire_00402,-119.598,37.538,2017-07-15,2017-08-13
fire_00403,-116.88066,33.95036,2017-07-15,2017-08-13
fire_00404,-121.5935,40.92602,2017-07-18,2017-08-16
fire_00405,-117.00258,33.87679,2017-07-20,2017-08-18
fire_00406,-121.32957,39.1234,2017-07-21,2017-08-19
fire_00407,-120.89746,39.9864,2017-07-21,2017-08-19
fire_00408,-123.474,41.841,2017-07-16,2017-08-14
fire_00409,-118.296,36.257,2017-07-03,2017-08-01
fire_00410,-116.42907,32.65003,2017-07-22,2017-08-20
fire_00411,-123.676,41.853,2017-07-08,2017-08-06
fire_00412,-120.321,41.466,2017-07-04,2017-08-02
fire_00413,-121.90516,37.72543,2017-07-23,2017-08-21
fire_00414,-120.443545,36.099681,2017-07-24,2017-08-22
fire_00415,-116.46989,33.20988,2017-07-27,2017-08-25
fire_00416,-120.48641,40.80968,2017-07-27,2017-08-25
fire_00417,-122.70449,40.29831,2017-07-27,2017-08-25
fire_00418,-119.43376,36.93332,2017-07-27,2017-08-25
fire_00419,-121.56425,37.56181,2017-07-28,2017-08-26
fire_00420,-122.71998,38.26294,2017-07-28,2017-08-26
fire_00421,-117.3968,33.6444,2017-07-28,2017-08-26
fire_00422,-119.28241,36.7279,2017-07-28,2017-08-26
fire_00423,-123.63721,41.02705,2017-07-29,2017-08-27
fire_00424,-120.72274,38.34421,2017-07-29,2017-08-27
fire_00425,-118.74103,36.15356,2017-07-30,2017-08-28
fire_00426,-122.27499,41.222,2017-07-29,2017-08-27
fire_00427,-121.30209,39.57701,2017-07-30,2017-08-28
fire_00428,-119.64622,37.44663,2017-07-30,2017-08-28
fire_00429,-120.22215,40.43962,2017-07-30,2017-08-28
fire_00430,-121.90077,41.99483,2017-07-30,2017-08-28
fire_00431,-119.55425,38.655,2017-07-30,2017-08-28
fire_00432,-120.36659,41.4844,2017-07-31,2017-08-29
fire_00433,-121.12004,39.34292,2017-07-31,2017-08-29
fire_00434,-120.31814,41.64469,2017-07-31,2017-08-29
fire_00435,-120.32685,36.36113,2017-07-31,2017-08-29
fire_00436,-123.64214,40.03697,2017-08-01,2017-08-30
fire_00437,-123.10003,40.76025,2017-07-31,2017-08-29
fire_00438,-118.62882,34.52055,2017-08-01,2017-08-30
fire_00439,-116.76997,32.6001,2017-08-02,2017-08-31
fire_00440,-119.782,38.329,2017-07-01,2017-07-30
fire_00441,-117.33364,33.73547,2017-08-11,2017-09-09
fire_00442,-119.941,38.12,2017-08-04,2017-09-02
fire_00443,-122.02525,40.71923,2017-08-02,2017-08-31
fire_00444,-118.406,35.76,2017-08-02,2017-08-31
fire_00445,-118.2674,34.22957,2017-08-02,2017-08-31
fire_00446,-119.48067,37.21616,2017-08-04,2017-09-02
fire_00447,-120.52189,36.09486,2017-08-04,2017-09-02
fire_00448,-117.09984,33.97471,2017-08-03,2017-09-01
fire_00449,-120.50886,35.31886,2017-08-04,2017-09-02
fire_00450,-122.49327,39.01748,2017-08-06,2017-09-04
fire_00451,-120.9204,40.13278,2017-08-04,2017-09-02
fire_00452,-121.59899,36.99092,2017-08-04,2017-09-02
fire_00453,-119.83556,37.37397,2017-08-04,2017-09-02
fire_00454,-119.93499,40.69573,2017-07-31,2017-08-29
fire_00455,-121.04445,35.76343,2017-08-24,2017-09-22
fire_00456,-122.292,41.222,2017-07-29,2017-08-27
fire_00457,-123.375,40.804,2017-07-03,2017-08-01
fire_00458,-120.504134,37.896778,2017-08-20,2017-09-18
fire_00459,-116.61609,32.59252,2017-08-08,2017-09-06
fire_00460,-120.56068,35.5956,2017-08-27,2017-09-25
fire_00461,-120.87609,36.17297,2017-08-12,2017-09-10
fire_00462,-120.75485,39.75312,2017-08-06,2017-09-04
fire_00463,-119.32109,37.10067,2017-08-12,2017-09-10
fire_00464,-122.85194,39.44543,2017-08-13,2017-09-11
fire_00465,-121.56858,40.07613,2017-08-29,2017-09-27
fire_00466,-122.3001,37.41591,2017-08-12,2017-09-10
fire_00467,-121.81623,40.98352,2017-08-12,2017-09-10
fire_00468,-124.01168,41.98128,2017-08-13,2017-09-11
fire_00469,-121.60683,39.44257,2017-08-13,2017-09-11
fire_00470,-123.03344,39.42604,2017-08-13,2017-09-11
fire_00471,-123.03583,40.2275,2017-08-13,2017-09-11
fire_00472,-120.915,38.5758,2017-08-18,2017-09-16
fire_00473,-120.015509,37.14624,2017-08-19,2017-09-17
fire_00474,-123.1362,39.02482,2017-08-20,2017-09-18
fire_00475,-121.49925,37.63358,2017-08-20,2017-09-18
fire_00476,-120.31598,36.24653,2017-08-20,2017-09-18
fire_00477,-120.90462,36.94652,2017-08-21,2017-09-19
fire_00478,-120.39387,35.12269,2017-08-21,2017-09-19
fire_00479,-120.15846,37.76888,2017-08-21,2017-09-19
fire_00480,-121.7127,39.8255,2017-08-26,2017-09-24
fire_00481,-122.0041,38.4446,2017-08-24,2017-09-22
fire_00482,-121.40947,39.03168,2017-08-27,2017-09-25
fire_00483,-122.169,37.77982,2017-08-27,2017-09-25
fire_00484,-120.65279,35.3024,2017-08-27,2017-09-25
fire_00485,-117.68598,33.8668,2017-08-26,2017-09-24
fire_00486,-118.48555,36.27138,2017-08-28,2017-09-26
fire_00487,-120.4393,34.67403,2017-08-30,2017-09-28
fire_00488,-118.46734,35.59302,2017-08-30,2017-09-28
fire_00489,-117.10301,33.74925,2017-08-30,2017-09-28
fire_00490,-121.97233,38.43658,2017-09-02,2017-10-01
fire_00491,-119.87465,37.41231,2017-09-03,2017-10-02
fire_00492,-122.24731,40.20077,2017-09-03,2017-10-02
fire_00493,-122.576,39.15016,2017-09-06,2017-10-05
fire_00494,-122.24199,40.70627,2017-09-08,2017-10-07
fire_00495,-123.24713,38.51937,2017-09-07,2017-10-06
fire_00496,-122.255,40.24789,2017-09-08,2017-10-07
fire_00497,-123.96844,40.88516,2017-09-08,2017-10-07
fire_00498,-121.52966,39.62496,2017-09-08,2017-10-07
fire_00499,-122.24367,38.39206,2017-09-09,2017-10-08
fire_00500,-122.62879,38.60895,2017-09-08,2017-10-07
fire_00501,-122.5209,38.4041,2017-09-09,2017-10-08
fire_00502,-122.39052,38.31802,2017-09-08,2017-10-07
fire_00503,-121.40613,39.39455,2017-09-09,2017-10-08
fire_00504,-121.4021,39.32198,2017-09-08,2017-10-07
fire_00505,-121.08406,39.19325,2017-09-09,2017-10-08
fire_00506,-123.16635,39.24873,2017-09-08,2017-10-07
fire_00507,-120.52953,38.40234,2017-09-09,2017-10-08
fire_00508,-122.47301,38.14242,2017-09-09,2017-10-08
fire_00509,-120.44448,35.28738,2017-09-09,2017-10-08
fire_00510,-118.56578,35.21556,2017-09-26,2017-10-25
fire_00511,-122.64543,39.01387,2017-09-09,2017-10-08
fire_00512,-121.12792,39.24549,2017-09-08,2017-10-07
fire_00513,-121.67261,39.74679,2017-09-09,2017-10-08
fire_00514,-117.70975,33.87041,2017-09-09,2017-10-08
fire_00515,-117.34192,33.60247,2017-09-26,2017-10-25
fire_00516,-121.91425,40.02261,2017-09-26,2017-10-25
fire_00517,-119.2288,36.7528,2017-09-11,2017-10-10
fire_00518,-122.90939,38.76549,2017-09-09,2017-10-08
fire_00519,-122.07012,37.18356,2017-09-16,2017-10-15
fire_00520,-118.05545,34.22551,2017-09-17,2017-10-16
fire_00521,-123.51619,40.46836,2017-09-14,2017-10-13
fire_00522,-118.76152,35.19008,2017-09-12,2017-10-11
fire_00523,-116.50897,33.18716,2017-09-15,2017-10-14
fire_00524,-121.13737,39.06414,2017-09-10,2017-10-09
