id,lon,lat,start,end
fire_00525,-120.46234,38.77921,2017-09-10,2017-10-09
fire_00526,-117.02132,33.50488,2017-09-10,2017-10-09
fire_00527,-117.40625,34.21829,2017-11-05,2017-12-04
fire_00528,-117.33334,34.16564,2017-11-05,2017-12-04
fire_00529,-117.00589,33.8826,2017-09-23,2017-10-22
fire_00530,-117.4982,34.13534,2017-09-24,2017-10-23
fire_00531,-118.701,35.3091,2017-09-15,2017-10-14
fire_00532,-120.96514,35.78616,2017-09-13,2017-10-12
fire_00533,-120.287,38.848,2017-09-13,2017-10-12
fire_00534,-122.57487,39.0199,2017-09-14,2017-10-13
fire_00535,-122.58152,38.46123,2017-09-14,2017-10-13
fire_00536,-121.80377,36.5858,2017-09-15,2017-10-14
fire_00537,-121.85663,37.7393,2017-09-17,2017-10-16
fire_00538,-117.402445,33.402411,2017-09-17,2017-10-16
fire_00539,-120.84748,37.89532,2017-09-18,2017-10-17
fire_00540,-118.58188,34.45283,2017-11-05,2017-12-04
fire_00541,-118.35863,34.31283,2017-11-05,2017-12-04
fire_00542,-119.09124,34.41521,2017-11-04,2017-12-03
fire_00543,-117.4764,33.96514,2017-11-04,2017-12-03
fire_00544,-122.28165,39.81517,2017-10-03,2017-11-01
fire_00545,-119.48284,38.46111,2017-10-14,2017-11-12
fire_00546,-117.46709,33.38613,2017-09-13,2017-10-12
fire_00547,-116.50151,33.90327,2017-10-15,2017-11-13
fire_00548,-119.30918,34.34949,2017-09-24,2017-10-23
fire_00549,-120.00353,35.41112,2017-09-20,2017-10-19
fire_00550,-121.00391,36.38109,2017-10-26,2017-11-24
fire_00551,-116.37345,32.64962,2017-09-21,2017-10-20
fire_00552,-116.940661,34.035344,2017-10-30,2017-11-28
fire_00553,-117.163,33.3237,2017-11-07,2017-12-06
fire_00554,-117.14979,33.59257,2017-11-07,2017-12-06
fire_00555,-116.91023,33.88994,2017-11-13,2017-12-12
fire_00556,-118.48178,34.09454,2017-11-06,2017-12-05
fire_00557,-120.27077,34.71796,2017-11-16,2017-12-15
fire_00558,-120.414875,34.605358,2017-11-14,2017-12-13
fire_00559,-117.38417,33.9885,2017-11-21,2017-12-20
fire_00560,-119.61865,38.869036,2017-11-28,2017-12-27
fire_00561,-119.94083,35.92436,2018-03-13,2018-04-11
fire_00562,-121.28185,35.96689,2018-01-08,2018-02-06
fire_00563,-118.50235,37.40208,2018-01-19,2018-02-17
fire_00564,-121.6039,37.73835,2018-04-14,2018-05-13
fire_00565,-117.05992,33.62924,2018-04-17,2018-05-16
fire_00566,-116.164058,33.711263,2018-03-16,2018-04-14
fire_00567,-119.76576,34.0232,2018-02-25,2018-03-26
fire_00568,-121.77419,40.4635,2018-02-25,2018-03-26
fire_00569,-117.48144,33.86439,2018-03-10,2018-04-08
fire_00570,-116.58759,33.12213,2018-04-10,2018-05-09
fire_00571,-122.48556,41.65935,2018-04-09,2018-05-08
fire_00572,-117.16232,33.88744,2018-03-23,2018-04-21
fire_00573,-120.18499,39.89075,2018-03-27,2018-04-25
fire_00574,-120.18236,34.74245,2018-04-17,2018-05-16
fire_00575,-117.27467,33.40178,2018-04-09,2018-05-08
fire_00576,-117.502405,33.389425,2018-04-04,2018-05-03
fire_00577,-120.77206,36.85156,2018-04-02,2018-05-01
fire_00578,-117.148204,33.504964,2018-04-04,2018-05-03
fire_00579,-117.003829,33.467999,2018-04-04,2018-05-03
fire_00580,-118.08449,36.71537,2018-03-20,2018-04-18
fire_00581,-117.32281,33.67815,2018-03-29,2018-04-27
fire_00582,-118.9821,35.826333,2018-04-18,2018-05-17
fire_00583,-122.21032,40.31759,2018-04-18,2018-05-17
fire_00584,-122.513883,41.791859,2018-04-19,2018-05-18
fire_00585,-121.01638,37.056944,2018-04-20,2018-05-19
fire_00586,-122.23059,38.16303,2018-04-21,2018-05-20
fire_00587,-117.03134,33.35505,2018-04-22,2018-05-21
fire_00588,-119.75307,37.0979,2018-04-23,2018-05-22
fire_00589,-120.12441,35.56922,2018-04-24,2018-05-23
fire_00590,-119.42172,36.75581,2018-04-26,2018-05-25
fire_00591,-121.76828,37.21803,2018-04-27,2018-05-26
fire_00592,-116.10231,33.53924,2018-04-28,2018-05-27
fire_00593,-122.58666,39.65578,2018-04-28,2018-05-27
fire_00594,-121.10903,37.32744,2018-04-29,2018-05-28
fire_00595,-120.64028,35.71859,2018-04-29,2018-05-28
fire_00596,-121.57918,37.75375,2018-04-30,2018-05-29
fire_00597,-122.01762,38.64953,2018-05-02,2018-05-31
fire_00598,-122.65582,39.46543,2018-05-02,2018-05-31
fire_00599,-122.29388,40.201826,2018-05-02,2018-05-31
fire_00600,-121.86473,37.99113,2018-05-03,2018-06-01
fire_00601,-117.72044,33.55132,2018-05-03,2018-06-01
fire_00602,-117.22215,33.45014,2018-05-03,2018-06-01
fire_00603,-120.55324,36.10499,2018-05-03,2018-06-01
fire_00604,-122.3307,39.80827,2018-05-04,2018-06-02
fire_00605,-117.31468,33.47413,2018-05-04,2018-06-02
fire_00606,-117.28189,33.742,2018-05-04,2018-06-02
fire_00607,-121.36446,36.83036,2018-05-04,2018-06-02
fire_00608,-120.91793,35.75737,2018-05-04,2018-06-02
fire_00609,-122.33769,41.58233,2018-05-04,2018-06-02
fire_00610,-117.06782,32.78031,2018-05-04,2018-06-02
fire_00611,-116.92404,32.75072,2018-05-04,2018-06-02
fire_00612,-118.31138,34.5486,2018-05-05,2018-06-03
fire_00613,-122.98442,41.64805,2018-05-05,2018-06-03
fire_00614,-120.99322,36.40755,2018-05-05,2018-06-03
fire_00615,-120.901167,36.378333,2018-05-05,2018-06-03
fire_00616,-119.623981,37.10181,2018-05-05,2018-06-03
fire_00617,-121.03253,36.64832,2018-05-05,2018-06-03
fire_00618,-122.44408,38.245151,2018-05-06,2018-06-04
fire_00619,-117.22974,33.40769,2018-05-06,2018-06-04
fire_00620,-116.46674,32.63046,2018-05-07,2018-06-05
fire_00621,-121.09199,38.24033,2018-05-12,2018-06-10
fire_00622,-120.24315,37.33924,2018-05-08,2018-06-06
fire_00623,-122.3571,39.94355,2018-05-10,2018-06-08
fire_00624,-122.58218,39.64978,2018-05-10,2018-06-08
fire_00625,-122.5275,37.97638,2018-05-10,2018-06-08
fire_00626,-122.5275,37.97638,2018-05-10,2018-06-08
fire_00627,-121.11936,35.9352,2018-05-10,2018-06-08
fire_00628,-120.862579,36.37532,2018-05-13,2018-06-11
fire_00629,-120.670311,35.663607,2018-05-14,2018-06-12
fire_00630,-117.746625,33.787838,2018-05-12,2018-06-10
fire_00631,-117.654299,33.925862,2018-05-13,2018-06-11
fire_00632,-118.427886,34.110516,2018-05-13,2018-06-11
fire_00633,-122.135924,40.394073,2018-05-14,2018-06-12
fire_00634,-116.821724,33.524412,2018-05-15,2018-06-13
fire_00635,-121.617698,39.602703,2018-05-15,2018-06-13
fire_00636,-120.624135,35.58354,2018-05-15,2018-06-13
fire_00637,-120.36403,40.3768,2018-05-15,2018-06-13
fire_00638,-120.34207,37.39339,2018-05-16,2018-06-14
fire_00639,-119.91223,37.14663,2018-05-16,2018-06-14
fire_00640,-119.84299,37.47677,2018-05-16,2018-06-14
fire_00641,-121.521111,39.549167,2018-05-17,2018-06-15
fire_00642,-122.476381,38.886518,2018-05-17,2018-06-15
fire_00643,-121.998967,38.015323,2018-05-17,2018-06-15
fire_00644,-120.892404,38.265645,2018-05-18,2018-06-16
fire_00645,-119.416746,38.834395,2018-05-18,2018-06-16
fire_00646,-121.806775,37.627119,2018-05-18,2018-06-16
fire_00647,-121.176354,37.05876,2018-05-18,2018-06-16
fire_00648,-120.199162,37.707234,2018-05-19,2018-06-17
fire_00649,-121.908976,37.779209,2018-05-20,2018-06-18
fire_00650,-120.57833,35.77017,2018-05-20,2018-06-18
fire_00651,-120.75593,35.73629,2018-05-21,2018-06-19
fire_00652,-120.39295,35.05747,2018-05-22,2018-06-20
fire_00653,-122.17457,40.52909,2018-05-24,2018-06-22
fire_00654,-121.77867,40.35068,2018-05-24,2018-06-22
fire_00655,-122.19792,40.12791,2018-05-24,2018-06-22
fire_00656,-122.27574,40.18395,2018-05-24,2018-06-22
fire_00657,-122.59848,39.0674,2018-05-24,2018-06-22
fire_00658,-118.75495,34.53765,2018-05-24,2018-06-22
fire_00659,-122.512012,39.2976,2018-06-04,2018-07-03
fire_00660,-118.72905,35.1234,2018-05-30,2018-06-28
fire_00661,-122.42308,40.50318,2018-05-25,2018-06-23
fire_00662,-120.30187,37.80785,2018-05-25,2018-06-23
fire_00663,-120.68902,37.95766,2018-05-25,2018-06-23
fire_00664,-121.09354,37.08529,2018-05-25,2018-06-23
fire_00665,-123.38493,39.038859,2018-06-05,2018-07-04
fire_00666,-120.945482,38.052055,2018-05-30,2018-06-28
fire_00667,-121.954098,39.6139,2018-05-30,2018-06-28
fire_00668,-122.9144,40.60402,2018-05-29,2018-06-27
fire_00669,-120.86256,35.95515,2018-05-27,2018-06-25
fire_00670,-119.118,37.571,2018-05-12,2018-06-10
fire_00671,-119.304499,36.696879,2018-05-28,2018-06-26
fire_00672,-121.78208,39.59872,2018-05-27,2018-06-25
fire_00673,-120.71488,35.33916,2018-05-27,2018-06-25
fire_00674,-120.45053,40.316137,2018-05-28,2018-06-26
fire_00675,-122.99272,41.83359,2018-05-28,2018-06-26
fire_00676,-121.637759,39.491737,2018-06-04,2018-07-03
fire_00677,-121.17693,38.595865,2018-05-30,2018-06-28
fire_00678,-121.9921,37.94714,2018-05-30,2018-06-28
fire_00679,-121.67144,37.66074,2018-05-30,2018-06-28
fire_00680,-117.15381,34.17711,2018-05-31,2018-06-29
fire_00681,-122.18183,38.80583,2018-05-31,2018-06-29
fire_00682,-116.732032,33.56349,2018-06-04,2018-07-03
fire_00683,-122.44008,40.00293,2018-06-14,2018-07-13
fire_00684,-119.50461,37.22791,2018-06-10,2018-07-09
fire_00685,-123.051,41.085,2018-06-01,2018-06-30
fire_00686,-116.7311,32.833674,2018-06-06,2018-07-05
fire_00687,-122.12351,37.86339,2018-06-02,2018-07-01
fire_00688,-116.764733,32.619855,2018-06-06,2018-07-05
fire_00689,-121.059979,38.539806,2018-06-04,2018-07-03
fire_00690,-122.534655,41.893332,2018-06-05,2018-07-04
fire_00691,-120.95408,38.42623,2018-06-06,2018-07-05
fire_00692,-116.958806,34.095568,2018-06-06,2018-07-05
fire_00693,-120.11461,41.29363,2018-06-13,2018-07-12
fire_00694,-119.831389,34.463889,2018-06-06,2018-07-05
fire_00695,-121.53586,37.06367,2018-06-06,2018-07-05
fire_00696,-121.76859,39.77124,2018-06-12,2018-07-11
fire_00697,-117.35606,34.171786,2018-06-13,2018-07-12
fire_00698,-119.88581,37.6549,2018-06-13,2018-07-12
fire_00699,-118.87881,34.86022,2018-06-08,2018-07-07
fire_00700,-121.51772,39.66492,2018-06-10,2018-07-09
fire_00701,-121.79189,37.22545,2018-06-10,2018-07-09
fire_00702,-121.702547,37.163594,2018-06-10,2018-07-09
fire_00703,-120.61108,41.50105,2018-06-14,2018-07-13
fire_00704,-121.0454,36.65351,2018-06-11,2018-07-10
fire_00705,-118.21881,36.6734,2018-06-08,2018-07-07
fire_00706,-122.23449,40.62693,2018-06-08,2018-07-07
fire_00707,-121.85311,37.79718,2018-06-08,2018-07-07
fire_00708,-121.60646,37.75646,2018-06-08,2018-07-07
fire_00709,-119.82242,39.05391,2018-06-09,2018-07-08
fire_00710,-117.40967,34.22526,2018-06-06,2018-07-05
fire_00711,-119.80414,37.19817,2018-06-09,2018-07-08
fire_00712,-122.59789,39.06715,2018-06-09,2018-07-08
fire_00713,-121.93908,40.33682,2018-06-09,2018-07-08
fire_00714,-120.82355,36.59036,2018-06-12,2018-07-11
fire_00715,-120.02137,39.99309,2018-06-14,2018-07-13
fire_00716,-122.47293,41.70877,2018-06-15,2018-07-14
fire_00717,-121.21597,40.95234,2018-06-15,2018-07-14
fire_00718,-123.85404,41.34453,2018-06-15,2018-07-14
fire_00719,-121.05722,41.08583,2018-06-15,2018-07-14
fire_00720,-121.27049,40.94666,2018-06-15,2018-07-14
fire_00721,-122.11375,40.27754,2018-06-15,2018-07-14
fire_00722,-123.688056,41.07944,2018-07-17,2018-08-15
fire_00723,-120.97339,35.70086,2018-06-17,2018-07-16
fire_00724,-116.8663,32.557566,2018-06-17,2018-07-16
fire_00725,-122.37985,41.632373,2018-06-17,2018-07-16
fire_00726,-120.31805556,34.54305556,2018-06-18,2018-07-17
fire_00727,-121.99388889,38.59694444,2018-06-18,2018-07-17
fire_00728,-121.43131,39.57202,2018-06-19,2018-07-18
fire_00729,-119.97546,37.28365,2018-06-19,2018-07-18
fire_00730,-116.78928,33.04898,2018-06-20,2018-07-19
fire_00731,-117.607577,33.836101,2018-06-19,2018-07-18
fire_00732,-122.649626,40.741186,2018-06-20,2018-07-19
fire_00733,-120.22298,34.62412,2018-06-20,2018-07-19
fire_00734,-122.86854,38.91152,2018-06-21,2018-07-20
fire_00735,-120.95157,35.68539,2018-06-21,2018-07-20
fire_00736,-120.71907,35.64917,2018-06-21,2018-07-20
fire_00737,-121.88807,37.449425,2018-06-22,2018-07-21
fire_00738,-123.258319,39.279833,2018-06-21,2018-07-20
fire_00739,-118.70443,36.42638,2018-06-19,2018-07-18
fire_00740,-122.62357,40.65428,2018-06-23,2018-07-22
fire_00741,-118.60441,34.38039,2018-06-23,2018-07-22
fire_00742,-116.154398,33.56921,2018-06-23,2018-07-22
fire_00743,-122.97222,38.981389,2018-08-03,2018-09-01
fire_00744,-121.90215,40.824,2018-06-24,2018-07-23
fire_00745,-120.82497,40.34822,2018-06-24,2018-07-23
fire_00746,-121.600023,37.07793,2018-06-25,2018-07-24
fire_00747,-121.85847,37.89612,2018-06-25,2018-07-24
fire_00748,-121.40604,36.796,2018-06-25,2018-07-24
fire_00749,-121.55604,37.71173,2018-06-25,2018-07-24
fire_00750,-123.0496,38.8802,2018-07-02,2018-07-31
fire_00751,-116.91845,33.07892,2018-06-27,2018-07-26
fire_00752,-116.500058,33.571763,2018-06-26,2018-07-25
fire_00753,-120.46078,38.08424,2018-07-06,2018-08-04
fire_00754,-120.0545,37.69965,2018-07-05,2018-08-03
fire_00755,-121.79733,37.533026,2018-07-05,2018-08-03
fire_00756,-118.83556,35.37444,2018-07-04,2018-08-02
fire_00757,-123.103367,39.243283,2018-06-27,2018-07-26
fire_00758,-118.82989,36.21634,2018-06-27,2018-07-26
fire_00759,-123.11971,39.04786,2018-06-27,2018-07-26
fire_00760,-118.817934,35.387408,2018-06-27,2018-07-26
fire_00761,-120.868091,40.633536,2018-06-27,2018-07-26
fire_00762,-123.54642,41.95113,2018-06-15,2018-07-14
fire_00763,-119.929,38.349,2018-07-02,2018-07-31
fire_00764,-118.970443,37.735461,2018-07-01,2018-07-30
fire_00765,-117.43521,33.85852,2018-06-28,2018-07-27
fire_00766,-117.24044,33.41476,2018-06-28,2018-07-27
fire_00767,-121.792885,39.186144,2018-07-01,2018-07-30
fire_00768,-122.18353,38.51943,2018-06-28,2018-07-27
fire_00769,-123.08489,39.82877,2018-07-01,2018-07-30
fire_00770,-121.6002,40.95673,2018-06-29,2018-07-28
fire_00771,-120.64398,35.30151,2018-08-17,2018-09-15
fire_00772,-116.77154,33.05737,2018-07-07,2018-08-05
fire_00773,-120.874167,38.645,2018-07-02,2018-07-31
fire_00774,-121.03918,38.82128,2018-07-02,2018-07-31
fire_00775,-121.451307,38.82426,2018-07-02,2018-07-31
fire_00776,-120.343056,35.847778,2018-07-07,2018-08-05
fire_00777,-117.52055,33.69888,2018-07-07,2018-08-05
fire_00778,-117.460278,33.759722,2018-07-07,2018-08-05
fire_00779,-120.872244,38.061298,2018-07-07,2018-08-05
fire_00780,-121.27,39.996944,2018-07-08,2018-08-06
fire_00781,-119.98329,35.97896,2018-07-07,2018-08-05
fire_00782,-118.80138889,35.56888889,2018-07-17,2018-08-15
fire_00783,-122.219,40.896,2018-07-10,2018-08-08
fire_00784,-117.066643,33.946896,2018-07-23,2018-08-21
fire_00785,-116.902985,33.076239,2018-07-10,2018-08-08
fire_00786,-121.52225,40.99344,2018-07-10,2018-08-08
fire_00787,-122.26389,38.27229,2018-07-10,2018-08-08
fire_00788,-122.14097,37.99618,2018-07-18,2018-08-16
fire_00789,-122.44468,38.69601,2018-08-09,2018-09-07
fire_00790,-122.043747,38.431278,2018-07-11,2018-08-09
fire_00791,-118.51651,35.17156,2018-07-18,2018-08-16
fire_00792,-121.07039,39.10494,2018-07-13,2018-08-11
fire_00793,-117.0242529,33.0971179,2018-07-14,2018-08-12
fire_00794,-120.82226,36.00912,2018-07-12,2018-08-10
fire_00795,-118.7393,35.79012,2018-07-16,2018-08-14
fire_00796,-121.04386,41.38544,2018-07-16,2018-08-14
fire_00797,-122.02805,37.69926,2018-07-27,2018-08-25
fire_00798,-118.6525,35.51777778,2018-07-19,2018-08-17
fire_00799,-122.89055556,40.36888889,2018-07-20,2018-08-18
fire_00800,-120.09222222,35.11416667,2018-07-20,2018-08-18
fire_00801,-117.171731,33.627006,2018-07-20,2018-08-18
fire_00802,-120.002619,37.197039,2018-07-24,2018-08-22
fire_00803,-117.20534,33.97902,2018-07-26,2018-08-24
fire_00804,-119.431667,37.179167,2018-07-28,2018-08-26
fire_00805,-122.57496,39.02017,2018-07-27,2018-08-25
fire_00806,-117.085354,33.640051,2018-07-28,2018-08-26
fire_00807,-117.846111,34.2325,2018-08-10,2018-09-08
fire_00808,-122.3625,38.8275,2018-07-31,2018-08-29
fire_00809,-119.61416,34.576944,2018-08-02,2018-08-31
fire_00810,-120.72362,41.52123,2018-08-03,2018-09-01
fire_00811,-117.244366,34.15475,2018-08-01,2018-08-30
fire_00812,-122.43,40.9425,2018-08-06,2018-09-04
fire_00813,-122.85276,38.91842,2018-08-04,2018-09-02
fire_00814,-120.658333,39.268611,2018-08-04,2018-09-02
fire_00815,-120.92611,38.94388,2018-08-05,2018-09-03
fire_00816,-122.400556,40.678889,2018-08-05,2018-09-03
fire_00817,-120.61746,37.83388,2018-08-09,2018-09-07
fire_00818,-123.52019,40.616251,2018-08-05,2018-09-03
fire_00819,-119.45186,38.347395,2018-08-05,2018-09-03
fire_00820,-121.1563,36.35502,2018-08-14,2018-09-12
fire_00821,-122.727,38.02447,2018-08-11,2018-09-09
fire_00822,-118.92485,34.91482,2018-08-13,2018-09-11
fire_00823,-116.93188,33.80406,2018-08-15,2018-09-13
fire_00824,-120.65672,38.7448,2018-08-21,2018-09-19
fire_00825,-118.60858,34.48229,2018-08-23,2018-09-21
fire_00826,-119.68912,37.38789,2018-08-23,2018-09-21
fire_00827,-120.93005,40.33642,2018-08-23,2018-09-21
fire_00828,-121.43025,40.34256,2018-08-29,2018-09-27
fire_00829,-122.17173,40.5939,2018-08-29,2018-09-27
fire_00830,-121.75815,37.33563,2018-08-24,2018-09-22
fire_00831,-121.62168,39.84151,2018-08-25,2018-09-23
fire_00832,-117.42431,34.24138,2018-08-27,2018-09-25
fire_00833,-121.24898,35.97677,2018-09-02,2018-10-01
fire_00834,-119.3127769,36.938674,2018-09-02,2018-10-01
fire_00835,-122.18,40.22027778,2018-09-07,2018-10-06
fire_00836,-121.68694444,37.1769444,2018-09-07,2018-10-06
fire_00837,-122.43933,41.94046,2018-09-10,2018-10-09
fire_00838,-121.94658,38.45673,2018-09-12,2018-10-11
fire_00839,-120.69955,36.18401,2018-09-13,2018-10-12
fire_00840,-122.51597,40.49618,2018-09-14,2018-10-13
fire_00841,-122.38366,40.60866,2018-09-14,2018-10-13
fire_00842,-121.54103,39.93427,2018-09-15,2018-10-14
fire_00843,-120.48861,35.17693,2018-09-19,2018-10-18
fire_00844,-119.10433,36.47766,2018-09-24,2018-10-23
fire_00845,-121.51707,39.36529,2018-09-30,2018-10-29
fire_00846,-122.046,37.0125,2018-10-04,2018-11-02
fire_00847,-123.28774,39.62194,2018-10-09,2018-11-07
fire_00848,-121.4347,39.8134,2018-10-09,2018-11-07
fire_00849,-122.308479,40.346652,2018-10-06,2018-11-04
fire_00850,-120.19336,40.83116,2018-10-09,2018-11-07
fire_00851,-121.9424,38.21396,2018-10-09,2018-11-07
fire_00852,-118.93444,34.22685,2018-10-09,2018-11-07
fire_00853,-118.70128,34.235,2018-10-09,2018-11-07
fire_00854,-121.7944,37.81111,2018-10-16,2018-11-14
fire_00855,-124.001849,40.888785,2018-10-13,2018-11-11
fire_00856,-117.43184,34.18075,2018-10-14,2018-11-12
fire_00857,-121.94182,37.61158,2018-10-15,2018-11-13
fire_00858,-119.09916667,34.30166667,2018-10-16,2018-11-14
fire_00859,-118.64381589,34.26734825,2018-10-13,2018-11-11
fire_00860,-122.12036,37.12857,2018-10-17,2018-11-15
fire_00861,-123.67555556,40.61805556,2018-12-02,2018-12-31
fire_00862,-121.32399,39.24678,2019-05-26,2019-06-24
fire_00863,-120.09715,35.81778,2019-03-29,2019-04-27
fire_00864,-121.957,39.83958,2019-03-31,2019-04-29
fire_00865,-118.92545,35.65189,2019-03-31,2019-04-29
fire_00866,-121.905,39.85484,2019-04-01,2019-04-30
fire_00867,-119.19454,35.03855,2019-04-03,2019-05-02
fire_00868,-119.62762,35.72057,2019-04-07,2019-05-06
fire_00869,-120.76088,39.11536,2019-04-10,2019-05-09
fire_00870,-116.8663,32.557566,2019-04-13,2019-05-12
fire_00871,-116.172534,33.650237,2019-04-18,2019-05-17
fire_00872,-122.30737,39.98097,2019-04-20,2019-05-19
fire_00873,-117.18194,33.81678,2019-04-20,2019-05-19
fire_00874,-119.96498,35.30759,2019-04-29,2019-05-28
fire_00875,-119.3046,36.66909,2019-04-29,2019-05-28
fire_00876,-114.57265,33.69078,2019-04-30,2019-05-29
fire_00877,-121.22093,37.45899,2019-04-30,2019-05-29
fire_00878,-116.1466,33.57039,2019-04-29,2019-05-28
fire_00879,-119.10974,36.28001,2019-05-02,2019-05-31
fire_00880,-118.99229,36.18479,2019-05-03,2019-06-01
fire_00881,-118.85712,36.23012,2019-05-04,2019-06-02
fire_00882,-118.80582,36.14246,2019-05-04,2019-06-02
fire_00883,-119.913717,35.343761,2019-05-06,2019-06-04
fire_00884,-121.9763,38.02503,2019-05-07,2019-06-05
fire_00885,-122.12214,38.21416,2019-05-08,2019-06-06
fire_00886,-121.39259,38.75263,2019-05-08,2019-06-06
fire_00887,-121.09375,37.25988,2019-05-08,2019-06-06
fire_00888,-121.56363,39.15641,2019-05-09,2019-06-07
fire_00889,-122.23922,38.88978,2019-05-09,2019-06-07
fire_00890,-122.47282,38.63047,2019-05-09,2019-06-07
fire_00891,-121.85906,39.28926,2019-05-09,2019-06-07
fire_00892,-120.41128,35.66318,2019-05-13,2019-06-11
fire_00893,-121.70768,37.21638,2019-05-10,2019-06-08
fire_00894,-121.84082,37.44422,2019-05-11,2019-06-09
fire_00895,-120.88241,35.97059,2019-05-13,2019-06-11
fire_00896,-118.94106,35.89593,2019-05-11,2019-06-09
fire_00897,-120.11738,35.57376,2019-05-11,2019-06-09
fire_00898,-116.97772,33.30267,2019-05-11,2019-06-09
fire_00899,-121.73659,39.76242,2019-05-16,2019-06-14
fire_00900,-122.35962,41.64895,2019-05-15,2019-06-13
fire_00901,-122.40157,41.94622,2019-05-17,2019-06-15
fire_00902,-117.29665,33.39684,2019-05-21,2019-06-19
fire_00903,-121.85906,39.28926,2019-05-18,2019-06-16
fire_00904,-117.103765,33.919507,2019-05-22,2019-06-20
fire_00905,-121.57382,37.75427,2019-05-22,2019-06-20
fire_00906,-122.48277,39.97083,2019-05-23,2019-06-21
fire_00907,-121.32399,39.24678,2019-05-25,2019-06-23
fire_00908,-121.28312,37.46577,2019-05-26,2019-06-24
fire_00909,-120.94771,36.28426,2019-05-26,2019-06-24
fire_00910,-122.66779,40.41404,2019-05-27,2019-06-25
fire_00911,-121.534827,37.494136,2019-05-27,2019-06-25
fire_00912,-121.39419,38.73817,2019-05-27,2019-06-25
fire_00913,-117.15738,33.80493,2019-05-28,2019-06-26
fire_00914,-121.00055556,39.40972222,2019-05-29,2019-06-27
fire_00915,-116.91416667,32.62305556,2019-05-30,2019-06-28
fire_00916,-116.980528,33.911,2019-05-30,2019-06-28
fire_00917,-120.242411,37.312877,2019-05-30,2019-06-28
fire_00918,-121.23431,39.32889,2019-05-30,2019-06-28
fire_00919,-121.694968,37.18904,2019-06-02,2019-07-01
fire_00920,-121.538382,37.63206,2019-06-03,2019-07-02
fire_00921,-121.3697,37.469,2019-06-05,2019-07-04
fire_00922,-122.16201,37.99837,2019-06-05,2019-07-04
fire_00923,-122.767256,40.41741,2019-06-05,2019-07-04
fire_00924,-120.392768,40.679318,2019-06-05,2019-07-04
fire_00925,-121.35014,39.06066,2019-06-06,2019-07-05
fire_00926,-120.296551,37.524378,2019-06-08,2019-07-07
fire_00927,-120.2691666,35.6311111,2019-06-08,2019-07-07
fire_00928,-120.8092,35.95191,2019-06-09,2019-07-08
fire_00929,-116.953889,33.69055556,2019-06-11,2019-07-10
fire_00930,-116.7525,32.566389,2019-06-12,2019-07-11
fire_00931,-116.07896,33.56938,2019-06-12,2019-07-11
fire_00932,-121.586846,37.093243,2019-06-12,2019-07-11
fire_00933,-122.435492,40.463936,2019-06-12,2019-07-11
fire_00934,-117.1228851,33.8128372,2019-06-13,2019-07-12
fire_00935,-119.769881,39.631945,2019-06-13,2019-07-12
fire_00936,-120.158273,40.072739,2019-06-14,2019-07-13
fire_00937,-118.96,34.366111,2019-06-14,2019-07-13
fire_00938,-120.84372,37.944751,2019-06-15,2019-07-14
fire_00939,-121.76444444,37.32555556,2019-06-15,2019-07-14
fire_00940,-119.934167,37.016944,2019-06-15,2019-07-14
fire_00941,-116.7884,33.514658,2019-06-16,2019-07-15
fire_00942,-121.468074,37.962557,2019-06-16,2019-07-15
fire_00943,-120.306,41.909,2019-06-17,2019-07-16
fire_00944,-116.839743,32.794768,2019-06-17,2019-07-16
fire_00945,-121.371276,37.420988,2019-06-18,2019-07-17
fire_00946,-120.78068,38.115224,2019-06-18,2019-07-17
fire_00947,-120.027731,37.241427,2019-06-21,2019-07-20
fire_00948,-118.9183333,34.9008333,2019-06-21,2019-07-20
fire_00949,-122.143942,38.481258,2019-06-22,2019-07-21
fire_00950,-117.10318,34.42386,2019-06-22,2019-07-21
fire_00951,-121.579738,39.423833,2019-06-23,2019-07-22
fire_00952,-122.118889,38.158333,2019-06-24,2019-07-23
fire_00953,-121.807258,37.433192,2019-06-24,2019-07-23
fire_00954,-120.435278,35.004722,2019-06-24,2019-07-23
fire_00955,-122.656569,41.834366,2019-06-27,2019-07-26
fire_00956,-122.845,41.838,2019-06-27,2019-07-26
fire_00957,-123.846013,39.831762,2019-06-27,2019-07-26
fire_00958,-117.769766,33.997528,2019-06-28,2019-07-27
fire_00959,-121.260305,41.79591,2019-06-28,2019-07-27
fire_00960,-116.796032,32.767649,2019-06-28,2019-07-27
fire_00961,-119.94974,34.665699,2019-06-28,2019-07-27
fire_00962,-120.984167,35.908333,2019-06-29,2019-07-28
fire_00963,-121.466944,36.008889,2019-06-30,2019-07-29
fire_00964,-120.75664,38.757636,2019-06-30,2019-07-29
fire_00965,-118.41204,35.60989,2019-07-01,2019-07-30
fire_00966,-117.026667,32.575556,2019-07-02,2019-07-31
fire_00967,-121.123611,38.3525,2019-07-03,2019-08-01
fire_00968,-121.114095,38.622058,2019-07-03,2019-08-01
fire_00969,-120.23976,41.43783,2019-07-03,2019-08-01
fire_00970,-121.872941,37.908362,2019-07-04,2019-08-02
fire_00971,-118.752395,34.677864,2019-07-04,2019-08-02
fire_00972,-116.4449,34.202883,2019-07-04,2019-08-02
fire_00973,-122.25409,40.55924,2019-07-05,2019-08-03
fire_00974,-118.623651,35.287373,2019-07-06,2019-08-04
fire_00975,-117.333728,33.740219,2019-07-06,2019-08-04
