County,None,D0,D1,D2,D3,D4,Date
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2025-03-04
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2025-02-25
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2025-02-18
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2025-02-11
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2025-02-04
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2025-01-28
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2025-01-21
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2025-01-14
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2025-01-07
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-12-31
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-12-24
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-12-17
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-12-10
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-12-03
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-11-26
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-11-19
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-11-12
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-11-05
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-10-29
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-10-22
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-10-15
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-10-08
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-10-01
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-09-24
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-09-17
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2024-09-10
sonoma ,31.37,68.63,0.0,0.0,0.0,0.0,2024-09-03
sonoma ,31.37,68.63,0.0,0.0,0.0,0.0,2024-08-27
sonoma ,30.02,69.98,0.0,0.0,0.0,0.0,2024-08-20
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-08-13
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-08-06
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-30
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-23
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-16
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-09
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-07-02
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-06-25
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-06-18
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-06-11
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-06-04
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-05-28
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-05-21
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-05-14
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-05-07
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-04-30
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-04-23
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-04-16
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-04-09
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-04-02
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-03-26
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-03-19
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-03-12
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-03-05
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-02-27
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-02-20
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-02-13
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-02-06
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-01-30
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-01-23
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-01-16
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-01-09
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2024-01-02
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-12-26
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-12-19
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-12-12
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-12-05
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-11-28
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-11-21
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-11-14
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-11-07
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-10-31
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-10-24
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-10-17
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-10-10
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-10-03
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-09-26
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-09-19
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-09-12
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-09-05
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-08-29
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-08-22
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-08-15
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-08-08
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-08-01
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-07-25
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-07-18
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-07-11
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-07-04
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-06-27
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-06-20
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-06-13
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-06-06
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-05-30
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-05-23
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-05-16
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-05-09
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-05-02
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-04-25
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-04-18
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-04-11
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-04-04
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2023-03-28
sonoma ,72.67,27.33,0.0,0.0,0.0,0.0,2023-03-21
sonoma ,72.67,27.33,0.0,0.0,0.0,0.0,2023-03-14
sonoma ,0.0,100.0,10.92,0.0,0.0,0.0,2023-03-07
sonoma ,0.0,100.0,10.92,0.0,0.0,0.0,2023-02-28
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2023-02-21
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2023-02-14
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2023-02-07
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2023-01-31
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2023-01-24
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2023-01-17
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2023-01-10
sonoma ,0.0,100.0,100.0,66.02,0.0,0.0,2023-01-03
sonoma ,0.0,100.0,100.0,100.0,26.16,0.0,2022-12-27
sonoma ,0.0,100.0,100.0,100.0,26.16,0.0,2022-12-20
sonoma ,0.0,100.0,100.0,100.0,26.16,0.0,2022-12-13
sonoma ,0.0,100.0,100.0,100.0,26.16,0.0,2022-12-06
sonoma ,0.0,100.0,100.0,100.0,26.16,0.0,2022-11-29
sonoma ,0.0,100.0,100.0,100.0,26.16,0.0,2022-11-22
sonoma ,0.0,100.0,100.0,100.0,26.16,0.0,2022-11-15
sonoma ,0.0,100.0,100.0,100.0,33.83,0.0,2022-11-08
sonoma ,0.0,100.0,100.0,100.0,33.83,0.0,2022-11-01
sonoma ,0.0,100.0,100.0,100.0,33.83,0.0,2022-10-25
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-10-18
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-10-11
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-10-04
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-09-27
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-09-20
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-09-13
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-09-06
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-08-30
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-08-23
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-08-16
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-08-09
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-08-02
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-07-26
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-07-19
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-07-12
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-07-05
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-06-28
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-06-21
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-06-14
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-06-07
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-05-31
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-05-24
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-05-17
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-05-10
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-05-03
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-04-26
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-04-19
sonoma ,0.0,100.0,100.0,100.0,96.49,0.0,2022-04-12
sonoma ,0.0,100.0,100.0,100.0,96.49,0.0,2022-04-05
sonoma ,0.0,100.0,100.0,100.0,96.49,0.0,2022-03-29
sonoma ,0.0,100.0,100.0,100.0,96.49,0.0,2022-03-22
sonoma ,0.0,100.0,100.0,100.0,26.29,0.0,2022-03-15
sonoma ,0.0,100.0,100.0,100.0,26.29,0.0,2022-03-08
sonoma ,0.0,100.0,100.0,100.0,26.29,0.0,2022-03-01
sonoma ,0.0,100.0,100.0,100.0,26.29,0.0,2022-02-22
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-02-15
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-02-08
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-02-01
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-01-25
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-01-18
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-01-11
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2022-01-04
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2021-12-28
sonoma ,0.0,100.0,100.0,100.0,64.97,0.0,2021-12-21
sonoma ,0.0,100.0,100.0,100.0,100.0,0.0,2021-12-14
sonoma ,0.0,100.0,100.0,100.0,100.0,0.0,2021-12-07
sonoma ,0.0,100.0,100.0,100.0,100.0,0.0,2021-11-30
sonoma ,0.0,100.0,100.0,100.0,100.0,0.0,2021-11-23
sonoma ,0.0,100.0,100.0,100.0,100.0,11.83,2021-11-16
sonoma ,0.0,100.0,100.0,100.0,100.0,11.83,2021-11-09
sonoma ,0.0,100.0,100.0,100.0,100.0,11.83,2021-11-02
sonoma ,0.0,100.0,100.0,100.0,100.0,11.83,2021-10-26
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-10-19
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-10-12
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-10-05
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-09-28
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-09-21
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-09-14
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-09-07
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-08-31
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-08-24
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-08-17
sonoma ,0.0,100.0,100.0,100.0,100.0,100.0,2021-08-10
sonoma ,0.0,100.0,100.0,100.0,100.0,99.35,2021-08-03
sonoma ,0.0,100.0,100.0,100.0,100.0,99.35,2021-07-27
sonoma ,0.0,100.0,100.0,100.0,100.0,99.35,2021-07-20
sonoma ,0.0,100.0,100.0,100.0,100.0,99.35,2021-07-13
sonoma ,0.0,100.0,100.0,100.0,100.0,99.35,2021-07-06
sonoma ,0.0,100.0,100.0,100.0,100.0,99.35,2021-06-29
sonoma ,0.0,100.0,100.0,100.0,100.0,99.35,2021-06-22
sonoma ,0.0,100.0,100.0,100.0,100.0,99.35,2021-06-15
sonoma ,0.0,100.0,100.0,100.0,100.0,99.35,2021-06-08
sonoma ,0.0,100.0,100.0,100.0,100.0,76.69,2021-06-01
sonoma ,0.0,100.0,100.0,100.0,100.0,76.69,2021-05-25
sonoma ,0.0,100.0,100.0,100.0,100.0,76.69,2021-05-18
sonoma ,0.0,100.0,100.0,100.0,100.0,0.0,2021-05-11
sonoma ,0.0,100.0,100.0,100.0,100.0,0.0,2021-05-04
sonoma ,0.0,100.0,100.0,100.0,100.0,0.0,2021-04-27
sonoma ,0.0,100.0,100.0,100.0,50.74,0.0,2021-04-20
sonoma ,0.0,100.0,100.0,56.95,3.0,0.0,2021-04-13
sonoma ,0.0,100.0,100.0,56.95,3.0,0.0,2021-04-06
sonoma ,0.0,100.0,100.0,56.95,3.0,0.0,2021-03-30
sonoma ,0.0,100.0,100.0,56.95,3.0,0.0,2021-03-23
sonoma ,0.0,100.0,100.0,56.25,3.0,0.0,2021-03-16
sonoma ,0.0,100.0,100.0,56.25,3.0,0.0,2021-03-09
sonoma ,0.0,100.0,100.0,56.25,3.0,0.0,2021-03-02
sonoma ,0.0,100.0,100.0,56.25,3.0,0.0,2021-02-23
sonoma ,0.0,100.0,100.0,56.25,2.1,0.0,2021-02-16
sonoma ,0.0,100.0,100.0,56.25,2.1,0.0,2021-02-09
sonoma ,0.0,100.0,100.0,56.25,2.1,0.0,2021-02-02
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2021-01-26
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2021-01-19
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2021-01-12
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2021-01-05
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-12-29
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-12-22
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-12-15
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-12-08
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-12-01
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-11-24
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-11-17
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-11-10
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-11-03
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-10-27
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-10-20
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-10-13
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-10-06
sonoma ,0.0,100.0,100.0,100.0,10.56,0.0,2020-09-29
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-09-22
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-09-15
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-09-08
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-09-01
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-08-25
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-08-18
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-08-11
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-08-04
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-07-28
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-07-21
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-07-14
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-07-07
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-06-30
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-06-23
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-06-16
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-06-09
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-06-02
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-05-26
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-05-19
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-05-12
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-05-05
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-04-28
sonoma ,0.0,100.0,100.0,100.0,0.0,0.0,2020-04-21
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2020-04-14
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2020-04-07
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2020-03-31
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2020-03-24
sonoma ,0.0,100.0,2.89,0.0,0.0,0.0,2020-03-17
sonoma ,0.0,100.0,2.89,0.0,0.0,0.0,2020-03-10
sonoma ,0.0,100.0,2.89,0.0,0.0,0.0,2020-03-03
sonoma ,0.0,100.0,0.01,0.0,0.0,0.0,2020-02-25
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2020-02-18
sonoma ,94.78,5.22,0.0,0.0,0.0,0.0,2020-02-11
sonoma ,99.05,0.95,0.0,0.0,0.0,0.0,2020-02-04
sonoma ,99.05,0.95,0.0,0.0,0.0,0.0,2020-01-28
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2020-01-21
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2020-01-14
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2020-01-07
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-31
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-24
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-17
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-12-10
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2019-12-03
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2019-11-26
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2019-11-19
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2019-11-12
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-11-05
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-29
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-22
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-15
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-08
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-10-01
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-09-24
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-09-17
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-09-10
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-09-03
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-08-27
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-08-20
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-08-13
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-08-06
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-07-30
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-07-23
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-07-16
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-07-09
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-07-02
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-06-25
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-06-18
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-06-11
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-06-04
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-05-28
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-05-21
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-05-14
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-05-07
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-04-30
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-04-23
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-04-16
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-04-09
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-04-02
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-03-26
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-03-19
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-03-12
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-03-05
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-02-26
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2019-02-19
sonoma ,95.92,4.08,0.0,0.0,0.0,0.0,2019-02-12
sonoma ,13.37,86.63,0.0,0.0,0.0,0.0,2019-02-05
sonoma ,3.77,96.23,0.0,0.0,0.0,0.0,2019-01-29
sonoma ,0.0,100.0,96.08,0.0,0.0,0.0,2019-01-22
sonoma ,0.0,100.0,96.08,0.0,0.0,0.0,2019-01-15
sonoma ,0.0,100.0,96.08,0.0,0.0,0.0,2019-01-08
sonoma ,0.0,100.0,96.08,0.0,0.0,0.0,2019-01-01
sonoma ,0.0,100.0,96.08,0.0,0.0,0.0,2018-12-25
sonoma ,0.0,100.0,96.08,0.0,0.0,0.0,2018-12-18
sonoma ,0.0,100.0,96.08,0.0,0.0,0.0,2018-12-11
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2018-12-04
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2018-11-27
sonoma ,0.0,100.0,100.0,0.0,0.0,0.0,2018-11-20
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-11-13
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-11-06
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-10-30
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-10-23
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-10-16
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-10-09
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-10-02
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-09-25
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-09-18
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-09-11
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-09-04
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-08-28
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-08-21
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-08-14
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-08-07
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-07-31
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-07-24
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-07-17
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-07-10
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-07-03
sonoma ,0.0,100.0,0.0,0.0,0.0,0.0,2018-06-26
sonoma ,93.84,6.16,0.0,0.0,0.0,0.0,2018-06-19
sonoma ,93.94,6.06,0.0,0.0,0.0,0.0,2018-06-12
sonoma ,93.94,6.06,0.0,0.0,0.0,0.0,2018-06-05
sonoma ,93.94,6.06,0.0,0.0,0.0,0.0,2018-05-29
sonoma ,93.94,6.06,0.0,0.0,0.0,0.0,2018-05-22
sonoma ,94.28,5.72,0.0,0.0,0.0,0.0,2018-05-15
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-05-08
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-05-01
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-04-24
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-04-17
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-04-10
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-04-03
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-03-27
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-03-20
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-03-13
sonoma ,81.12,18.88,0.0,0.0,0.0,0.0,2018-03-06
sonoma ,81.12,18.88,0.0,0.0,0.0,0.0,2018-02-27
sonoma ,80.43,19.57,0.0,0.0,0.0,0.0,2018-02-20
sonoma ,80.43,19.57,0.0,0.0,0.0,0.0,2018-02-13
sonoma ,79.69,20.31,0.0,0.0,0.0,0.0,2018-02-06
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-01-30
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-01-23
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-01-16
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-01-09
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2018-01-02
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2017-12-26
sonoma ,100.0,0.0,0.0,0.0,0.0,0.0,2017-12-19
